concept_id,concept_text
252865007,+3 dioptre spheres test
268400002,12 lead ECG
447113005,12 lead electrocardiogram at rest
447114004,12 lead electrocardiogram during exercise
35161000087102,14 day ambulatory electrocardiographic monitoring
429163003,15 lead electrocardiographic monitoring
425808002,18 lead electrocardiographic monitoring
252417001,24 Hour ECG
428803005,3 lead electrocardiographic monitoring
427446001,48 hour ambulatory electrocardiographic monitoring
35171000087106,7 day ambulatory electrocardiographic monitoring
715994002,72 hour ambulatory electrocardiographic monitoring
116141005,Abdominal hysterectomy
447771005,Abdominal hysterectomy and excision of periuterine tissue
413144006,Abdominal hysterectomy with conservation of ovaries
265421003,Abdominal repair of levator ani muscles
302615005,Abdominal sacrocolpopexy
736694004,Abdominal sacrocolpopexy using mesh
913271000000100,Abdominal sacrohysteropexy
405293000,Abdominal sympathectomy
236996005,Abdominal uterine fundal massage
385341003,Abdominoperineal resection of anus
265572009,Abdominoperineal suspension of urethra
45052000,Abdominouterotomy
48457002,Abduction procedure of arytenoid
674004,Abduction test
428663009,Ablation of atrioventricular node
235517002,Ablation of coeliac plexus
60768007,Ablation of inner ear by cryosurgery
45560006,Ablation of inner ear by ultrasound
300027004,Ablation of nail bed
446584005,Ablation of neoplasm of urinary bladder using laser
1281846002,Ablation of prostate
235515005,Ablation of splanchnic nerves
447383005,Ablation of stricture of urethra using laser
233159005,Ablation operation for arrhythmia
443667004,Ablative resurfacing of skin of entire face using laser
443220008,Ablative resurfacing of skin of eyelid using laser
443150005,Ablative resurfacing of skin of lip using laser
1365721000000100,Above cuff vocalisation
89562006,Abrasion of epicardial surface
229399004,Accessory mobilisation of foot interphalangeal joints
229385003,Accessory mobilisation of the ankle
229387006,Accessory mobilisation of the ankle joint
229391001,Accessory mobilisation of the foot
229393003,Accessory mobilisation of the forefoot
229394009,Accessory mobilisation of the hindfoot
229375004,Accessory mobilisation of the hip
229433001,Accessory mobilisation of the hyoid
229386002,Accessory mobilisation of the inferior tibiofibular joint
229392008,Accessory mobilisation of the intertarsal joints
229378002,Accessory mobilisation of the knee
229398007,Accessory mobilisation of the metatarsophalangeal joints
229380008,Accessory mobilisation of the patellofemoral articulation
229395005,Accessory mobilisation of the subtalar joint
229381007,Accessory mobilisation of the superior tibiofibular joint
229396006,Accessory mobilisation of the tarsometatarsal joints
229431004,Accessory mobilisation of the thyroid cartilage
119723005,Accessory sinus closure
107812004,Accessory sinus destructive procedure
107808005,Accessory sinus excision
119724004,Accessory sinus reconstruction
782740003,Acellular processed cadaver allograft of peripheral nerve to peripheral nerve
39466008,Acetabular augmentation
70419009,Acetabulectomy
73764009,Acetabuloplasty
16174006,Acetabuloplasty with use of methyl methacrylate
61509005,"Acetabuloplasty, Colonna type procedure"
32972004,"Acetabuloplasty, Whitman type procedure"
252548007,Acetazolamide test
12237002,Achillorrhaphy
367446003,Achillotomy
306910000,Acid etch splinting of teeth
33834001,Acne surgery
67800005,Acoustic neurotomy
278320003,Acoustic reflectometry
6656003,Acoustic stimulation test
43102005,Acromionectomy
28052009,Acromioplasty for recurrent dislocation of shoulder
77474007,Acromioplasty of shoulder
229266004,Active ankle movements
229267008,Active foot movements
229264001,Active hip movements
229265000,Active knee movements
229263007,Active lower limb movements
231111004,Acupuncture-like transcutaneous electrical nerve stimulation
232475009,Adams crushing of nasal septum
770904009,Adduction test of knee
239627007,Adductor tenotomy for congenital dislocation of hip
2337004,Adductor tenotomy of hip
72185009,Adductor transfer to ischium
119957008,Adenoid closure
119963004,Adenoid destructive procedure
119954001,Adenoid excision
119953007,Adenoid incision
119959006,Adenoid reconstruction
119961002,Adenoid repair
1163432009,Adenomyomectomy
15043000,Adjustable suture technique during strabismus surgery
22895003,Adjustment of lid position
450863009,Adjustment to extraocular muscle
239251006,Adjustment to length of tendon or muscle
234648006,Adjustment to vermilion border of lip
442919002,Adrenal sparing radical nephrectomy
405282002,Adult hearing test
82524009,Advancement of eye muscle
58245000,"Advancement of eye muscle, multiple, with resection or recession"
373352000,Advancement of eyelid muscle
17228008,Advancement of leaflet of heart valve
234654007,Advancement of mucosa of lip
444565005,Advancement of muscle
34538004,Advancement of round ligament
264581005,Advancement of vagina
169394006,Afterload radiotherapy of oropharyngeal cavity
252578003,"Air conduction pure tone audiometry, manual with ear phones"
58082001,Air contrast orbitography
241130002,Air meatogram
243143008,Airway pressure release ventilation
172785002,Alar base excision
425649004,Alar reconstruction with cartilage graft
178647001,Alar-transverse fusion
14314009,Albee operation for hip fusion
273189007,Albert operation
14197006,Alexander-Adams operation on uterine ligaments
116372002,Allogeneic bone graft
175021005,Allograft bypass of coronary artery
736970002,Allograft bypass of four or more coronary arteries
736971003,Allograft bypass of one coronary artery
736972005,Allograft bypass of three coronary arteries
736973000,Allograft bypass of two coronary arteries
19835001,Allograft of skin to skin
704131005,Allograft of skin to skin of head
737597005,Allograft of skin to skin of neck
232973007,Allotransplant of heart
711411006,Allotransplantation of kidney from beating heart cadaver
711413009,Allotransplantation of kidney from non-beating heart cadaver
765478004,Allotransplantation of left kidney
820361000000105,Allotransplantation of lobe of lung from live donor
765479007,Allotransplantation of right kidney
173278008,Allotransplantation of tooth
252596007,Alternate binaural loudness balance test
1172397006,Alveolar ridge preservation
44156005,"Alveolectomy, including sequestrectomy"
164850009,Ambulatory ECG
252735006,Ambulatory EEG
172390002,Amniotic graft to conjunctiva
236941004,Ampullosalpingoscopy
79733001,Amputation above-knee
110470001,"Amputation above-knee, mid-thigh"
12663001,Amputation below-knee conversion into above-knee amputation
397220009,Amputation by disarticulation of hindfoot
180040009,Amputation lesser toe
397218006,Amputation of ankle
387626007,Amputation of cervix
405249000,Amputation of crown of tooth with root retention
239589000,Amputation of finger through distal phalanx
239587003,Amputation of finger through middle phalanx
239585006,Amputation of finger through proximal phalanx
32638005,Amputation of glans penis
39633000,Amputation of hallux
723311002,Amputation of left foot
773821000,Amputation of left forefoot
723726002,Amputation of left great toe
721060009,Amputation of left leg through tibia and fibula
732214009,Amputation of left lower limb
721056006,Amputation of left lower limb above knee
787159000,Amputation of left midfoot
88312006,Amputation of leg through tibia and fibula
397117006,Amputation of lower limb
80855002,Amputation of penis
180016001,Amputation of phalanx of finger
180038004,Amputation of phalanx of toe
723312009,Amputation of right foot
773819005,Amputation of right forefoot
723731000,Amputation of right great toe
721061008,Amputation of right leg through tibia and fibula
732213003,Amputation of right lower limb
721059004,Amputation of right lower limb above knee
787161009,Amputation of right midfoot
180157006,Amputation of supernumerary toe
180030006,Amputation of the foot
239580001,Amputation of thumb through distal phalanx
239576006,Amputation of thumb through metacarpal
239578007,Amputation of thumb through proximal phalanx
371186005,Amputation of toe
78785006,Amputation of toe at interphalangeal joint
36710006,Amputation of toe at metatarsophalangeal joint
211570009,Amputation through foot
265739006,Amputation through metatarsal bones
28264008,Amygdalotomy
22781005,Anal cerclage
79648003,Anal cryptectomy
88642000,"Anal cryptectomy, multiple"
274295008,Anal examination
392027008,Anal fissurectomy
86888002,Anal fistulectomy
29401007,"Anal fistulectomy, complex"
267001,"Anal fistulectomy, multiple"
9521005,"Anal fistulectomy, second stage"
37924007,"Anal fistulectomy, subcutaneous"
63992008,"Anal fistulectomy, submuscular"
235369008,Anal myectomy
347954002,Anal papillectomy
61902006,Anal pectenotomy
252636004,Anal sphincter manometry
359944002,Anal sphincteroplasty for current obstetrical laceration
359941005,Anal sphincterorrhaphy for obstetrical laceration
89770003,Anal sphincterotomy
274353001,Anal surgical biopsy
287800000,Anal tag removal
25466008,Anastomosis of bladder
175397009,Anastomosis of cerebral artery
32687007,Anastomosis of extracranial-intracranial arteries
1102931000000104,Anastomosis of femoral artery to femoral artery for revision of existing femoral bypass
1102941000000108,Anastomosis of femoral artery to femoral artery using prosthesis for revision of existing femoral bypass
230919005,Anastomosis of intracranial artery
233371006,Anastomosis of intracranial vasculature
1103081000000109,Anastomosis of popliteal artery to popliteal artery for revision of existing popliteal bypass
20101008,Anastomosis of renal pelvis
30670000,"Anastomosis of thoracic artery to coronary artery, double"
48431000,"Anastomosis of thoracic artery to coronary artery, single"
62779009,Anastomosis of ureter
84335004,"Anastomosis of urethra, end-to-end"
236166004,Anastomotic repair of ureter
176339000,Anastomotic urethroplasty
80377005,Aneurysmectomy of heart
31977007,Aneurysmectomy of lower limb artery
15183005,Aneurysmectomy of lower limb vein
43371006,Aneurysmectomy of ventricle of heart
53683005,Angiocardiography of left heart
80254008,Angiocardiography of right heart
252821004,Angiography of anterior segment fluorescein
890343005,Angiography of artery of left lower limb
890341007,Angiography of artery of right lower limb
303847009,Angiography of blood vessel of lower limb
3258003,Angiography of cerebral arteries
175411008,Angiography of circle of Willis
33367005,Angiography of coronary artery
252427007,Angiography of coronary artery bypass graft
172581008,Angiography of eye using fluorescein
265531007,Angiography of femoral artery
352689002,Angiography of femoral blood vessel
241272005,Angiography of femoral-femoral artery crossover graft
241217008,Angiography of four cerebral arteries
765079002,Angiography of intracranial artery
169161000,Angiography of intracranial vascular structure using radioactive isotope
287598009,Angiography of left coronary artery
765077000,Angiography of left coronary artery bypass graft
4691000087107,Angiography of left femoral artery
765041007,Angiography of left pulmonary artery
708733006,Angiography of liver
7995007,Angiography of lower extremity arteries with serialography
410442000,Angiography of ocular blood vessel with contrast
241264008,Angiography of penile artery
175722006,Angiography of popliteal artery
252822006,Angiography of posterior segment of eye using fluorescein
287597004,Angiography of right coronary artery
765076009,Angiography of right coronary artery bypass graft
4701000087107,Angiography of right femoral artery
765042000,Angiography of right pulmonary artery
303828006,Angiography of vascular structure of head
312643005,Angioplasty of anterior tibial artery
373363002,Angioplasty of artery of lower extremity
233281008,Angioplasty of common femoral artery
405594007,Angioplasty of common femoral artery with prosthesis
405595008,Angioplasty of common femoral artery with vein
233288002,Angioplasty of crural artery
401114006,Angioplasty of femoral artery
230922007,Angioplasty of intracranial artery
233287007,Angioplasty of popliteal artery
405452006,Angioplasty of popliteal artery with prosthesis
405453001,Angioplasty of popliteal artery with vein
312644004,Angioplasty of posterior tibial artery
233285004,Angioplasty of profunda femoris artery
233283006,Angioplasty of superficial femoral artery
405448006,Angioplasty of superficial femoral artery with prosthesis
405422003,Angioplasty of superficial femoral artery with vein
405413004,Angioplasty of tibioperoneal artery
405414005,Angioplasty of tibioperoneal artery with vein
230925009,Angioscopy of intracranial artery
230926005,Angioscopy of intracranial vein
230924008,Angioscopy of intracranial vessel
178994006,Angular correction by callotasis
450505008,Angulation osteotomy
450464008,Angulation osteotomy of diaphysis
178942009,Angulation periarticular division of bone
440194003,Angulation periarticular osteotomy
241203004,Ankle arthrogram
119690005,Ankle closure
119695000,Ankle destructive procedure
1269450005,Ankle disarticulation
19876005,Ankle dorsiflexion test
119685007,Ankle excision
229160002,Ankle exercises
229191008,Ankle exercises in water
119702004,Ankle manipulation
116322004,Ankle manoeuvre
264987001,Ankle muscle transfer
39749005,Ankle reattachment
119692002,Ankle reconstruction
229483006,Ankle stretching
58204008,Annuloplasty
232820008,Annuloplasty of aortic valve
232884001,Annuloplasty of atrioventricular valve
174980001,Annuloplasty of mitral valve
265480000,Annuloplasty of tricuspid valve
232932006,Annuloplasty of truncal valve
271410001,Anorectal stretch
175971006,Antegrade pyelogram
236170007,Antegrade ureteroscopy
55596003,Antegrade urography
169668007,Antenatal ultrasound scan 4-8 weeks
169670003,Antenatal ultrasound scan at 17-22 weeks
307813007,Antenatal ultrasound scan at 22-40 weeks
169669004,Antenatal ultrasound scan at 9-16 weeks
425551008,Antenatal ultrasound scan for possible abnormality
442062003,Anterior and posterior attachment of correctional instrument to spine
404626004,Anterior capsulorrhexis
413550005,Anterior ciliary sclerotomy
39845007,Anterior colporrhaphy
359924008,Anterior colporrhaphy for repair of cystocoele without repair of urethrocoele
265302007,Anterior crurotomy of ear
178676003,Anterior decompression of fracture of spine
61034000,Anterior drawer test
47285000,Anterior ethmoidectomy by intranasal approach
231597005,Anterior lamellar reconstruction of eyelid
231552001,Anterior orbitotomy
2914003,Anterior sclerotomy
120117001,Anterior segment of eye closure
108150009,Anterior segment of eye endoscopy
108148001,Anterior segment of eye excision
108147006,Anterior segment of eye incision
120118006,Anterior segment of eye reconstruction
120119003,Anterior segment of eye repair
35836001,Anterior spinal cordotomy
22793001,Anterior spinal instrumentation
1352009,Anterior spinal rhizotomy
397560006,Anterior stromal corneal puncture
52972006,Anterior tarsal wedge osteotomy
47213001,Anterior tibial tubercle plastic repair for chondromalacia patellae
447062007,Anterior transposition of ulnar nerve
55378006,Anterior vestibuloplasty
172555009,Anterior vitrectomy
281295002,Anterolateral cordotomy
44022002,Antrectomy of mastoid
119900003,Anus closure
119907000,Anus manipulation
119902006,Anus reconstruction
119906009,Anus transplantation
20454000,Aortic valve commissurotomy with inflow occlusion
39717005,Aortic valvotomy
232850000,Aortoventriculoplasty
86688004,Apexcardiogram with ECG lead
55106003,Apexcardiography
83994003,"Apexification/recalcification, final visit"
88437002,"Apexification/recalcification, initial visit"
51243002,"Apexification/recalcification, interim visit"
46412002,Apicectomy lung
699809000,Apley test
241206007,Apophyseal joint arthrogram
252803002,Applanation tonometry
225153000,Application of adhesive skin closure
179251000,Application of bone xenograft
144711000000105,Application of dermal substitute
905831000000104,Application of external distraction device to skull
46641002,Application of eye pad
225166000,Application of leeches
443548009,Application of make-up to skin
80013005,Application of mechanical traction on skin
1153453003,Application of ointment to lip
239644006,Application of pelvic traction
303889001,Application of Pugh's traction
239655006,Application of skeletal traction to lower limb
239649001,Application of skeletal traction to upper limb
281752002,Application of skeletal traction via distal tibia
281751009,Application of skeletal traction via proximal tibia
239656007,Application of skeletal traction via the femur
239650001,Application of skeletal traction via the humerus
239653004,Application of skeletal traction via the metacarpals
239651002,Application of skeletal traction via the olecranon
239658008,Application of skeletal traction via the os calcis
239652009,Application of skeletal traction via the radius
239657003,Application of skeletal traction via the tibia
1052352000,Application of skin traction to left lower limb
1052353005,Application of skin traction to right lower limb
239648009,Application of skull traction
179209007,Application of Steinmann pin traction
234717005,Application of subgingival dressing
308445006,Application of Thomas splint using skin traction
31253009,Application of tracheostomy mask using jet humidifier
1255872005,Application of wet therapy wrap to skin
179207009,Apply balanced skeletal traction
179206000,Apply Kirschner wire skeletal traction
179208004,Apply Thomas splint traction
225695008,Applying cartella shield
225689007,Applying dark glasses
225693001,Applying double eye pad
225692006,Applying eye pad and bandage
225691004,Applying eye pad and shield
225696009,Applying eye shield
225694007,Applying glucks shield
225690003,Applying pressure eye pad
711438004,Apprehension test of knee
232557005,Approximation of cricoid and thyroid cartilages
870379008,Aquablation therapy of prostate
413572007,Arcuate keratotomy
371348009,Argon laser iridotomy
404636007,Argon laser trabeculoplasty
13757009,Arrest of bone growth of humerus
66364002,Arrest of bone growth of radius
25433009,Arrest of bone growth of ulna
234914007,Arrest of oral haemorrhage
405469008,Arterial bypass of lower limb artery
90965007,Arthrectomy of ankle
216082006,Arthrectomy of foot and toe
9874008,Arthrectomy of hip
51531004,Arthrectomy of knee
7634006,Arthrectomy of spine
879795002,Arthrocentesis of joint of knee
413579003,Arthrocentesis of joint of toe
448199007,Arthrocentesis of temporomandibular joint
12644002,Arthrodesis by posterior technique of atlas-axis with internal fixation
63513005,Arthrodesis of ankle
65233008,Arthrodesis of cricoarytenoid
52822008,Arthrodesis of distal tibiofibular joint
179460006,Arthrodesis of first metatarsophalangeal joint
239422009,Arthrodesis of first tarsometatarsal joint
386682000,Arthrodesis of foot
9730000,Arthrodesis of hip
764009,Arthrodesis of interphalangeal joint of great toe
239423004,Arthrodesis of interphalangeal joint of lesser toe
53276009,Arthrodesis of interphalangeal joint of toe
274056002,Arthrodesis of knee
22210000,Arthrodesis of proximal tibiofibular joint
447909002,Arthrodesis of toe
303777007,Arthrogram of lower limb joint
303778002,Arthrogram of spinal joint
81941004,Arthrogram of tarsal joint
58746000,Arthrogram of temporomandibular joint
51808006,Arthrography of ankle with positive contrast
22530002,Arthrography of hip with positive contrast
26675009,Arthroplasty of ankle with implant
10715004,Arthroplasty of distal radius with prosthetic replacement
1285692009,Arthroplasty of head of left radius
1285694005,Arthroplasty of head of radius
1285693004,Arthroplasty of head of right radius
307814001,Arthroplasty of hip joint using cement
1231397001,Arthroplasty of hip joint using robotic assistance
307815000,Arthroplasty of hip without cement
239523001,Arthroplasty of interphalangeal joint of lesser toe
