concept_id,concept_text
252865007,+3 dioptre spheres test
268400002,12 lead ECG
447113005,12 lead electrocardiogram at rest
447114004,12 lead electrocardiogram during exercise
35161000087102,14 day ambulatory electrocardiographic monitoring
429163003,15 lead electrocardiographic monitoring
425808002,18 lead electrocardiographic monitoring
252417001,24 Hour ECG
446460000,24 hour oesophageal pH study
428803005,3 lead electrocardiographic monitoring
235469009,30 to 50 percent distal pancreatectomy
427446001,48 hour ambulatory electrocardiographic monitoring
235470005,50 to 70 percent distal pancreatectomy
35171000087106,7 day ambulatory electrocardiographic monitoring
715994002,72 hour ambulatory electrocardiographic monitoring
265461002,95 percent distal pancreatectomy
116141005,Abdominal hysterectomy
447771005,Abdominal hysterectomy and excision of periuterine tissue
413144006,Abdominal hysterectomy with conservation of ovaries
26993008,Abdominal oesophagostomy
913271000000100,Abdominal sacrohysteropexy
236996005,Abdominal uterine fundal massage
265414003,Abdominoperineal resection
45052000,Abdominouterotomy
48457002,Abduction procedure of arytenoid
428663009,Ablation of atrioventricular node
60768007,Ablation of inner ear by cryosurgery
45560006,Ablation of inner ear by ultrasound
446584005,Ablation of neoplasm of urinary bladder using laser
233159005,Ablation operation for arrhythmia
443667004,Ablative resurfacing of skin of entire face using laser
443220008,Ablative resurfacing of skin of eyelid using laser
443150005,Ablative resurfacing of skin of lip using laser
1365721000000100,Above cuff vocalisation
89562006,Abrasion of epicardial surface
229433001,Accessory mobilisation of the hyoid
229431004,Accessory mobilisation of the thyroid cartilage
119723005,Accessory sinus closure
107812004,Accessory sinus destructive procedure
107808005,Accessory sinus excision
119724004,Accessory sinus reconstruction
252548007,Acetazolamide test
306910000,Acid etch splinting of teeth
232475009,Adams crushing of nasal septum
119957008,Adenoid closure
119963004,Adenoid destructive procedure
119954001,Adenoid excision
119953007,Adenoid incision
119959006,Adenoid reconstruction
119961002,Adenoid repair
1163432009,Adenomyomectomy
15043000,Adjustable suture technique during strabismus surgery
22895003,Adjustment of lid position
450863009,Adjustment to extraocular muscle
234648006,Adjustment to vermilion border of lip
372079001,Adrenal imaging
372078009,Adrenal radioisotope scan
442919002,Adrenal sparing radical nephrectomy
31904001,Adrenalectomy
82524009,Advancement of eye muscle
58245000,"Advancement of eye muscle, multiple, with resection or recession"
373352000,Advancement of eyelid muscle
17228008,Advancement of leaflet of heart valve
234654007,Advancement of mucosa of lip
169394006,Afterload radiotherapy of oropharyngeal cavity
241164003,Air contrast barium enema
58082001,Air contrast orbitography
241145009,Air contrast swallow
241130002,Air meatogram
243143008,Airway pressure release ventilation
172785002,Alar base excision
425649004,Alar reconstruction with cartilage graft
843901000000103,Allogeneic transplantation of pancreatic islet cells
175021005,Allograft bypass of coronary artery
736970002,Allograft bypass of four or more coronary arteries
736971003,Allograft bypass of one coronary artery
736972005,Allograft bypass of three coronary arteries
736973000,Allograft bypass of two coronary arteries
704131005,Allograft of skin to skin of head
232973007,Allotransplant of heart
426463009,Allotransplantation of ileum
447981001,Allotransplantation of islets of Langerhans
711411006,Allotransplantation of kidney from beating heart cadaver
711413009,Allotransplantation of kidney from non-beating heart cadaver
765478004,Allotransplantation of left kidney
820361000000105,Allotransplantation of lobe of lung from live donor
765479007,Allotransplantation of right kidney
426984008,Allotransplantation of thymus gland
173278008,Allotransplantation of tooth
1501006,"Altemeier operation, perineal rectal pull-through"
1172397006,Alveolar ridge preservation
44156005,"Alveolectomy, including sequestrectomy"
235506003,Ambigrade operative pancreatography
164850009,Ambulatory ECG
252735006,Ambulatory EEG
172390002,Amniotic graft to conjunctiva
236941004,Ampullosalpingoscopy
387626007,Amputation of cervix
405249000,Amputation of crown of tooth with root retention
723311002,Amputation of left foot
723726002,Amputation of left great toe
721060009,Amputation of left leg through tibia and fibula
732214009,Amputation of left lower limb
721056006,Amputation of left lower limb above knee
787159000,Amputation of left midfoot
723312009,Amputation of right foot
723731000,Amputation of right great toe
721061008,Amputation of right leg through tibia and fibula
732213003,Amputation of right lower limb
721059004,Amputation of right lower limb above knee
787161009,Amputation of right midfoot
28264008,Amygdalotomy
25466008,Anastomosis of bladder
175397009,Anastomosis of cerebral artery
128401003,Anastomosis of duodenum
32687007,Anastomosis of extracranial-intracranial arteries
128399009,Anastomosis of gall bladder
235407009,Anastomosis of intestine
315319006,Anastomosis of intestine to anus
230919005,Anastomosis of intracranial artery
233371006,Anastomosis of intracranial vasculature
128406008,Anastomosis of jejunum
112871003,Anastomosis of large intestine to large intestine
14690009,Anastomosis of large intestine to rectum
32918006,Anastomosis of oesophagus by intrathoracic approach
4520009,"Anastomosis of oesophagus, antesternal or antethoracic, with insertion of prosthesis"
55586007,"Anastomosis of oesophagus, antesternal or antethoracic, with insertion of rubber tube"
176003,Anastomosis of rectum
20101008,Anastomosis of renal pelvis
44119001,Anastomosis of small intestine to small intestine
128400002,Anastomosis of stomach
30670000,"Anastomosis of thoracic artery to coronary artery, double"
48431000,"Anastomosis of thoracic artery to coronary artery, single"
80377005,Aneurysmectomy of heart
43371006,Aneurysmectomy of ventricle of heart
53683005,Angiocardiography of left heart
80254008,Angiocardiography of right heart
241253005,Angiography of adrenal artery
241252000,Angiography of adrenal gland
252821004,Angiography of anterior segment fluorescein
890343005,Angiography of artery of left lower limb
890341007,Angiography of artery of right lower limb
3258003,Angiography of cerebral arteries
175411008,Angiography of circle of Willis
33367005,Angiography of coronary artery
252427007,Angiography of coronary artery bypass graft
172581008,Angiography of eye using fluorescein
241217008,Angiography of four cerebral arteries
765079002,Angiography of intracranial artery
169161000,Angiography of intracranial vascular structure using radioactive isotope
765043005,Angiography of left adrenal artery
287598009,Angiography of left coronary artery
765077000,Angiography of left coronary artery bypass graft
4691000087107,Angiography of left femoral artery
765041007,Angiography of left pulmonary artery
708733006,Angiography of liver
410442000,Angiography of ocular blood vessel with contrast
252822006,Angiography of posterior segment of eye using fluorescein
765049009,Angiography of right adrenal artery
287597004,Angiography of right coronary artery
765076009,Angiography of right coronary artery bypass graft
4701000087107,Angiography of right femoral artery
765042000,Angiography of right pulmonary artery
303828006,Angiography of vascular structure of head
230922007,Angioplasty of intracranial artery
230925009,Angioscopy of intracranial artery
230926005,Angioscopy of intracranial vein
230924008,Angioscopy of intracranial vessel
58204008,Annuloplasty
232820008,Annuloplasty of aortic valve
232884001,Annuloplasty of atrioventricular valve
174980001,Annuloplasty of mitral valve
265480000,Annuloplasty of tricuspid valve
232932006,Annuloplasty of truncal valve
175971006,Antegrade pyelogram
169668007,Antenatal ultrasound scan 4-8 weeks
169670003,Antenatal ultrasound scan at 17-22 weeks
307813007,Antenatal ultrasound scan at 22-40 weeks
169669004,Antenatal ultrasound scan at 9-16 weeks
425551008,Antenatal ultrasound scan for possible abnormality
404626004,Anterior capsulorrhexis
413550005,Anterior ciliary sclerotomy
265302007,Anterior crurotomy of ear
47285000,Anterior ethmoidectomy by intranasal approach
235376003,Anterior fixation of rectum
235189000,Anterior gastropexy
231597005,Anterior lamellar reconstruction of eyelid
231552001,Anterior orbitotomy
289060008,Anterior resection of rectal prolapse
4558008,Anterior resection of rectum
174241004,Anterior resection of rectum and anastomosis of colon to rectum using staples
448653006,Anterior resection of rectum and total mesorectal excision with colostomy
315328007,Anterior resection of rectum with anastomosis
89642006,Anterior resection of rectum with colostomy
2914003,Anterior sclerotomy
120117001,Anterior segment of eye closure
108150009,Anterior segment of eye endoscopy
108148001,Anterior segment of eye excision
108147006,Anterior segment of eye incision
120118006,Anterior segment of eye reconstruction
120119003,Anterior segment of eye repair
35836001,Anterior spinal cordotomy
397560006,Anterior stromal corneal puncture
55378006,Anterior vestibuloplasty
172555009,Anterior vitrectomy
281295002,Anterolateral cordotomy
265359007,Antireflux fundoplication using abdominal approach
265358004,Antireflux fundoplication using thoracic approach
265360002,Antireflux gastropexy
7161000179101,Antireflux procedure associated oesophagomyotomy
44022002,Antrectomy of mastoid
20454000,Aortic valve commissurotomy with inflow occlusion
39717005,Aortic valvotomy
232850000,Aortoventriculoplasty
86688004,Apexcardiogram with ECG lead
55106003,Apexcardiography
83994003,"Apexification/recalcification, final visit"
88437002,"Apexification/recalcification, initial visit"
51243002,"Apexification/recalcification, interim visit"
46412002,Apicectomy lung
80146002,Appendicectomy
49438003,Appendicectomy with drainage
252803002,Applanation tonometry
905831000000104,Application of external distraction device to skull
46641002,Application of eye pad
235271006,Application of haemoclips onto duodenal lesion
235238007,Application of haemoclips onto gastric lesion
1153453003,Application of ointment to lip
1052352000,Application of skin traction to left lower limb
1052353005,Application of skin traction to right lower limb
239648009,Application of skull traction
234717005,Application of subgingival dressing
31253009,Application of tracheostomy mask using jet humidifier
225695008,Applying cartella shield
225689007,Applying dark glasses
225693001,Applying double eye pad
225692006,Applying eye pad and bandage
225691004,Applying eye pad and shield
225696009,Applying eye shield
225694007,Applying glucks shield
225690003,Applying pressure eye pad
232557005,Approximation of cricoid and thyroid cartilages
413572007,Arcuate keratotomy
371348009,Argon laser iridotomy
404636007,Argon laser trabeculoplasty
446362009,Argon plasma coagulation of colon
445938000,Argon plasma coagulation of lesion of duodenum
445936001,Argon plasma coagulation of lesion of oesophagus
447979003,Argon plasma coagulation of lesion of rectum
445935002,Argon plasma coagulation of lesion of sigmoid colon
445934003,Argon plasma coagulation of lesion of small intestine
445937005,Argon plasma coagulation of lesion of stomach
234914007,Arrest of oral haemorrhage
448199007,Arthrocentesis of temporomandibular joint
65233008,Arthrodesis of cricoarytenoid
58746000,Arthrogram of temporomandibular joint
726635006,Arthroplasty of left ankle
726576007,Arthroplasty of right ankle
442117004,Arthroplasty of temporomandibular joint
74253001,Arthroplasty of temporomandibular joint with allograft
31740007,Arthroplasty of temporomandibular joint with autograft
43578004,Arthrotomy of temporomandibular joint
40617009,Artificial ventilation
232552004,Arytenoid adduction/rotation
85086005,Arytenoidopexy by external approach
173191000,Aspiration biopsy of lesion of lung
1268322000,Aspiration curettage of uterus
8095007,Aspiration curettage of uterus after abortion
248273008,Aspiration curettage of uterus after delivery
397396006,Aspiration of bronchus with lavage
448587007,Aspiration of cyst of kidney using ultrasound guidance
438345008,Aspiration of kidney using ultrasound guidance
232655007,Aspiration of lung lesion
6092000,Aspiration of nasal sinus by puncture
332856005,Aspiration of trachea with lavage
310218003,Assess tooth mobility
64374001,"Assessment and interpretation of higher cerebral function, aphasia testing"
838278005,Assessment using eye tracking technology
1186746005,Assist control ventilation pressure control inflation-type
1186748006,Assist control ventilation pressure-control inflation-type and assured constant airway pressure adjunct
1186745009,Assist control ventilation volume-control inflation-type
1186747001,Assist control ventilation volume-targeted pressure-control inflation-type
1186744008,Assist control ventilation volume-targeted pressure-control inflation-type and assured constant airway pressure adjunct
243150007,Assisted controlled mandatory ventilation
870391004,Assisted ventilation in prone position
313275006,Astigmatic keratotomy
10615008,Atrial aneurysmectomy
287294005,Atrial appendage excision
233040005,Atrial fenestration operation
287696002,Atrial overdrive pacing
233036001,Atrial septation operation
426541003,Atrial septectomy
31415001,Atrial septostomy by blade method
233043007,Atrial septostomy operation
69220007,Atrioplasty
112811009,Atrioseptoplasty
371910005,Atrioventricular sequential pacing
232885000,Atrioventricular valve annuloplasty using ring
232919001,Atrioventricular valvectomy
232913000,Atrioventricular valvotomy
341943002,Atrioventriculostomy
265220000,Attention to component of connection from ventricle of brain
173972001,Attention to connection of ileum
232613003,Attention to tracheostomy
73499009,Atticotomy of ear
255098007,Auditory canaloplasty
241129007,Auditory meatogram
26605008,Augmentation genioplasty
234661006,Augmentation of alveolar ridge
48007004,Augmentation of bladder
237001001,Augmentation of labour
816966004,Augmentation of labour using oxytocin
698815005,Augmentation of mandible
439016007,Augmentation of mandible using prosthesis
454511000124109,Augmentation of maxillary sinus
6029001,Augmentation of outflow tract of pulmonary valve
82733008,Augmentation osteoplasty of facial bones
172765001,Augmentation rhinoplasty
172773005,Augmentation rhinoplasty with autologous material
6776002,Auricular aneurysmectomy
449263002,Auscultation of heart
449264008,Auscultation of lower respiratory tract
225158009,Auscultation of the fetal heart
361256009,Autoaugmentation of bladder
448173000,Autofluorescence bronchoscopy
38430001,Autogenous graft of ear cartilage to nose
34017004,Autogenous graft of rib cartilage to nose
232838006,Autograft aortic valve replacement
844191000000106,Autologous transplantation of pancreatic islet cells
405768001,Autotransplantation of heart
175899003,Autotransplantation of kidney
62399001,Autotransplantation of ovary
345797001,Autotransplantation of pancreatic tissue
173279000,Autotransplantation of tooth
85896002,Avulsion of greater occipital nerve
35735006,Avulsion of infraorbital nerve
176766002,Avulsion of lesion of cervix uteri
56870004,Avulsion of supraorbital nerve
252876006,Awaya torsion test
240991000000106,Back slaps
718564001,Balanced membranous tension
308673000,Ball valve truncal valve replacement
232834008,Balloon aortic valvotomy
233044001,Balloon atrial septostomy by pull-back
1231788002,Balloon atrial septostomy with implantation of atrial flow regulator
232917004,Balloon atrioventricular valvotomy
240919008,Balloon cardiac valvotomy
445758008,Balloon compression of trigeminal ganglion
413633002,Balloon dacryoplasty
386784009,Balloon dilatation of achalasia of oesophagus
235264001,Balloon dilatation of duodenal stricture
232835009,Balloon dilatation of implanted aortic valve
232918009,Balloon dilatation of implanted atrioventricular valve
232770003,Balloon dilatation of implanted mitral valve
232869005,Balloon dilatation of implanted pulmonary valve
232810003,Balloon dilatation of implanted tricuspid valve
232947002,Balloon dilatation of implanted truncal valve
233092001,Balloon dilatation of left ventricular outflow tract
386786006,Balloon dilatation of oesophageal stricture
386785005,Balloon dilatation of oesophagus
235228002,Balloon dilatation of pyloric stricture
233067004,Balloon dilatation of right ventricular outflow tract
235338009,Balloon dilatation of stricture - large intestine
235294007,Balloon dilatation of stricture - small intestine
1364781000000100,Balloon dilation of eustachian tube
176167003,Balloon distension of the bladder
438216009,Balloon expulsion test
173679008,Balloon tamponade of oesophagus
235247004,Balloon tamponade of stomach
232809008,Balloon tricuspid valvotomy
232946006,Balloon truncal valvotomy
236924001,Balloon tuboplasty
235511001,Banding of pancreas
174791004,Banding of spleen
252642000,Barium coated food gastric transit study
168836005,Barium enema
174027003,Barium enema for radiological reduction of intussusception of ileum
168831000,Barium follow through
419344005,Barium small bowel meal
168821007,Barium swallow
359858004,Barkan operation
359573007,Barkan operation with goniopuncture
252635000,Barostat study of stomach
177167008,Barton forceps cephalic delivery with rotation
30476003,Barton's forceps delivery
397546009,Basic tear secretion test
225683008,Bathing eye
1230243008,Bathing of skin of left foot
1230244002,Bathing of skin of right foot
2166008,Bicuspidisation of aortic valve
35915004,Bicuspidisation of heart valve
56157005,Bicuspidisation of mitral valve
232784008,Bicuspidisation of tricuspid valve
284468008,Bilateral electroconvulsive therapy
232660006,Bilateral sequential single lung transplant
275202005,Bileaflet aortic valve replacement
308676008,Bileaflet truncal valve replacement
1186618000,Bilevel artificial ventilation
307303006,Billroth I gastric antrectomy
235214008,Billroth I partial gastrectomy - Horsley modification
235217001,Billroth I partial gastrectomy - Schoemaker modification
235216005,Billroth I partial gastrectomy - von Haberer modification
235215009,Billroth I partial gastrectomy - von Haberer-Finney modification
173170008,Bilobectomy of lung
418121005,Bimanual phacoemulsification of lens with intraocular lens implantation
236998006,Bimanual uterine massage
20176002,"Binnie operation, hepatopexy"
28429001,"Binocular microscopy, otolaryngologic"
308667001,Biological atrioventricular valve replacement
308672005,Biological truncal valve replacement
40849006,Biopsy of adenoids
274371008,Biopsy of adrenal gland
709101001,Biopsy of alveolus dentalis
119289007,Biopsy of ampulla of Vater
52319004,Biopsy of anterior two-thirds of tongue
32578005,Biopsy of appendix
36503003,Biopsy of bladder
446798004,Biopsy of bony palate
302331006,Biopsy of brain meninges
230842002,Biopsy of brain tissue
230844001,Biopsy of brain tissue cyst
230843007,Biopsy of brain tissue tumour
312849006,Biopsy of bronchus
708740007,Biopsy of buccal mucosa
76164006,Biopsy of colon
44716001,Biopsy of cornea
405344007,Biopsy of cranial artery
178384006,Biopsy of cranial lesion
302453007,Biopsy of diaphragm
235592007,Biopsy of duodenal papilla
235261009,Biopsy of duodenum
128393005,Biopsy of ear
232511008,Biopsy of ethmoid sinus
77067007,Biopsy of external auditory canal
79620003,Biopsy of external ear
231702007,Biopsy of extraocular muscle
60060005,Biopsy of extraocular tendon
446938009,Biopsy of eye proper
59734008,Biopsy of eyeball and orbit
196308007,Biopsy of eyelid
448260007,Biopsy of facial bone
81899004,Biopsy of fallopian tube
