concept_id,concept_text
252865007,+3 dioptre spheres test
268400002,12 lead ECG
447113005,12 lead electrocardiogram at rest
447114004,12 lead electrocardiogram during exercise
35161000087102,14 day ambulatory electrocardiographic monitoring
429163003,15 lead electrocardiographic monitoring
425808002,18 lead electrocardiographic monitoring
252417001,24 Hour ECG
446460000,24 hour oesophageal pH study
428803005,3 lead electrocardiographic monitoring
235469009,30 to 50 percent distal pancreatectomy
427446001,48 hour ambulatory electrocardiographic monitoring
235470005,50 to 70 percent distal pancreatectomy
35171000087106,7 day ambulatory electrocardiographic monitoring
715994002,72 hour ambulatory electrocardiographic monitoring
265461002,95 percent distal pancreatectomy
236989008,Abdominal delivery for shoulder dystocia
116141005,Abdominal hysterectomy
447771005,Abdominal hysterectomy and excision of periuterine tissue
302191001,Abdominal hysterectomy and left salpingo-oophorectomy
302190000,Abdominal hysterectomy and right salpingo-oophorectomy
13254001,"Abdominal hysterectomy with colpo-urethrocystopexy, Marshall-Marchetti-Krantz type"
413144006,Abdominal hysterectomy with conservation of ovaries
737099004,Abdominal hysterectomy with sacrocolpopexy using mesh
309879006,Abdominal hysterocolpectomy
26993008,Abdominal oesophagostomy
176722004,Abdominal repair vesicovaginal fistula
913271000000100,Abdominal sacrohysteropexy
236996005,Abdominal uterine fundal massage
86789002,Abdominoperineal pull-through procedure
265414003,Abdominoperineal resection
45052000,Abdominouterotomy
48457002,Abduction procedure of arytenoid
428663009,Ablation of atrioventricular node
60768007,Ablation of inner ear by cryosurgery
45560006,Ablation of inner ear by ultrasound
439083005,Ablation of kidney using magnetic resonance imaging guidance
438529005,Ablation of liver using magnetic resonance imaging guidance
446584005,Ablation of neoplasm of urinary bladder using laser
440619008,Ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
233159005,Ablation operation for arrhythmia
443667004,Ablative resurfacing of skin of entire face using laser
443220008,Ablative resurfacing of skin of eyelid using laser
443150005,Ablative resurfacing of skin of lip using laser
1365721000000100,Above cuff vocalisation
89562006,Abrasion of epicardial surface
229433001,Accessory mobilisation of the hyoid
229432006,Accessory mobilisation of the larynx
229428000,Accessory mobilisation of the temporomandibular joint
229431004,Accessory mobilisation of the thyroid cartilage
119723005,Accessory sinus closure
107812004,Accessory sinus destructive procedure
107808005,Accessory sinus excision
119724004,Accessory sinus reconstruction
252548007,Acetazolamide test
306910000,Acid etch splinting of teeth
232475009,Adams crushing of nasal septum
119957008,Adenoid closure
119963004,Adenoid destructive procedure
119954001,Adenoid excision
119953007,Adenoid incision
119959006,Adenoid reconstruction
119961002,Adenoid repair
1163432009,Adenomyomectomy
413452000,Adjustable refractive surgery
15043000,Adjustable suture technique during strabismus surgery
22895003,Adjustment of lid position
450863009,Adjustment to extraocular muscle
234648006,Adjustment to vermilion border of lip
372079001,Adrenal imaging
372078009,Adrenal radioisotope scan
442919002,Adrenal sparing radical nephrectomy
31904001,Adrenalectomy
902271000000109,Advancement and remodelling of cranium and facial bones
902291000000108,Advancement and remodelling of cranium and orbits
82524009,Advancement of eye muscle
58245000,"Advancement of eye muscle, multiple, with resection or recession"
373352000,Advancement of eyelid muscle
17228008,Advancement of leaflet of heart valve
234654007,Advancement of mucosa of lip
169394006,Afterload radiotherapy of oropharyngeal cavity
241164003,Air contrast barium enema
58082001,Air contrast orbitography
241145009,Air contrast swallow
716236004,Air double-contrast barium enteroclysis
241130002,Air meatogram
243143008,Airway pressure release ventilation
172785002,Alar base excision
425649004,Alar reconstruction with cartilage graft
843901000000103,Allogeneic transplantation of pancreatic islet cells
175021005,Allograft bypass of coronary artery
736970002,Allograft bypass of four or more coronary arteries
736971003,Allograft bypass of one coronary artery
736972005,Allograft bypass of three coronary arteries
736973000,Allograft bypass of two coronary arteries
704131005,Allograft of skin to skin of head
232973007,Allotransplant of heart
174802006,Allotransplant of heart and lung
426463009,Allotransplantation of ileum
447981001,Allotransplantation of islets of Langerhans
711411006,Allotransplantation of kidney from beating heart cadaver
711413009,Allotransplantation of kidney from non-beating heart cadaver
765478004,Allotransplantation of left kidney
820361000000105,Allotransplantation of lobe of lung from live donor
765479007,Allotransplantation of right kidney
426984008,Allotransplantation of thymus gland
173278008,Allotransplantation of tooth
1501006,"Altemeier operation, perineal rectal pull-through"
178493006,Alveolar bone graft
239405007,Alveolar bone graft to mandible
178406005,Alveolar bone graft to maxilla
1172397006,Alveolar ridge preservation
33242005,"Alveolectomy, including curettage of osteitis"
44156005,"Alveolectomy, including sequestrectomy"
235506003,Ambigrade operative pancreatography
164850009,Ambulatory ECG
252735006,Ambulatory EEG
172390002,Amniotic graft to conjunctiva
236919004,Ampullary-ampullary anastomosis
236941004,Ampullosalpingoscopy
726651003,Amputation of bilateral great toes
723840008,Amputation of bilateral lower limbs above knee
387626007,Amputation of cervix
405249000,Amputation of crown of tooth with root retention
772057003,Amputation of entire left lower limb and ipsilateral hemipelvis
772058008,Amputation of entire right lower limb and ipsilateral hemipelvis
723689001,Amputation of left and right leg through tibia and fibula
723311002,Amputation of left foot
723726002,Amputation of left great toe
721060009,Amputation of left leg through tibia and fibula
732214009,Amputation of left lower limb
721056006,Amputation of left lower limb above knee
787159000,Amputation of left midfoot
723312009,Amputation of right foot
723731000,Amputation of right great toe
721061008,Amputation of right leg through tibia and fibula
732213003,Amputation of right lower limb
721059004,Amputation of right lower limb above knee
787161009,Amputation of right midfoot
1832991000000102,AMRI (abbreviated magnetic resonance imaging) of liver and biliary tract with contrast
862161000000101,Amygdalohippocampectomy
39667005,Amygdalohippocampotomy
28264008,Amygdalotomy
174561006,Anastomosis main bile duct to duodenum
367365007,Anastomosis main bile duct to small intestine
235528003,Anastomosis main bile duct to stomach
307638000,Anastomosis of ascending colon to rectum
307642002,Anastomosis of ascending to sigmoid colon
25466008,Anastomosis of bladder
261483009,Anastomosis of both main bronchi to end of trachea
307655001,Anastomosis of caecum to rectum
175397009,Anastomosis of cerebral artery
175398004,Anastomosis of circle of Willis
70243005,Anastomosis of colon to rectum
174562004,Anastomosis of common bile duct to transposed jejunum
50078002,"Anastomosis of common pulmonary trunk and left atrium, posterior wall"
261484003,Anastomosis of confluence and connecting vein to left atrium
307640005,Anastomosis of descending colon to rectum
128401003,Anastomosis of duodenum
173860008,Anastomosis of duodenum to colon
32687007,Anastomosis of extracranial-intracranial arteries
128399009,Anastomosis of gall bladder
58303000,Anastomosis of gallbladder to hepatic ducts
265448002,Anastomosis of hepatic duct to transposed jejunum and insertion of tubal prosthesis
173967005,Anastomosis of ileum to caecum
39724006,"Anastomosis of internal mammary artery to coronary artery, double vessel"
235407009,Anastomosis of intestine
315319006,Anastomosis of intestine to anus
47696003,"Anastomosis of intestine, large-to-anus"
230919005,Anastomosis of intracranial artery
233371006,Anastomosis of intracranial vasculature
240690005,Anastomosis of intrahepatic duct to jejunum
128406008,Anastomosis of jejunum
235408004,Anastomosis of jejunum to colon
112871003,Anastomosis of large intestine to large intestine
14690009,Anastomosis of large intestine to rectum
870744008,Anastomosis of left internal thoracic artery to coronary artery
1010688007,Anastomosis of left internal thoracic artery to diagonal branch of anterior descending branch of left coronary artery
1217166005,Anastomosis of left internal thoracic artery to distal portion of anterior descending branch of left coronary artery
1217165009,Anastomosis of left internal thoracic artery to first diagonal branch of anterior descending branch of left coronary artery
1217162007,Anastomosis of left internal thoracic artery to first obtuse marginal branch of circumflex branch of left coronary artery
1017203005,Anastomosis of left internal thoracic artery to intermediate artery
1010291002,Anastomosis of left internal thoracic artery to left anterior descending coronary artery
1217161000,Anastomosis of left internal thoracic artery to mid portion of anterior descending branch of left coronary artery
1017205003,Anastomosis of left internal thoracic artery to obtuse marginal branch of circumflex branch of left coronary artery
1217158001,Anastomosis of left internal thoracic artery to proximal portion of anterior descending branch of left coronary artery
1217157006,Anastomosis of left internal thoracic artery to second diagonal branch of anterior descending branch of left coronary artery
1217155003,Anastomosis of left internal thoracic artery to second obtuse marginal branch of circumflex branch of left coronary artery
1217153005,Anastomosis of left internal thoracic artery to third diagonal branch of anterior descending branch of left coronary artery
1217168006,Anastomosis of left internal thoracic artery to third obtuse marginal branch of circumflex branch of left coronary artery
261486001,Anastomosis of left main bronchus to end of trachea
261487005,Anastomosis of left main bronchus to right bronchus intermedius
261488000,Anastomosis of left main bronchus to side of trachea
32918006,Anastomosis of oesophagus by intrathoracic approach
355610001,Anastomosis of oesophagus to small bowel
304060006,Anastomosis of oesophagus to transposed jejunum
4520009,"Anastomosis of oesophagus, antesternal or antethoracic, with insertion of prosthesis"
55586007,"Anastomosis of oesophagus, antesternal or antethoracic, with insertion of rubber tube"
45692002,"Anastomosis of oesophagus, antesternal or antethoracic, with interposition of jejunal loop"
90090007,Anastomosis of pancreatic duct
398246005,Anastomosis of pancreatic duct to stomach
303565004,Anastomosis of pharynx to oesophagus
303566003,Anastomosis of pharynx to stomach
261485002,Anastomosis of pulmonary venous confluence to left atrium via connecting vein
176003,Anastomosis of rectum
20101008,Anastomosis of renal pelvis
1144644003,Anastomosis of right internal thoracic artery to anterior descending branch of left coronary artery
870743002,Anastomosis of right internal thoracic artery to coronary artery
1144647005,Anastomosis of right internal thoracic artery to diagonal branch of anterior descending branch of left coronary artery
1144646001,Anastomosis of right internal thoracic artery to marginal branch of right coronary artery
1144645002,Anastomosis of right internal thoracic artery to obtuse marginal branch of circumflex branch of coronary artery
1144890008,Anastomosis of right internal thoracic artery to posterior descending artery
1144889004,Anastomosis of right internal thoracic artery to ramus intermedius artery
261490004,Anastomosis of right main bronchus to end of trachea
261491000,Anastomosis of right main bronchus to side of trachea
312407006,Anastomosis of sigmoid colon to anal canal
51396008,Anastomosis of small intestine to rectal stump
44119001,Anastomosis of small intestine to small intestine
87289007,Anastomosis of small-to-large intestine
128400002,Anastomosis of stomach
235282003,Anastomosis of stomach to ileum
449113004,Anastomosis of superior vena cava to pulmonary artery and reconstruction of right ventricular outlfow tract
30670000,"Anastomosis of thoracic artery to coronary artery, double"
48431000,"Anastomosis of thoracic artery to coronary artery, single"
307639008,Anastomosis of transverse colon to rectum
307643007,Anastomosis of transverse to sigmoid colon
236165000,Anastomosis of ureter to bladder with psoas hitch
175933003,Anderson-Hynes pyeloplasty
80377005,Aneurysmectomy of heart
43371006,Aneurysmectomy of ventricle of heart
28806001,"Angiocardiography by serialography, multi-plane"
74834003,"Angiocardiography by serialography, single plane"
175162001,Angiocardiography of bilateral sides of heart
53683005,Angiocardiography of left heart
80254008,Angiocardiography of right heart
186473000,Angiocardiography with carbon dioxide negative contrast
187231000,"Angiocardiography, negative contrast"
29117008,"Angiocardiography, positive contrast"
241253005,Angiography of adrenal artery
241252000,Angiography of adrenal gland
252821004,Angiography of anterior segment fluorescein
90686009,Angiography of arteries of bilateral extremities
890343005,Angiography of artery of left lower limb
890341007,Angiography of artery of right lower limb
77660005,Angiography of bilateral adrenal arteries
72383008,Angiography of bilateral coronary arteries
5201000087104,Angiography of bilateral femoral arteries
4321009,Angiography of bilateral lower extremity arteries
52340003,Angiography of bilateral pulmonary arteries
3258003,Angiography of cerebral arteries
175411008,Angiography of circle of Willis
33367005,Angiography of coronary artery
252427007,Angiography of coronary artery bypass graft
172581008,Angiography of eye using fluorescein
241217008,Angiography of four cerebral arteries
765079002,Angiography of intracranial artery
169161000,Angiography of intracranial vascular structure using radioactive isotope
765043005,Angiography of left adrenal artery
287598009,Angiography of left coronary artery
765077000,Angiography of left coronary artery bypass graft
4691000087107,Angiography of left femoral artery
765041007,Angiography of left pulmonary artery
708733006,Angiography of liver
410442000,Angiography of ocular blood vessel with contrast
252822006,Angiography of posterior segment of eye using fluorescein
765049009,Angiography of right adrenal artery
287597004,Angiography of right coronary artery
765076009,Angiography of right coronary artery bypass graft
4701000087107,Angiography of right femoral artery
765042000,Angiography of right pulmonary artery
303828006,Angiography of vascular structure of head
241215000,Angiography of vascular structure of head and chest
230922007,Angioplasty of intracranial artery
230925009,Angioscopy of intracranial artery
230926005,Angioscopy of intracranial vein
230924008,Angioscopy of intracranial vessel
58204008,Annuloplasty
232820008,Annuloplasty of aortic valve
232884001,Annuloplasty of atrioventricular valve
174980001,Annuloplasty of mitral valve
265480000,Annuloplasty of tricuspid valve
232932006,Annuloplasty of truncal valve
439588006,Anoscopy with anorectal dilation
175971006,Antegrade pyelogram
169668007,Antenatal ultrasound scan 4-8 weeks
169670003,Antenatal ultrasound scan at 17-22 weeks
307813007,Antenatal ultrasound scan at 22-40 weeks
169669004,Antenatal ultrasound scan at 9-16 weeks
425551008,Antenatal ultrasound scan for possible abnormality
404626004,Anterior capsulorrhexis
413550005,Anterior ciliary sclerotomy
265302007,Anterior crurotomy of ear
47285000,Anterior ethmoidectomy by intranasal approach
235376003,Anterior fixation of rectum
235281005,Anterior gastrojejunostomy
235189000,Anterior gastropexy
231597005,Anterior lamellar reconstruction of eyelid
231613000,Anterior lamellar repositioning of upper eyelid
231552001,Anterior orbitotomy
1197223002,Anterior palatoplasty
289060008,Anterior resection of rectal prolapse
4558008,Anterior resection of rectum
174241004,Anterior resection of rectum and anastomosis of colon to rectum using staples
448143009,Anterior resection of rectum and total excision of mesorectum
448653006,Anterior resection of rectum and total mesorectal excision with colostomy
315328007,Anterior resection of rectum with anastomosis
89642006,Anterior resection of rectum with colostomy
312406002,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch
2914003,Anterior sclerotomy
34524006,Anterior sclerotomy with iridectomy
296867007,Anterior sclerotomy with removal of vitreous
120117001,Anterior segment of eye closure
108150009,Anterior segment of eye endoscopy
108148001,Anterior segment of eye excision
108147006,Anterior segment of eye incision
120118006,Anterior segment of eye reconstruction
120119003,Anterior segment of eye repair
35836001,Anterior spinal cordotomy
397560006,Anterior stromal corneal puncture
55378006,Anterior vestibuloplasty
172555009,Anterior vitrectomy
281295002,Anterolateral cordotomy
265359007,Antireflux fundoplication using abdominal approach
265358004,Antireflux fundoplication using thoracic approach
265360002,Antireflux gastropexy
7161000179101,Antireflux procedure associated oesophagomyotomy
44022002,Antrectomy of mastoid
8645007,Aorta-coronary sinus shunt
233601000000100,Aortic root replacement using pulmonary valve autograft with right ventricle to pulmonary artery valved conduit and aortoventriculoplasty
27428006,Aortic valve commissurotomy with cardiopulmonary bypass
20454000,Aortic valve commissurotomy with inflow occlusion
232825003,Aortic valve cusp resection and repair with circumferential annuloplasty
232847003,Aortic valve replacement and aortoplasty
232848008,Aortic valve replacement and patch aortoplasty
232849000,Aortic valve replacement and plication of ascending aorta
232846007,Aortic valve replacement and replacement of ascending aorta
232845006,Aortic valve resuspension and replacement of ascending aorta
39717005,Aortic valvotomy
67166004,Aortocoronary artery bypass graft
8876004,Aortocoronary artery bypass graft with prosthesis
3546002,Aortocoronary artery bypass graft with saphenous vein graft
405599002,Aortocoronary artery bypass graft with three vein grafts
405598005,Aortocoronary artery bypass graft with two vein grafts
17073005,Aortocoronary artery bypass graft with vein graft
736966005,Aortocoronary artery bypass of four or more coronary arteries with saphenous vein graft
736967001,Aortocoronary artery bypass of one coronary artery with saphenous vein graft
736968006,Aortocoronary artery bypass of three coronary arteries with saphenous vein graft
736969003,Aortocoronary artery bypass of two coronary arteries with saphenous vein graft
10190003,Aortocoronary bypass of four or more coronary arteries
29819009,Aortocoronary bypass of one coronary artery
14323007,Aortocoronary bypass of three coronary arteries
90487008,Aortocoronary bypass of two coronary arteries
232850000,Aortoventriculoplasty
429269009,Aortoventriculoplasty with pulmonary valve autograft
86688004,Apexcardiogram with ECG lead
55106003,Apexcardiography
83994003,"Apexification/recalcification, final visit"
88437002,"Apexification/recalcification, initial visit"
51243002,"Apexification/recalcification, interim visit"
234685003,Apically repositioned periodontal flap
304997004,Apically repositioned periodontal flap with osseous surgery
46412002,Apicectomy lung
80146002,Appendicectomy
49438003,Appendicectomy with drainage
49586007,Appendicocaecostomy
252803002,Applanation tonometry
905831000000104,Application of external distraction device to skull
46641002,Application of eye pad
235271006,Application of haemoclips onto duodenal lesion
235238007,Application of haemoclips onto gastric lesion
241722009,Application of lubricant to eye
225074002,Application of lubricant to lips
1153453003,Application of ointment to lip
1052352000,Application of skin traction to left lower limb
1052353005,Application of skin traction to right lower limb
239648009,Application of skull traction
234717005,Application of subgingival dressing
31253009,Application of tracheostomy mask using jet humidifier
225695008,Applying cartella shield
225689007,Applying dark glasses
