concept_id,concept_text
413452000,Adjustable refractive surgery
172390002,Amniotic graft to conjunctiva
404626004,Anterior capsulorrhexis
413550005,Anterior ciliary sclerotomy
2914003,Anterior sclerotomy
34524006,Anterior sclerotomy with iridectomy
296867007,Anterior sclerotomy with removal of vitreous
120117001,Anterior segment of eye closure
108150009,Anterior segment of eye endoscopy
108148001,Anterior segment of eye excision
108147006,Anterior segment of eye incision
120118006,Anterior segment of eye reconstruction
120119003,Anterior segment of eye repair
397560006,Anterior stromal corneal puncture
172555009,Anterior vitrectomy
252803002,Applanation tonometry
241722009,Application of lubricant to eye
225693001,Applying double eye pad
225692006,Applying eye pad and bandage
225691004,Applying eye pad and shield
413572007,Arcuate keratotomy
371348009,Argon laser iridotomy
404636007,Argon laser trabeculoplasty
64854001,Aspiration of lens
3499006,Aspiration of vitreous with replacement
838278005,Assessment using eye tracking technology
420476005,Astigmatic dial refraction technique
313275006,Astigmatic keratotomy
359858004,Barkan operation
359573007,Barkan operation with goniopuncture
225683008,Bathing eye
497861000119107,Bilateral corneal pachymetry
418121005,Bimanual phacoemulsification of lens with intraocular lens implantation
397279008,Binocular balancing
410453006,Binocular indirect ophthalmoscopy
44716001,Biopsy of cornea
446938009,Biopsy of eye proper
25302008,Biopsy of iris
231787003,Biopsy of lesion of choroid
172399001,Biopsy of lesion of conjunctiva
172435005,Biopsy of lesion of cornea
231559005,Biopsy of lesion of globe
172497000,Biopsy of lesion of iris
172547002,Biopsy of lesion of lens
172468003,Biopsy of lesion of sclera
172573007,Biopsy of retinal lesion
231754002,Biopsy of vitreous
413651001,Bioptics
310441008,Buckling of sclera using explant
420807005,Calculation of corneal tissue ablation depth
314971001,Camera fundoscopy
422103004,Can opener anterior capsulotomy
63356004,Capsulectomy of lens
88096002,Capsulectomy with extraction of lens
231749006,Capsulorrhexis of lens capsule
172529008,Capsulotomy of anterior lens capsule
85785001,Capsulotomy of lens
360411008,Capsulotomy of lens with removal of foreign body
78191003,Capsulotomy of lens with removal of foreign body by magnet extraction
172530003,Capsulotomy of posterior lens capsule
231744001,"Cataract extraction, insertion of intraocular lens and trabeculectomy"
59943006,Cauterisation of chalazion of eyelid
172509007,Cauterisation of ciliary body
77184003,Cauterisation of conjunctiva
60204005,Cauterisation of conjunctival lesion
172407006,Cauterisation of corneal lesion
80000004,Cauterisation of fistula of cornea
62178009,Cauterisation of iris
265297009,Cauterisation of lesion of retina
172447004,Cauterisation of lesion of sclera
44291006,Cauterisation of meibomian gland
40899005,Cauterisation of sclera
4593001,Cauterisation of sclera with iridectomy
51081001,Cauterisation of superficial pannus
44592003,Cauterisation of ulcer of cornea
231717006,Cautery sclerostomy
3938007,Cerclage for retinal reattachment
31944008,Chemocauterisation of corneal epithelium
410479002,Chorioretinal biopsy
252788000,Chromatic electroretinography
416100002,Ciliary body ablation
15366008,Ciliectomy of ciliary body
225684002,Cleaning eye
14727005,Closure of filtering bleb
33412005,Closure of fistula of cornea
38487005,Closure of fistula of cornea with lamellar autograft
70796002,Closure of fistula of cornea with lamellar homograft
397544007,Complicated cataract surgery
421339001,Computer-assisted videokeratoscopy
397517002,Conductive keratoplasty
391999003,Confocal scanning laser ophthalmoscopy
419709005,Conjunctival autograft to conjunctiva
303636000,Conjunctival biopsy
66655001,"Conjunctival flap, bridge"
112957007,"Conjunctival flap, partial"
54766001,"Conjunctival flap, total"
290015004,Conjunctival graft procedure
397989004,Conjunctivodacryocystostomy
7798001,Conjunctivoplasty with conjunctival graft
47130006,Conjunctivoplasty with extensive rearrangement
75396001,Conjunctivoplasty with reconstruction of cul-de-sac and extensive rearrangement
397805007,Conjunctivorhinostomy
79707009,Conjunctivorhinostomy with insertion of stent
