concept_id,concept_text
252865007,+3 dioptre spheres test
268400002,12 lead ECG
447113005,12 lead electrocardiogram at rest
447114004,12 lead electrocardiogram during exercise
35161000087102,14 day ambulatory electrocardiographic monitoring
429163003,15 lead electrocardiographic monitoring
425808002,18 lead electrocardiographic monitoring
252417001,24 Hour ECG
428803005,3 lead electrocardiographic monitoring
427446001,48 hour ambulatory electrocardiographic monitoring
35171000087106,7 day ambulatory electrocardiographic monitoring
715994002,72 hour ambulatory electrocardiographic monitoring
50964001,Abdominal aortography with bilateral iliofemoral arteries with serialography
236989008,Abdominal delivery for shoulder dystocia
116141005,Abdominal hysterectomy
447771005,Abdominal hysterectomy and excision of periuterine tissue
302191001,Abdominal hysterectomy and left salpingo-oophorectomy
302190000,Abdominal hysterectomy and right salpingo-oophorectomy
13254001,"Abdominal hysterectomy with colpo-urethrocystopexy, Marshall-Marchetti-Krantz type"
413144006,Abdominal hysterectomy with conservation of ovaries
737099004,Abdominal hysterectomy with sacrocolpopexy using mesh
309879006,Abdominal hysterocolpectomy
265421003,Abdominal repair of levator ani muscles
176722004,Abdominal repair vesicovaginal fistula
302615005,Abdominal sacrocolpopexy
736694004,Abdominal sacrocolpopexy using mesh
913271000000100,Abdominal sacrohysteropexy
405293000,Abdominal sympathectomy
236996005,Abdominal uterine fundal massage
177251005,Abdominolipectomy
86789002,Abdominoperineal pull-through procedure
385341003,Abdominoperineal resection of anus
265572009,Abdominoperineal suspension of urethra
45052000,Abdominouterotomy
48457002,Abduction procedure of arytenoid
674004,Abduction test
428663009,Ablation of atrioventricular node
235517002,Ablation of coeliac plexus
60768007,Ablation of inner ear by cryosurgery
45560006,Ablation of inner ear by ultrasound
439083005,Ablation of kidney using magnetic resonance imaging guidance
438529005,Ablation of liver using magnetic resonance imaging guidance
300027004,Ablation of nail bed
446584005,Ablation of neoplasm of urinary bladder using laser
1281846002,Ablation of prostate
235515005,Ablation of splanchnic nerves
447383005,Ablation of stricture of urethra using laser
440619008,Ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
233159005,Ablation operation for arrhythmia
443667004,Ablative resurfacing of skin of entire face using laser
443220008,Ablative resurfacing of skin of eyelid using laser
443150005,Ablative resurfacing of skin of lip using laser
1365721000000100,Above cuff vocalisation
89562006,Abrasion of epicardial surface
229399004,Accessory mobilisation of foot interphalangeal joints
229385003,Accessory mobilisation of the ankle
229387006,Accessory mobilisation of the ankle joint
229410002,Accessory mobilisation of the cervical spine
229391001,Accessory mobilisation of the foot
229393003,Accessory mobilisation of the forefoot
229394009,Accessory mobilisation of the hindfoot
229375004,Accessory mobilisation of the hip
229433001,Accessory mobilisation of the hyoid
229386002,Accessory mobilisation of the inferior tibiofibular joint
229392008,Accessory mobilisation of the intertarsal joints
229378002,Accessory mobilisation of the knee
229432006,Accessory mobilisation of the larynx
229417004,Accessory mobilisation of the lumbar spine
229398007,Accessory mobilisation of the metatarsophalangeal joints
229380008,Accessory mobilisation of the patellofemoral articulation
229422004,Accessory mobilisation of the sacrococcygeal joint
229395005,Accessory mobilisation of the subtalar joint
229381007,Accessory mobilisation of the superior tibiofibular joint
229396006,Accessory mobilisation of the tarsometatarsal joints
229428000,Accessory mobilisation of the temporomandibular joint
229413000,Accessory mobilisation of the thoracic spine
229431004,Accessory mobilisation of the thyroid cartilage
229379005,Accessory mobilisation of the tibiofemoral joint
119723005,Accessory sinus closure
107812004,Accessory sinus destructive procedure
107808005,Accessory sinus excision
119724004,Accessory sinus reconstruction
57398002,Accessory-hypoglossal nerve anastomosis
782740003,Acellular processed cadaver allograft of peripheral nerve to peripheral nerve
39466008,Acetabular augmentation
70419009,Acetabulectomy
73764009,Acetabuloplasty
87618002,Acetabuloplasty with resection of femoral head
16174006,Acetabuloplasty with use of methyl methacrylate
61509005,"Acetabuloplasty, Colonna type procedure"
32972004,"Acetabuloplasty, Whitman type procedure"
252548007,Acetazolamide test
12237002,Achillorrhaphy
367446003,Achillotomy
306910000,Acid etch splinting of teeth
33834001,Acne surgery
67800005,Acoustic neurotomy
278320003,Acoustic reflectometry
48423005,Acoustic reflex testing
6656003,Acoustic stimulation test
43102005,Acromionectomy
28052009,Acromioplasty for recurrent dislocation of shoulder
77474007,Acromioplasty of shoulder
229266004,Active ankle movements
229267008,Active foot movements
229264001,Active hip movements
229265000,Active knee movements
229263007,Active lower limb movements
231111004,Acupuncture-like transcutaneous electrical nerve stimulation
232475009,Adams crushing of nasal septum
770904009,Adduction test of knee
239627007,Adductor tenotomy for congenital dislocation of hip
2337004,Adductor tenotomy of hip
72185009,Adductor transfer to ischium
119957008,Adenoid closure
119963004,Adenoid destructive procedure
119954001,Adenoid excision
119953007,Adenoid incision
119959006,Adenoid reconstruction
119961002,Adenoid repair
1163432009,Adenomyomectomy
413452000,Adjustable refractive surgery
15043000,Adjustable suture technique during strabismus surgery
22895003,Adjustment of lid position
450863009,Adjustment to extraocular muscle
239251006,Adjustment to length of tendon or muscle
234648006,Adjustment to vermilion border of lip
442919002,Adrenal sparing radical nephrectomy
405282002,Adult hearing test
902271000000109,Advancement and remodelling of cranium and facial bones
902291000000108,Advancement and remodelling of cranium and orbits
82524009,Advancement of eye muscle
58245000,"Advancement of eye muscle, multiple, with resection or recession"
373352000,Advancement of eyelid muscle
17228008,Advancement of leaflet of heart valve
234654007,Advancement of mucosa of lip
444565005,Advancement of muscle
442822001,Advancement of posterior tibial tendon with excision of accessory navicular bone
34538004,Advancement of round ligament
264581005,Advancement of vagina
169394006,Afterload radiotherapy of oropharyngeal cavity
252578003,"Air conduction pure tone audiometry, manual with ear phones"
58082001,Air contrast orbitography
241130002,Air meatogram
243143008,Airway pressure release ventilation
172785002,Alar base excision
425649004,Alar reconstruction with cartilage graft
178647001,Alar-transverse fusion
14314009,Albee operation for hip fusion
273189007,Albert operation
14197006,Alexander-Adams operation on uterine ligaments
116372002,Allogeneic bone graft
175021005,Allograft bypass of coronary artery
736970002,Allograft bypass of four or more coronary arteries
736971003,Allograft bypass of one coronary artery
736972005,Allograft bypass of three coronary arteries
736973000,Allograft bypass of two coronary arteries
19835001,Allograft of skin to skin
704131005,Allograft of skin to skin of head
737597005,Allograft of skin to skin of neck
232973007,Allotransplant of heart
174802006,Allotransplant of heart and lung
711411006,Allotransplantation of kidney from beating heart cadaver
711413009,Allotransplantation of kidney from non-beating heart cadaver
765478004,Allotransplantation of left kidney
820361000000105,Allotransplantation of lobe of lung from live donor
765479007,Allotransplantation of right kidney
173278008,Allotransplantation of tooth
252596007,Alternate binaural loudness balance test
178493006,Alveolar bone graft
239405007,Alveolar bone graft to mandible
178406005,Alveolar bone graft to maxilla
1172397006,Alveolar ridge preservation
33242005,"Alveolectomy, including curettage of osteitis"
44156005,"Alveolectomy, including sequestrectomy"
164850009,Ambulatory ECG
252735006,Ambulatory EEG
172390002,Amniotic graft to conjunctiva
236919004,Ampullary-ampullary anastomosis
236941004,Ampullosalpingoscopy
79733001,Amputation above-knee
110470001,"Amputation above-knee, mid-thigh"
12663001,Amputation below-knee conversion into above-knee amputation
397220009,Amputation by disarticulation of hindfoot
180040009,Amputation lesser toe
397218006,Amputation of ankle
726651003,Amputation of bilateral great toes
723840008,Amputation of bilateral lower limbs above knee
387626007,Amputation of cervix
405249000,Amputation of crown of tooth with root retention
772057003,Amputation of entire left lower limb and ipsilateral hemipelvis
772044006,Amputation of entire lower limb and ipsilateral hemipelvis
772058008,Amputation of entire right lower limb and ipsilateral hemipelvis
239589000,Amputation of finger through distal phalanx
239587003,Amputation of finger through middle phalanx
239585006,Amputation of finger through proximal phalanx
32638005,Amputation of glans penis
39633000,Amputation of hallux
723689001,Amputation of left and right leg through tibia and fibula
723311002,Amputation of left foot
773821000,Amputation of left forefoot
723726002,Amputation of left great toe
721060009,Amputation of left leg through tibia and fibula
732214009,Amputation of left lower limb
721056006,Amputation of left lower limb above knee
787159000,Amputation of left midfoot
88312006,Amputation of leg through tibia and fibula
397117006,Amputation of lower limb
80855002,Amputation of penis
180016001,Amputation of phalanx of finger
180038004,Amputation of phalanx of toe
723312009,Amputation of right foot
773819005,Amputation of right forefoot
723731000,Amputation of right great toe
721061008,Amputation of right leg through tibia and fibula
732213003,Amputation of right lower limb
721059004,Amputation of right lower limb above knee
787161009,Amputation of right midfoot
180157006,Amputation of supernumerary toe
180030006,Amputation of the foot
239574009,Amputation of thumb and trapezium
239580001,Amputation of thumb through distal phalanx
239576006,Amputation of thumb through metacarpal
239578007,Amputation of thumb through proximal phalanx
371186005,Amputation of toe
78785006,Amputation of toe at interphalangeal joint
36710006,Amputation of toe at metatarsophalangeal joint
211570009,Amputation through foot
265739006,Amputation through metatarsal bones
1832991000000102,AMRI (abbreviated magnetic resonance imaging) of liver and biliary tract with contrast
862161000000101,Amygdalohippocampectomy
39667005,Amygdalohippocampotomy
28264008,Amygdalotomy
22781005,Anal cerclage
79648003,Anal cryptectomy
88642000,"Anal cryptectomy, multiple"
274295008,Anal examination
392027008,Anal fissurectomy
86888002,Anal fistulectomy
29401007,"Anal fistulectomy, complex"
267001,"Anal fistulectomy, multiple"
9521005,"Anal fistulectomy, second stage"
37924007,"Anal fistulectomy, subcutaneous"
63992008,"Anal fistulectomy, submuscular"
235369008,Anal myectomy
347954002,Anal papillectomy
61902006,Anal pectenotomy
252636004,Anal sphincter manometry
359944002,Anal sphincteroplasty for current obstetrical laceration
359941005,Anal sphincterorrhaphy for obstetrical laceration
89770003,Anal sphincterotomy
274353001,Anal surgical biopsy
287800000,Anal tag removal
1500007,Anastomosis of bilateral epididymides to bilateral vas deferens
25466008,Anastomosis of bladder
261483009,Anastomosis of both main bronchi to end of trachea
175397009,Anastomosis of cerebral artery
175398004,Anastomosis of circle of Willis
50078002,"Anastomosis of common pulmonary trunk and left atrium, posterior wall"
261484003,Anastomosis of confluence and connecting vein to left atrium
392235000,Anastomosis of epididymis to vas deferens
32687007,Anastomosis of extracranial-intracranial arteries
1103061000000100,Anastomosis of femoral artery to dorsalis pedis artery using prosthesis for revision of existing femoral bypass
1103071000000107,Anastomosis of femoral artery to dorsalis pedis artery using vein graft for revision of existing femoral bypass
1102931000000104,Anastomosis of femoral artery to femoral artery for revision of existing femoral bypass
1102941000000108,Anastomosis of femoral artery to femoral artery using prosthesis for revision of existing femoral bypass
1103041000000101,Anastomosis of femoral artery to peroneal artery using prosthesis for revision of existing femoral bypass
1103111000000101,Anastomosis of femoral artery to peroneal artery using prosthesis for revision of existing popliteal bypass
1103051000000103,Anastomosis of femoral artery to peroneal artery using vein graft for revision of existing femoral bypass
1103121000000107,Anastomosis of femoral artery to peroneal artery using vein graft for revision of existing popliteal bypass
1103011000000102,Anastomosis of femoral artery to popliteal artery for revision of existing femoral bypass
1102991000000103,Anastomosis of femoral artery to popliteal artery using prosthesis for revision of existing femoral bypass
1103001000000104,Anastomosis of femoral artery to popliteal artery using vein graft for revision of existing femoral bypass
1103021000000108,Anastomosis of femoral artery to tibial artery using prosthesis for revision of existing femoral bypass
1103091000000106,Anastomosis of femoral artery to tibial artery using prosthesis for revision of existing popliteal bypass
1103031000000105,Anastomosis of femoral artery to tibial artery using vein graft for revision of existing femoral bypass
1103101000000103,Anastomosis of femoral artery to tibial artery using vein graft for revision of existing popliteal bypass
39724006,"Anastomosis of internal mammary artery to coronary artery, double vessel"
47696003,"Anastomosis of intestine, large-to-anus"
230919005,Anastomosis of intracranial artery
233371006,Anastomosis of intracranial vasculature
767350003,Anastomosis of left epididymis to left vas deferens
870744008,Anastomosis of left internal thoracic artery to coronary artery
1010688007,Anastomosis of left internal thoracic artery to diagonal branch of anterior descending branch of left coronary artery
1217166005,Anastomosis of left internal thoracic artery to distal portion of anterior descending branch of left coronary artery
1217165009,Anastomosis of left internal thoracic artery to first diagonal branch of anterior descending branch of left coronary artery
1217162007,Anastomosis of left internal thoracic artery to first obtuse marginal branch of circumflex branch of left coronary artery
1017203005,Anastomosis of left internal thoracic artery to intermediate artery
1010291002,Anastomosis of left internal thoracic artery to left anterior descending coronary artery
1217161000,Anastomosis of left internal thoracic artery to mid portion of anterior descending branch of left coronary artery
1017205003,Anastomosis of left internal thoracic artery to obtuse marginal branch of circumflex branch of left coronary artery
1217158001,Anastomosis of left internal thoracic artery to proximal portion of anterior descending branch of left coronary artery
1217157006,Anastomosis of left internal thoracic artery to second diagonal branch of anterior descending branch of left coronary artery
1217155003,Anastomosis of left internal thoracic artery to second obtuse marginal branch of circumflex branch of left coronary artery
1217153005,Anastomosis of left internal thoracic artery to third diagonal branch of anterior descending branch of left coronary artery
1217168006,Anastomosis of left internal thoracic artery to third obtuse marginal branch of circumflex branch of left coronary artery
261486001,Anastomosis of left main bronchus to end of trachea
261487005,Anastomosis of left main bronchus to right bronchus intermedius
261488000,Anastomosis of left main bronchus to side of trachea
303565004,Anastomosis of pharynx to oesophagus
303566003,Anastomosis of pharynx to stomach
1103171000000106,Anastomosis of popliteal artery to dorsalis pedis artery using prosthesis for revision of existing popliteal bypass
1103181000000108,Anastomosis of popliteal artery to dorsalis pedis artery using vein graft for revision of existing popliteal bypass
1103151000000102,Anastomosis of popliteal artery to peroneal artery using prosthesis for revision of existing popliteal bypass
1103161000000104,Anastomosis of popliteal artery to peroneal artery using vein graft for revision of existing popliteal bypass
1103081000000109,Anastomosis of popliteal artery to popliteal artery for revision of existing popliteal bypass
1103131000000109,Anastomosis of popliteal artery to tibial artery using prosthesis for revision of existing popliteal bypass
1103141000000100,Anastomosis of popliteal artery to tibial artery using vein graft for revision of existing popliteal bypass
261485002,Anastomosis of pulmonary venous confluence to left atrium via connecting vein
20101008,Anastomosis of renal pelvis
767351004,Anastomosis of right epididymis to right vas deferens
1144644003,Anastomosis of right internal thoracic artery to anterior descending branch of left coronary artery
870743002,Anastomosis of right internal thoracic artery to coronary artery
1144647005,Anastomosis of right internal thoracic artery to diagonal branch of anterior descending branch of left coronary artery
1144646001,Anastomosis of right internal thoracic artery to marginal branch of right coronary artery
1144645002,Anastomosis of right internal thoracic artery to obtuse marginal branch of circumflex branch of coronary artery
1144890008,Anastomosis of right internal thoracic artery to posterior descending artery
1144889004,Anastomosis of right internal thoracic artery to ramus intermedius artery
261490004,Anastomosis of right main bronchus to end of trachea
261491000,Anastomosis of right main bronchus to side of trachea
312407006,Anastomosis of sigmoid colon to anal canal
449113004,Anastomosis of superior vena cava to pulmonary artery and reconstruction of right ventricular outlfow tract
30670000,"Anastomosis of thoracic artery to coronary artery, double"
48431000,"Anastomosis of thoracic artery to coronary artery, single"
62779009,Anastomosis of ureter
236165000,Anastomosis of ureter to bladder with psoas hitch
84335004,"Anastomosis of urethra, end-to-end"
236166004,Anastomotic repair of ureter
176339000,Anastomotic urethroplasty
175933003,Anderson-Hynes pyeloplasty
80377005,Aneurysmectomy of heart
31977007,Aneurysmectomy of lower limb artery
15183005,Aneurysmectomy of lower limb vein
43371006,Aneurysmectomy of ventricle of heart
3861005,Aneurysmectomy with anastomosis of lower limb artery
55312004,Aneurysmectomy with anastomosis of lower limb vein
3090000,Aneurysmectomy with graft replacement of lower limb artery
89330007,Aneurysmectomy with graft replacement of lower limb vein
2080003,Angiectomy with anastomosis of lower limb artery
87561005,Angiectomy with anastomosis of lower limb vein
20116006,Angiectomy with graft replacement of lower limb vein
28806001,"Angiocardiography by serialography, multi-plane"
74834003,"Angiocardiography by serialography, single plane"
175162001,Angiocardiography of bilateral sides of heart
53683005,Angiocardiography of left heart
80254008,Angiocardiography of right heart
186473000,Angiocardiography with carbon dioxide negative contrast
187231000,"Angiocardiography, negative contrast"
29117008,"Angiocardiography, positive contrast"
252821004,Angiography of anterior segment fluorescein
90686009,Angiography of arteries of bilateral extremities
890343005,Angiography of artery of left lower limb
890341007,Angiography of artery of right lower limb
72383008,Angiography of bilateral coronary arteries
5201000087104,Angiography of bilateral femoral arteries
4321009,Angiography of bilateral lower extremity arteries
52340003,Angiography of bilateral pulmonary arteries
303847009,Angiography of blood vessel of lower limb
3258003,Angiography of cerebral arteries
175411008,Angiography of circle of Willis
33367005,Angiography of coronary artery
252427007,Angiography of coronary artery bypass graft
172581008,Angiography of eye using fluorescein
303821000,Angiography of female genital system
168978003,Angiography of female genital vein
265531007,Angiography of femoral artery
352689002,Angiography of femoral blood vessel
