concept_id,concept_text
86789002,Abdominoperineal pull-through procedure
265414003,Abdominoperineal resection
385341003,Abdominoperineal resection of anus
722482005,ABVD chemotherapy regimen
363688001,Administration of antineoplastic agent
1255834000,Administration of antineoplastic chemotherapy into peritoneal cavity
830155008,Administration of hyperthermic antineoplastic agent into peritoneal cavity
830156009,Administration of hyperthermic antineoplastic agent into thoracic cavity
268500004,Administration of prophylactic chemotherapy
169394006,Afterload radiotherapy of oropharyngeal cavity
241164003,Air contrast barium enema
1501006,"Altemeier operation, perineal rectal pull-through"
315601005,Ambulatory chemotherapy
22781005,Anal cerclage
79648003,Anal cryptectomy
88642000,"Anal cryptectomy, multiple"
274295008,Anal examination
392027008,Anal fissurectomy
86888002,Anal fistulectomy
29401007,"Anal fistulectomy, complex"
267001,"Anal fistulectomy, multiple"
9521005,"Anal fistulectomy, second stage"
37924007,"Anal fistulectomy, subcutaneous"
63992008,"Anal fistulectomy, submuscular"
235369008,Anal myectomy
347954002,Anal papillectomy
61902006,Anal pectenotomy
252636004,Anal sphincter manometry
359944002,Anal sphincteroplasty for current obstetrical laceration
359941005,Anal sphincterorrhaphy for obstetrical laceration
89770003,Anal sphincterotomy
274353001,Anal surgical biopsy
287800000,Anal tag removal
307638000,Anastomosis of ascending colon to rectum
307642002,Anastomosis of ascending to sigmoid colon
307655001,Anastomosis of caecum to rectum
70243005,Anastomosis of colon to rectum
307640005,Anastomosis of descending colon to rectum
173860008,Anastomosis of duodenum to colon
173967005,Anastomosis of ileum to caecum
47696003,"Anastomosis of intestine, large-to-anus"
235408004,Anastomosis of jejunum to colon
14690009,Anastomosis of large intestine to rectum
176003,Anastomosis of rectum
312407006,Anastomosis of sigmoid colon to anal canal
51396008,Anastomosis of small intestine to rectal stump
307639008,Anastomosis of transverse colon to rectum
307643007,Anastomosis of transverse to sigmoid colon
271410001,Anorectal stretch
235376003,Anterior fixation of rectum
289060008,Anterior resection of rectal prolapse
4558008,Anterior resection of rectum
174241004,Anterior resection of rectum and anastomosis of colon to rectum using staples
448143009,Anterior resection of rectum and total excision of mesorectum
448653006,Anterior resection of rectum and total mesorectal excision with colostomy
315328007,Anterior resection of rectum with anastomosis
89642006,Anterior resection of rectum with colostomy
312406002,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch
