,concept_code_y,concept_name_y,icd
50,08T8XZZ,"Resection of Right Cornea, External Approach",08T8XZZ
51,08T9XZZ,"Resection of Left Cornea, External Approach",08T9XZZ
52,08B8XZX,"Excision of Right Cornea, External Approach, Diagnostic",08B8XZX
53,08B8XZZ,"Excision of Right Cornea, External Approach",08B8XZZ
54,08B9XZX,"Excision of Left Cornea, External Approach, Diagnostic",08B9XZX
55,08B9XZZ,"Excision of Left Cornea, External Approach",08B9XZZ
105,08TJ3ZZ,"Resection of Right Lens, Percutaneous Approach",08TJ3ZZ
106,08TK3ZZ,"Resection of Left Lens, Percutaneous Approach",08TK3ZZ
107,08BJ3ZX,"Excision of Right Lens, Percutaneous Approach, Diagnostic",08BJ3ZX
108,08BJ3ZZ,"Excision of Right Lens, Percutaneous Approach",08BJ3ZZ
109,08BK3ZX,"Excision of Left Lens, Percutaneous Approach, Diagnostic",08BK3ZX
110,08BK3ZZ,"Excision of Left Lens, Percutaneous Approach",08BK3ZZ
143,08BA0ZX,"Excision of Right Choroid, Open Approach, Diagnostic",08BA0ZX
144,08BA0ZZ,"Excision of Right Choroid, Open Approach",08BA0ZZ
145,08BA3ZX,"Excision of Right Choroid, Percutaneous Approach, Diagnostic",08BA3ZX
146,08BA3ZZ,"Excision of Right Choroid, Percutaneous Approach",08BA3ZZ
147,08BB0ZX,"Excision of Left Choroid, Open Approach, Diagnostic",08BB0ZX
148,08BB0ZZ,"Excision of Left Choroid, Open Approach",08BB0ZZ
149,08BB3ZX,"Excision of Left Choroid, Percutaneous Approach, Diagnostic",08BB3ZX
150,08BB3ZZ,"Excision of Left Choroid, Percutaneous Approach",08BB3ZZ
151,08BE3ZX,"Excision of Right Retina, Percutaneous Approach, Diagnostic",08BE3ZX
152,08BE3ZZ,"Excision of Right Retina, Percutaneous Approach",08BE3ZZ
153,08BF3ZX,"Excision of Left Retina, Percutaneous Approach, Diagnostic",08BF3ZX
154,08BF3ZZ,"Excision of Left Retina, Percutaneous Approach",08BF3ZZ
378,08Q23ZZ,"Repair Right Anterior Chamber, Percutaneous Approach",08Q23ZZ
379,08Q33ZZ,"Repair Left Anterior Chamber, Percutaneous Approach",08Q33ZZ
564,085SXZZ,"Destruction of Right Conjunctiva, External Approach",085SXZZ
565,085TXZZ,"Destruction of Left Conjunctiva, External Approach",085TXZZ
1348,08B6XZX,"Excision of Right Sclera, External Approach, Diagnostic",08B6XZX
1349,08B6XZZ,"Excision of Right Sclera, External Approach",08B6XZZ
1350,08B7XZX,"Excision of Left Sclera, External Approach, Diagnostic",08B7XZX
1351,08B7XZZ,"Excision of Left Sclera, External Approach",08B7XZZ
1478,B847ZZZ,Ultrasonography of Bilateral Eyes,B847ZZZ
1959,08RJ30Z,"Replacement of Right Lens with Intraocular Telescope, Percutaneous Approach",08RJ30Z
1960,08RK30Z,"Replacement of Left Lens with Intraocular Telescope, Percutaneous Approach",08RK30Z
1991,08B43ZX,"Excision of Right Vitreous, Percutaneous Approach, Diagnostic",08B43ZX
1992,08B53ZX,"Excision of Left Vitreous, Percutaneous Approach, Diagnostic",08B53ZX
