,concept_code_y,concept_name_y,opcs
589,M23.8,Other specified incision of ureter,M238
590,M23.9,Unspecified incision of ureter,M239
591,M23,Incision of ureter,M23
604,T16.3,Closure of fistula of diaphragm,T163
648,K41.3,Autograft replacement of three coronary arteries NEC,K413
747,F42.4,Photography of mouth,F424
839,F45.5,Destruction of lesion of salivary gland,F455
923,U20.2,Transoesophageal echocardiography,U202
1217,E17.1,Excision of nasal sinus NEC,E171
1525,M02.5,Nephrectomy NEC,M025
1637,M18.8,Other specified excision of ureter,M188
1638,M18.9,Unspecified excision of ureter,M189
1639,M18,Excision of ureter,M18
1724,M34.3,Cystectomy NEC,M343
1814,M72.2,Urethrectomy NEC,M722
1815,M72.8,Other specified excision of urethra,M728
1816,M72.9,Unspecified excision of urethra,M729
1817,M72,Excision of urethra,M72
1925,N30.6,Manual reduction of prepuce,N306
1991,C57.3,Graft to sclera,C573
2146,A47.8,Other specified other destruction of spinal cord,A478
2147,A47.9,Unspecified other destruction of spinal cord,A479
2148,A47,Other destruction of spinal cord,A47
2402,D01.8,Other specified excision of external ear,D018
2403,D01.9,Unspecified excision of external ear,D019
2404,D01,Excision of external ear,D01
2543,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
2544,V27.2,Primary decompression of spinal cord NEC,V272
2545,V27.3,Revisional decompression of spinal cord NEC,V273
2546,V27.8,Other specified decompression operations on unspecified spine,V278
2547,V27.9,Unspecified decompression operations on unspecified spine,V279
2552,V27,Decompression operations on unspecified spine,V27
2652,X19.1,Reduction of Sprengel deformity,X191
2756,F44.2,Partial excision of parotid gland,F442
3010,V52.2,Destruction of intervertebral disc NEC,V522
3249,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
3251,K10,Repair of defect of interatrial septum,K10
3263,K32.2,Closed aortic valvotomy,K322
3503,F44.5,Excision of sublingual gland,F445
3564,M35.8,Other specified partial excision of bladder,M358
3565,M35.9,Unspecified partial excision of bladder,M359
3566,M35,Partial excision of bladder,M35
3790,Q09.5,Metroplasty,Q095
3867,A75.5,Excision of splanchnic sympathetic nerve,A755
3898,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
3963,D01.1,Total excision of external ear,D011
4046,G23.8,Other specified repair of diaphragmatic hernia,G238
4047,G23.9,Unspecified repair of diaphragmatic hernia,G239
4048,G23,Repair of diaphragmatic hernia,G23
4273,F11.4,Vestibuloplasty of mouth,F114
4507,N20.4,Vasotomy,N204
4875,Q07.8,Other specified abdominal excision of uterus,Q078
4876,Q07.9,Unspecified abdominal excision of uterus,Q079
4877,Q07,Abdominal excision of uterus,Q07
4904,Q07.4,Total abdominal hysterectomy NEC,Q074
4999,Q43.1,Excision of wedge of ovary,Q431
5291,W31.8,Other specified other autograft of bone,W318
5292,W31.9,Unspecified other autograft of bone,W319
5308,W32.2,Allograft of bone NEC,W322
5480,Q30.8,Other specified other repair of fallopian tube,Q308
5481,Q30.9,Unspecified other repair of fallopian tube,Q309
5640,W17.4,Shortening of bone,W174
5810,N13.4,Biopsy of testis,N134
5872,E44.1,Excision of carina,E441
5937,J04.8,Other specified repair of liver,J048
5938,J04.9,Unspecified repair of liver,J049
5940,J04,Repair of liver,J04
5951,K45,Connection of thoracic artery to coronary artery,K45
7852,E01.8,Other specified excision of nose,E018
7853,E01.9,Unspecified excision of nose,E019
7854,E01,Excision of nose,E01
8068,E31.8,Other specified reconstruction of larynx,E318
8069,E31.9,Unspecified reconstruction of larynx,E319
8070,E31,Reconstruction of larynx,E31
8385,E40.1,Reconstruction of trachea and anastomosis HFQ,E401
8386,E40.3,Reconstruction of trachea NEC,E403
8624,E54.8,Other specified excision of lung,E548
8625,E54.9,Unspecified excision of lung,E549
8627,E54,Excision of lung,E54
9424,F04.8,Other specified other reconstruction of lip,F048
9425,F04.9,Unspecified other reconstruction of lip,F049
9426,F04,Other reconstruction of lip,F04
9487,F40.8,Other specified other repair of other part of mouth,F408
9488,F40.9,Unspecified other repair of other part of mouth,F409
9489,F40,Other repair of other part of mouth,F40
9852,E20.1,Total adenoidectomy,E201
9951,F36.1,Destruction of tonsil,F361
10031,M22.1,Suture of ureter,M221
10187,N06.3,Orchidectomy NEC,N063
10188,N06.8,Other specified other excision of testis,N068
10189,N06.9,Unspecified other excision of testis,N069
10192,N06,Other excision of testis,N06
10347,N17.8,Other specified excision of vas deferens,N178
10348,N17.9,Unspecified excision of vas deferens,N179
10349,N17,Excision of vas deferens,N17
10377,N01.1,Excision of scrotum,N011
10442,N18.2,Suture of vas deferens NEC,N182
10471,N03.6,Reconstruction of scrotum,N036
10516,N01.8,Other specified extirpation of scrotum,N018
10517,N01.9,Unspecified extirpation of scrotum,N019
10647,Q01.8,Other specified excision of cervix uteri,Q018
10648,Q01.9,Unspecified excision of cervix uteri,Q019
10649,Q01,Excision of cervix uteri,Q01
10808,R30.1,Repositioning of inverted delivered uterus,R301
10886,Q23.3,Unilateral salpingectomy NEC,Q233
10887,Q23.4,Salpingectomy of remaining solitary fallopian tube NEC,Q234
10888,Q24.2,Salpingectomy NEC,Q242
10925,Q39.8,Other specified diagnostic endoscopic examination of fallopian tube,Q398
10926,Q39.9,Unspecified diagnostic endoscopic examination of fallopian tube,Q399
10927,Q39,Diagnostic endoscopic examination of fallopian tube,Q39
11025,Q30.1,Reconstruction of fallopian tube,Q301
11283,C01.8,Other specified excision of eye,C018
11284,C01.9,Unspecified excision of eye,C019
11286,C01,Excision of eye,C01
11450,C47.8,Other specified closure of cornea,C478
11451,C47.9,Unspecified closure of cornea,C479
11452,C47,Closure of cornea,C47
11617,D03.2,Reconstruction of external ear NEC,D032
12207,S37.3,Xenograft of skin to head or neck,S373
12222,S37.4,Xenograft of skin NEC,S374
12270,K11.3,Repair of defect of interventricular septum using tissue graft NEC,K113
12725,C17.1,Suture of eyelid,C171
12762,N07.2,Destruction of lesion of testis,N072
12787,X22.1,Open reduction of congenital deformity of hip,X221
12817,D28.1,Biopsy of lesion of ear NEC,D281
13668,K32.3,Closed tricuspid valvotomy,K323
13793,F55.2,Dilation of submandibular duct,F552
13937,F44.1,Total excision of parotid gland,F441
14171,E03.6,Septoplasty of nose NEC,E036
14258,A10.1,Leucotomy NEC,A101
14320,C34.7,Tenotomy of combinations of muscles of eye,C347
14345,C71.8,Other specified extracapsular extraction of lens,C718
14346,C71.9,Unspecified extracapsular extraction of lens,C719
14347,C71,Extracapsular extraction of lens,C71
14637,K48.3,Open angioplasty of coronary artery,K483
14659,A01.1,Hemispherectomy,A011
14673,M25.1,Excision of ureterocele,M251
14751,N20.5,Vasography,N205
14832,M43.3,Endoscopic overdistension of bladder NEC,M433
14953,V45.3,Manipulative reduction of fracture of spine,V453
14954,V45.8,Other specified other reduction of fracture of spine,V458
14955,V45.9,Unspecified other reduction of fracture of spine,V459
15075,S60.7,Epilation NEC,S607
15193,Q45.8,Other specified repair of ovary,Q458
15194,Q45.9,Unspecified repair of ovary,Q459
15195,Q45,Repair of ovary,Q45
15279,U30.1,Tilt table testing,U301
15407,W16.2,Multiple osteotomy and external fixation HFQ,W162
15408,W16.3,Multiple osteotomy NEC,W163
15409,W16.5,Osteotomy and external fixation NEC,W165
15410,W16.8,Other specified other division of bone,W168
15411,W16.9,Unspecified other division of bone,W169
15441,M37.4,Closure of exstrophy,M374
15480,M05.3,Nephropexy,M053
15512,U54.2,Delivery of rehabilitation for respiratory disorders,U542
15705,C66.1,Excision of ciliary body,C661
15771,H56.3,Incision of septum of anus,H563
15789,W07.3,Excision of intramuscular ectopic bone,W073
15840,L85.8,Other specified ligation of varicose vein of leg,L858
15841,L85.9,Unspecified ligation of varicose vein of leg,L859
15843,L85,Ligation of varicose vein of leg,L85
15862,N30.4,Dorsal slit of prepuce,N304
15920,C39.8,Other specified extirpation of lesion of conjunctiva,C398
15921,C39.9,Unspecified extirpation of lesion of conjunctiva,C399
15922,C39,Extirpation of lesion of conjunctiva,C39
16097,E25.2,Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC,E252
17733,M79.6,Urethrography ascending NEC,M796
17734,M79.7,Urethrography descending NEC,M797
17836,F48.4,Sialography,F484
18675,U12.4,Ultrasound of bladder,U124
18698,C05.1,Reconstruction of cavity of orbit,C051
18811,X23.2,Correction of pseudoarthrosis of tibia,X232
18869,A01.8,Other specified major excision of tissue of brain,A018
18870,A01.9,Unspecified major excision of tissue of brain,A019
18871,A01,Major excision of tissue of brain,A01
18879,A01.2,Total lobectomy of brain,A012
18889,A02.1,Excision of lesion of tissue of frontal lobe of brain,A021
18899,A02.2,Excision of lesion of tissue of temporal lobe of brain,A022
18909,A02.3,Excision of lesion of tissue of parietal lobe of brain,A023
18919,A02.4,Excision of lesion of tissue of occipital lobe of brain,A024
18929,A02.5,Excision of lesion of tissue of cerebellum,A025
18949,A03.8,Other specified stereotactic ablation of tissue of brain,A038
18950,A03.9,Unspecified stereotactic ablation of tissue of brain,A039
18951,A03,Stereotactic ablation of tissue of brain,A03
18968,A03.1,Stereotactic leucotomy,A031
18980,P30,Other repair of vault of vagina,P30
18981,P30.8,Other specified other repair of vault of vagina,P308
18982,P30.9,Unspecified other repair of vault of vagina,P309
19004,P24.8,Other specified repair of vault of vagina,P248
19005,P24.9,Unspecified repair of vault of vagina,P249
19006,P24,Repair of vault of vagina,P24
19017,A03.2,Stereotactic ablation of tissue of thalamus,A032
19027,A03.3,Stereotactic ablation of tissue of globus pallidus,A033
19036,A03.4,Stereotactic ablation of tissue of brain stem,A034
19057,A04.8,Other specified open biopsy of lesion of tissue of brain,A048
19058,A04.9,Unspecified open biopsy of lesion of tissue of brain,A049
19070,A04.1,Open biopsy of lesion of tissue of frontal lobe of brain,A041
19081,A04.2,Open biopsy of lesion of tissue of temporal lobe of brain,A042
19092,A04.3,Open biopsy of lesion of tissue of parietal lobe of brain,A043
19103,A04.4,Open biopsy of lesion of tissue of occipital lobe of brain,A044
19114,A04.5,Open biopsy of lesion of tissue of cerebellum,A045
19125,A04.6,Open biopsy of lesion of tissue of brain stem,A046
19174,A12.8,Other specified creation of connection from ventricle of brain,A128
19175,A12.9,Unspecified creation of connection from ventricle of brain,A129
19176,A12,Creation of connection from ventricle of brain,A12
19186,A12.5,Creation of subcutaneous cerebrospinal fluid reservoir,A125
19210,A20.2,Ventriculography of brain,A202
19239,A25.8,Intracranial transection of specified cranial nerve NEC,A258
19240,A25.9,Unspecified intracranial transection of cranial nerve,A259
