,concept_code_y,concept_name_y,opcs
8,48.76,Other proctopexy,48.76
96,92.24,Teleradiotherapy using photons,92.24
136,92.2,Therapeutic radiology and nuclear medicine,92.2
306,48.75,Abdominal proctopexy,48.75
319,92.26,Teleradiotherapy of other particulate radiation,92.26
320,92.33,Particulate radiosurgery,92.33
527,92.3,Stereotactic radiosurgery,92.3
528,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
529,92.32,Multi-source photon radiosurgery,92.32
531,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
948,48.23,Rigid proctosigmoidoscopy,48.23
1012,17.36,Laparoscopic sigmoidectomy,17.36
2320,92.4,Intra-operative radiation procedures,92.4
2321,92.41,Intra-operative electron radiation therapy,92.41
4546,48.72,Closure of proctostomy,48.72
4605,48.74,Rectorectostomy,48.74
4716,48.73,Closure of other rectal fistula,48.73
5202,48.31,Radical electrocoagulation of rectal lesion or tissue,48.31
5203,48.32,Other electrocoagulation of rectal lesion or tissue,48.32
5775,45.8,Total intra-abdominal colectomy,45.8
5776,45.81,Laparoscopic total intra-abdominal colectomy,45.81
5777,45.82,Open total intra-abdominal colectomy,45.82
5778,45.83,Other and unspecified total intra-abdominal colectomy,45.83
5857,48.5,Abdominoperineal resection of rectum,48.5
5858,48.50,"Abdominoperineal resection of the rectum, not otherwise specified",48.50
5859,48.51,Laparoscopic abdominoperineal resection of the rectum,48.51
5860,48.52,Open abdominoperineal resection of the rectum,48.52
5861,48.59,Other abdominoperineal resection of the rectum,48.59
6055,45.74,Open and other resection of transverse colon,45.74
6407,48.36,[Endoscopic] polypectomy of rectum,48.36
6452,48.24,Closed [endoscopic] biopsy of rectum,48.24
6561,48.7,Repair of rectum,48.7
6564,48.79,Other repair of rectum,48.79
6590,96.37,Proctoclysis,96.37
7024,17.32,Laparoscopic cecectomy,17.32
7025,45.72,Open and other cecectomy,45.72
7072,17.34,Laparoscopic resection of transverse colon,17.34
7212,48.34,Destruction of rectal lesion or tissue by cryosurgery,48.34
8214,48.0,Proctotomy,48.0
8258,45.73,Open and other right hemicolectomy,45.73
8551,00.10,Implantation of chemotherapeutic agent,00.10
8552,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
8706,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
8763,92.20,Infusion of liquid brachytherapy radioisotope,92.20
9401,70.52,Repair of rectocele,70.52
9402,70.55,Repair of rectocele with graft or prosthesis,70.55
9498,92.23,Radioisotopic teleradiotherapy,92.23
9499,92.28,Injection or instillation of radioisotopes,92.28
9582,89.34,Digital examination of rectum,89.34
10443,96.26,Manual reduction of rectal prolapse,96.26
10528,45.24,Flexible sigmoidoscopy,45.24
10740,92.31,Single source photon radiosurgery,92.31
10994,48.71,Suture of laceration of rectum,48.71
11089,49.94,Reduction of anal prolapse,49.94
11130,48.64,Posterior resection of rectum,48.64
11138,48.63,Other anterior resection of rectum,48.63
11171,92.25,Teleradiotherapy using electrons,92.25
11270,48.91,Incision of rectal stricture,48.91
11281,48.81,Incision of perirectal tissue,48.81
11365,17.33,Laparoscopic right hemicolectomy,17.33
11449,92.22,Orthovoltage radiation,92.22
11475,48.25,Open biopsy of rectum,48.25
11521,96.22,Dilation of rectum,96.22
11673,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
12394,46.92,Myotomy of other parts of colon,46.92
12408,45.23,Colonoscopy,45.23
12734,92.21,Superficial radiation,92.21
12866,46.76,Closure of fistula of large intestine,46.76
12927,48.33,Destruction of rectal lesion or tissue by laser,48.33
12959,45.75,Open and other left hemicolectomy,45.75
13061,45.76,Open and other sigmoidectomy,45.76
13116,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
13134,46.03,Exteriorization of large intestine,46.03
13212,48.35,Local excision of rectal lesion or tissue,48.35
13213,48.6,Other resection of rectum,48.6
13214,48.69,Other resection of rectum,48.69
13301,99.93,Rectal massage (for levator spasm),99.93
13328,48.62,Anterior resection of rectum with synchronous colostomy,48.62
