,concept_code_y,concept_name_y,opcs
55,C81.1,Xenon photocoagulation of retina for detachment,C811
672,H35.8,Other specified fixation of rectum for prolapse,H358
673,H35.9,Unspecified fixation of rectum for prolapse,H359
674,H35,Fixation of rectum for prolapse,H35
675,H36,Other abdominal operations for prolapse of rectum,H36
689,T16.3,Closure of fistula of diaphragm,T163
720,K41.3,Autograft replacement of three coronary arteries NEC,K413
843,F42.4,Photography of mouth,F424
1547,G82.5,Radiological reduction of intussusception of ileum using air enema,G825
1558,G20.1,Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus,G201
1568,D06.5,Flap of skin to external ear,D065
1576,E66.1,Flap of skin to external nose,E661
1584,E09.7,Graft of skin to external nose,E097
1601,F45.5,Destruction of lesion of salivary gland,F455
1725,U20.2,Transoesophageal echocardiography,U202
3395,E17.1,Excision of nasal sinus NEC,E171
3965,M02.5,Nephrectomy NEC,M025
4192,M34.3,Cystectomy NEC,M343
4670,C57.3,Graft to sclera,C573
5371,A47.8,Other specified other destruction of spinal cord,A478
5372,A47.9,Unspecified other destruction of spinal cord,A479
5373,A47,Other destruction of spinal cord,A47
6072,D01.8,Other specified excision of external ear,D018
6073,D01.9,Unspecified excision of external ear,D019
6074,D01,Excision of external ear,D01
6418,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
6419,V27.2,Primary decompression of spinal cord NEC,V272
6420,V27.3,Revisional decompression of spinal cord NEC,V273
6421,V27.8,Other specified decompression operations on unspecified spine,V278
6422,V27.9,Unspecified decompression operations on unspecified spine,V279
6427,V27,Decompression operations on unspecified spine,V27
6685,J19.4,Anastomosis of gall bladder to intestine NEC,J194
6939,K49.8,Other specified transluminal balloon angioplasty of coronary artery,K498
6940,K49.9,Unspecified transluminal balloon angioplasty of coronary artery,K499
6942,K49,Transluminal balloon angioplasty of coronary artery,K49
7058,F44.2,Partial excision of parotid gland,F442
7598,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
7600,K10,Repair of defect of interatrial septum,K10
7625,K32.2,Closed aortic valvotomy,K322
7843,F44.5,Excision of sublingual gland,F445
7853,J19.2,Anastomosis of gall bladder to duodenum,J192
7925,M35.8,Other specified partial excision of bladder,M358
7926,M35.9,Unspecified partial excision of bladder,M359
7927,M35,Partial excision of bladder,M35
8098,Q09.5,Metroplasty,Q095
8191,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
8287,D01.1,Total excision of external ear,D011
8370,G23.8,Other specified repair of diaphragmatic hernia,G238
8371,G23.9,Unspecified repair of diaphragmatic hernia,G239
8372,G23,Repair of diaphragmatic hernia,G23
8504,F11.4,Vestibuloplasty of mouth,F114
9000,Q10.3,Dilation of cervix uteri and curettage of uterus NEC,Q103
9001,Q10.8,Other specified curettage of uterus,Q108
9002,Q10.9,Unspecified curettage of uterus,Q109
9003,Q11.8,Other specified other evacuation of contents of uterus,Q118
9004,Q11.9,Unspecified other evacuation of contents of uterus,Q119
9005,Q11,Other evacuation of contents of uterus,Q11
9242,R18.8,Other specified other caesarean delivery,R188
9243,R18.9,Unspecified other caesarean delivery,R189
9244,R18,Other caesarean delivery,R18
10654,T11.1,Diagnostic endoscopic examination of pleura and biopsy of lesion of pleura,T111
10734,Q23.1,Unilateral salpingoophorectomy NEC,Q231
10735,Q23.2,Salpingoophorectomy of remaining solitary fallopian tube and ovary,Q232
10736,Q24.1,Salpingoophorectomy NEC,Q241
10861,Q07.8,Other specified abdominal excision of uterus,Q078
10862,Q07.9,Unspecified abdominal excision of uterus,Q079
10863,Q07,Abdominal excision of uterus,Q07
10910,Q07.4,Total abdominal hysterectomy NEC,Q074
11027,Q43.1,Excision of wedge of ovary,Q431
11254,J56.3,Pancreaticoduodenectomy NEC,J563
11602,Q30.8,Other specified other repair of fallopian tube,Q308
11603,Q30.9,Unspecified other repair of fallopian tube,Q309
11769,E44.1,Excision of carina,E441
11942,J04.8,Other specified repair of liver,J048
11943,J04.9,Unspecified repair of liver,J049
11945,J04,Repair of liver,J04
11979,K45,Connection of thoracic artery to coronary artery,K45
12061,E01.8,Other specified excision of nose,E018
12062,E01.9,Unspecified excision of nose,E019
12063,E01,Excision of nose,E01
12272,E31.8,Other specified reconstruction of larynx,E318
12273,E31.9,Unspecified reconstruction of larynx,E319
12274,E31,Reconstruction of larynx,E31
12294,J69.3,Excision of accessory spleen,J693
