,concept_code_y,concept_name_y,opcs
9,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
10,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
11,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
12,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
13,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
14,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
15,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
16,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
17,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
18,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
19,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
20,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
21,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
544,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
545,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
546,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
547,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
548,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
549,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
550,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
551,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
552,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
553,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
554,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
555,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
556,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
557,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
558,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
559,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
560,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
561,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
562,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
563,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
564,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
565,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
566,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
567,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
568,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
569,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
570,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
571,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
572,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
573,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
574,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
575,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
576,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
577,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
578,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
579,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
580,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
581,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
582,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
583,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
584,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
585,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
586,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
587,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
588,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
589,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
590,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
591,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
592,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
593,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
594,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
595,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
596,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
597,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
598,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
599,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
600,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
601,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
602,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
603,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
604,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
605,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
606,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
607,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
608,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
609,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
610,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
611,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
612,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
613,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
614,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
615,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
616,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
617,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
618,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
619,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
620,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
621,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
622,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
623,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
624,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
625,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
626,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
627,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
628,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
629,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
630,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
631,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
632,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
633,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
634,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
635,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
636,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
637,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
638,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
639,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
640,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
641,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
642,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
643,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
644,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
