,concept_code_y,concept_name_y,opcs
123,0DBJ0ZX,"Excision of Appendix, Open Approach, Diagnostic",0DBJ0ZX
124,0DBJ3ZX,"Excision of Appendix, Percutaneous Approach, Diagnostic",0DBJ3ZX
125,0DBJ4ZX,"Excision of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DBJ4ZX
126,0DBJ7ZX,"Excision of Appendix, Via Natural or Artificial Opening, Diagnostic",0DBJ7ZX
127,0DBJ8ZX,"Excision of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DBJ8ZX
134,0DDJ3ZX,"Extraction of Appendix, Percutaneous Approach, Diagnostic",0DDJ3ZX
135,0DDJ4ZX,"Extraction of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DDJ4ZX
136,0DDJ8ZX,"Extraction of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DDJ8ZX
225,0DBJ0ZZ,"Excision of Appendix, Open Approach",0DBJ0ZZ
226,0DBJ3ZZ,"Excision of Appendix, Percutaneous Approach",0DBJ3ZZ
227,0DBJ7ZZ,"Excision of Appendix, Via Natural or Artificial Opening",0DBJ7ZZ
228,0DTJ0ZZ,"Resection of Appendix, Open Approach",0DTJ0ZZ
229,0DTJ7ZZ,"Resection of Appendix, Via Natural or Artificial Opening",0DTJ7ZZ
234,0DBJ4ZZ,"Excision of Appendix, Percutaneous Endoscopic Approach",0DBJ4ZZ
235,0DTJ4ZZ,"Resection of Appendix, Percutaneous Endoscopic Approach",0DTJ4ZZ
272,BD48ZZZ,Ultrasonography of Appendix,BD48ZZZ
304,0DBJ8ZZ,"Excision of Appendix, Via Natural or Artificial Opening Endoscopic",0DBJ8ZZ
305,0DTJ8ZZ,"Resection of Appendix, Via Natural or Artificial Opening Endoscopic",0DTJ8ZZ
