,concept_code_y,concept_name_y,icd
70,08T8XZZ,"Resection of Right Cornea, External Approach",08T8XZZ
71,08T9XZZ,"Resection of Left Cornea, External Approach",08T9XZZ
72,08B8XZX,"Excision of Right Cornea, External Approach, Diagnostic",08B8XZX
73,08B8XZZ,"Excision of Right Cornea, External Approach",08B8XZZ
74,08B9XZX,"Excision of Left Cornea, External Approach, Diagnostic",08B9XZX
75,08B9XZZ,"Excision of Left Cornea, External Approach",08B9XZZ
125,08TJ3ZZ,"Resection of Right Lens, Percutaneous Approach",08TJ3ZZ
126,08TK3ZZ,"Resection of Left Lens, Percutaneous Approach",08TK3ZZ
127,08BJ3ZX,"Excision of Right Lens, Percutaneous Approach, Diagnostic",08BJ3ZX
128,08BJ3ZZ,"Excision of Right Lens, Percutaneous Approach",08BJ3ZZ
129,08BK3ZX,"Excision of Left Lens, Percutaneous Approach, Diagnostic",08BK3ZX
130,08BK3ZZ,"Excision of Left Lens, Percutaneous Approach",08BK3ZZ
163,08BA0ZX,"Excision of Right Choroid, Open Approach, Diagnostic",08BA0ZX
164,08BA0ZZ,"Excision of Right Choroid, Open Approach",08BA0ZZ
165,08BA3ZX,"Excision of Right Choroid, Percutaneous Approach, Diagnostic",08BA3ZX
166,08BA3ZZ,"Excision of Right Choroid, Percutaneous Approach",08BA3ZZ
167,08BB0ZX,"Excision of Left Choroid, Open Approach, Diagnostic",08BB0ZX
168,08BB0ZZ,"Excision of Left Choroid, Open Approach",08BB0ZZ
169,08BB3ZX,"Excision of Left Choroid, Percutaneous Approach, Diagnostic",08BB3ZX
170,08BB3ZZ,"Excision of Left Choroid, Percutaneous Approach",08BB3ZZ
171,08BE3ZX,"Excision of Right Retina, Percutaneous Approach, Diagnostic",08BE3ZX
172,08BE3ZZ,"Excision of Right Retina, Percutaneous Approach",08BE3ZZ
173,08BF3ZX,"Excision of Left Retina, Percutaneous Approach, Diagnostic",08BF3ZX
174,08BF3ZZ,"Excision of Left Retina, Percutaneous Approach",08BF3ZZ
436,08Q23ZZ,"Repair Right Anterior Chamber, Percutaneous Approach",08Q23ZZ
437,08Q33ZZ,"Repair Left Anterior Chamber, Percutaneous Approach",08Q33ZZ
633,085SXZZ,"Destruction of Right Conjunctiva, External Approach",085SXZZ
634,085TXZZ,"Destruction of Left Conjunctiva, External Approach",085TXZZ
1417,08B6XZX,"Excision of Right Sclera, External Approach, Diagnostic",08B6XZX
1418,08B6XZZ,"Excision of Right Sclera, External Approach",08B6XZZ
1419,08B7XZX,"Excision of Left Sclera, External Approach, Diagnostic",08B7XZX
1420,08B7XZZ,"Excision of Left Sclera, External Approach",08B7XZZ
1547,B847ZZZ,Ultrasonography of Bilateral Eyes,B847ZZZ
2047,08RJ30Z,"Replacement of Right Lens with Intraocular Telescope, Percutaneous Approach",08RJ30Z
2048,08RK30Z,"Replacement of Left Lens with Intraocular Telescope, Percutaneous Approach",08RK30Z
2079,08B43ZX,"Excision of Right Vitreous, Percutaneous Approach, Diagnostic",08B43ZX
2080,08B53ZX,"Excision of Left Vitreous, Percutaneous Approach, Diagnostic",08B53ZX
2674,08BC3ZX,"Excision of Right Iris, Percutaneous Approach, Diagnostic",08BC3ZX
2675,08BD3ZX,"Excision of Left Iris, Percutaneous Approach, Diagnostic",08BD3ZX
3070,08Q8XZZ,"Repair Right Cornea, External Approach",08Q8XZZ
3071,08Q9XZZ,"Repair Left Cornea, External Approach",08Q9XZZ
3127,08QC3ZZ,"Repair Right Iris, Percutaneous Approach",08QC3ZZ
3128,08QD3ZZ,"Repair Left Iris, Percutaneous Approach",08QD3ZZ
3223,08BSXZX,"Excision of Right Conjunctiva, External Approach, Diagnostic",08BSXZX
3224,08BTXZX,"Excision of Left Conjunctiva, External Approach, Diagnostic",08BTXZX
3271,08QA0ZZ,"Repair Right Choroid, Open Approach",08QA0ZZ
3272,08QA3ZZ,"Repair Right Choroid, Percutaneous Approach",08QA3ZZ
3273,08QB0ZZ,"Repair Left Choroid, Open Approach",08QB0ZZ
3274,08QB3ZZ,"Repair Left Choroid, Percutaneous Approach",08QB3ZZ
3682,085E3ZZ,"Destruction of Right Retina, Percutaneous Approach",085E3ZZ
3683,085F3ZZ,"Destruction of Left Retina, Percutaneous Approach",085F3ZZ
3684,085G3ZZ,"Destruction of Right Retinal Vessel, Percutaneous Approach",085G3ZZ
3685,085H3ZZ,"Destruction of Left Retinal Vessel, Percutaneous Approach",085H3ZZ
3954,08TC3ZZ,"Resection of Right Iris, Percutaneous Approach",08TC3ZZ
3955,08TD3ZZ,"Resection of Left Iris, Percutaneous Approach",08TD3ZZ
3957,08BC3ZZ,"Excision of Right Iris, Percutaneous Approach",08BC3ZZ
