,concept_code_y,concept_name_y,opcs
56,C81.1,Xenon photocoagulation of retina for detachment,C811
788,M23.8,Other specified incision of ureter,M238
789,M23.9,Unspecified incision of ureter,M239
790,M23,Incision of ureter,M23
803,T16.3,Closure of fistula of diaphragm,T163
864,K41.3,Autograft replacement of three coronary arteries NEC,K413
975,F42.4,Photography of mouth,F424
1105,F45.5,Destruction of lesion of salivary gland,F455
1287,U20.2,Transoesophageal echocardiography,U202
1603,E17.1,Excision of nasal sinus NEC,E171
1925,M02.5,Nephrectomy NEC,M025
2037,M18.8,Other specified excision of ureter,M188
2038,M18.9,Unspecified excision of ureter,M189
2039,M18,Excision of ureter,M18
2124,M34.3,Cystectomy NEC,M343
2214,M72.2,Urethrectomy NEC,M722
2215,M72.8,Other specified excision of urethra,M728
2216,M72.9,Unspecified excision of urethra,M729
2217,M72,Excision of urethra,M72
2325,N30.6,Manual reduction of prepuce,N306
2391,C57.3,Graft to sclera,C573
2546,A47.8,Other specified other destruction of spinal cord,A478
2547,A47.9,Unspecified other destruction of spinal cord,A479
2548,A47,Other destruction of spinal cord,A47
2802,D01.8,Other specified excision of external ear,D018
2803,D01.9,Unspecified excision of external ear,D019
2804,D01,Excision of external ear,D01
2943,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
2944,V27.2,Primary decompression of spinal cord NEC,V272
2945,V27.3,Revisional decompression of spinal cord NEC,V273
2946,V27.8,Other specified decompression operations on unspecified spine,V278
2947,V27.9,Unspecified decompression operations on unspecified spine,V279
2952,V27,Decompression operations on unspecified spine,V27
3084,X19.1,Reduction of Sprengel deformity,X191
3210,K49.8,Other specified transluminal balloon angioplasty of coronary artery,K498
3211,K49.9,Unspecified transluminal balloon angioplasty of coronary artery,K499
3213,K49,Transluminal balloon angioplasty of coronary artery,K49
3249,F44.2,Partial excision of parotid gland,F442
3655,V52.2,Destruction of intervertebral disc NEC,V522
4026,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
4028,K10,Repair of defect of interatrial septum,K10
4053,K32.2,Closed aortic valvotomy,K322
4379,F44.5,Excision of sublingual gland,F445
4463,M35.8,Other specified partial excision of bladder,M358
4464,M35.9,Unspecified partial excision of bladder,M359
4465,M35,Partial excision of bladder,M35
4487,P25.2,Repair of urethrovaginal fistula,P252
4713,Q09.5,Metroplasty,Q095
4814,A75.5,Excision of splanchnic sympathetic nerve,A755
4865,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
4961,D01.1,Total excision of external ear,D011
5044,G23.8,Other specified repair of diaphragmatic hernia,G238
5045,G23.9,Unspecified repair of diaphragmatic hernia,G239
5046,G23,Repair of diaphragmatic hernia,G23
5292,F11.4,Vestibuloplasty of mouth,F114
5434,Q10.3,Dilation of cervix uteri and curettage of uterus NEC,Q103
5435,Q10.8,Other specified curettage of uterus,Q108
5436,Q10.9,Unspecified curettage of uterus,Q109
5437,Q11.8,Other specified other evacuation of contents of uterus,Q118
5438,Q11.9,Unspecified other evacuation of contents of uterus,Q119
5439,Q11,Other evacuation of contents of uterus,Q11
5697,R18.8,Other specified other caesarean delivery,R188
5698,R18.9,Unspecified other caesarean delivery,R189
5699,R18,Other caesarean delivery,R18
5953,N20.4,Vasotomy,N204
6288,T11.1,Diagnostic endoscopic examination of pleura and biopsy of lesion of pleura,T111
6344,Q23.1,Unilateral salpingoophorectomy NEC,Q231
6345,Q23.2,Salpingoophorectomy of remaining solitary fallopian tube and ovary,Q232
6346,Q24.1,Salpingoophorectomy NEC,Q241
6488,Q07.8,Other specified abdominal excision of uterus,Q078
6489,Q07.9,Unspecified abdominal excision of uterus,Q079
6490,Q07,Abdominal excision of uterus,Q07
6537,Q07.4,Total abdominal hysterectomy NEC,Q074
6683,Q43.1,Excision of wedge of ovary,Q431
7006,W31.8,Other specified other autograft of bone,W318
7007,W31.9,Unspecified other autograft of bone,W319
7023,W32.2,Allograft of bone NEC,W322
7213,Q30.8,Other specified other repair of fallopian tube,Q308
7214,Q30.9,Unspecified other repair of fallopian tube,Q309
7415,W17.4,Shortening of bone,W174
7600,N13.4,Biopsy of testis,N134
7671,E44.1,Excision of carina,E441
7736,J04.8,Other specified repair of liver,J048
7737,J04.9,Unspecified repair of liver,J049
7739,J04,Repair of liver,J04
7773,K45,Connection of thoracic artery to coronary artery,K45
9709,E01.8,Other specified excision of nose,E018
9710,E01.9,Unspecified excision of nose,E019
9711,E01,Excision of nose,E01
9936,E31.8,Other specified reconstruction of larynx,E318
9937,E31.9,Unspecified reconstruction of larynx,E319
9938,E31,Reconstruction of larynx,E31
10253,E40.1,Reconstruction of trachea and anastomosis HFQ,E401
10254,E40.3,Reconstruction of trachea NEC,E403
10492,E54.8,Other specified excision of lung,E548
10493,E54.9,Unspecified excision of lung,E549
10495,E54,Excision of lung,E54
11292,F04.8,Other specified other reconstruction of lip,F048
11293,F04.9,Unspecified other reconstruction of lip,F049
11294,F04,Other reconstruction of lip,F04
11355,F40.8,Other specified other repair of other part of mouth,F408
11356,F40.9,Unspecified other repair of other part of mouth,F409
11357,F40,Other repair of other part of mouth,F40
11731,E20.1,Total adenoidectomy,E201
11830,F36.1,Destruction of tonsil,F361
11910,M22.1,Suture of ureter,M221
12066,N06.3,Orchidectomy NEC,N063
12067,N06.8,Other specified other excision of testis,N068
12068,N06.9,Unspecified other excision of testis,N069
12071,N06,Other excision of testis,N06
12226,N17.8,Other specified excision of vas deferens,N178
12227,N17.9,Unspecified excision of vas deferens,N179
12228,N17,Excision of vas deferens,N17
12256,N01.1,Excision of scrotum,N011
12321,N18.2,Suture of vas deferens NEC,N182
12350,N03.6,Reconstruction of scrotum,N036
12395,N01.8,Other specified extirpation of scrotum,N018
12396,N01.9,Unspecified extirpation of scrotum,N019
12526,Q01.8,Other specified excision of cervix uteri,Q018
12527,Q01.9,Unspecified excision of cervix uteri,Q019
12528,Q01,Excision of cervix uteri,Q01
12687,R30.1,Repositioning of inverted delivered uterus,R301
12765,Q23.3,Unilateral salpingectomy NEC,Q233
12766,Q23.4,Salpingectomy of remaining solitary fallopian tube NEC,Q234
12767,Q24.2,Salpingectomy NEC,Q242
12804,Q39.8,Other specified diagnostic endoscopic examination of fallopian tube,Q398
12805,Q39.9,Unspecified diagnostic endoscopic examination of fallopian tube,Q399
12806,Q39,Diagnostic endoscopic examination of fallopian tube,Q39
12904,Q30.1,Reconstruction of fallopian tube,Q301
13162,C01.8,Other specified excision of eye,C018
13163,C01.9,Unspecified excision of eye,C019
13165,C01,Excision of eye,C01
13329,C47.8,Other specified closure of cornea,C478
13330,C47.9,Unspecified closure of cornea,C479
13331,C47,Closure of cornea,C47
13496,D03.2,Reconstruction of external ear NEC,D032
14225,S37.3,Xenograft of skin to head or neck,S373
14240,S37.4,Xenograft of skin NEC,S374
14312,K11.3,Repair of defect of interventricular septum using tissue graft NEC,K113
14832,C17.1,Suture of eyelid,C171
14891,N07.2,Destruction of lesion of testis,N072
14916,X22.1,Open reduction of congenital deformity of hip,X221
14980,D28.1,Biopsy of lesion of ear NEC,D281
15875,K32.3,Closed tricuspid valvotomy,K323
16010,F55.2,Dilation of submandibular duct,F552
16286,F44.1,Total excision of parotid gland,F441
16564,E03.6,Septoplasty of nose NEC,E036
16682,A10.1,Leucotomy NEC,A101
16744,C34.7,Tenotomy of combinations of muscles of eye,C347
16778,C71.8,Other specified extracapsular extraction of lens,C718
16779,C71.9,Unspecified extracapsular extraction of lens,C719
16780,C71,Extracapsular extraction of lens,C71
16979,P23.1,Anterior and posterior colporrhaphy NEC,P231
17267,K48.3,Open angioplasty of coronary artery,K483
17309,A01.1,Hemispherectomy,A011
17323,M25.1,Excision of ureterocele,M251
17425,N20.5,Vasography,N205
17515,M43.3,Endoscopic overdistension of bladder NEC,M433
17696,V45.3,Manipulative reduction of fracture of spine,V453
17697,V45.8,Other specified other reduction of fracture of spine,V458
17698,V45.9,Unspecified other reduction of fracture of spine,V459
17818,S60.7,Epilation NEC,S607
17999,Q45.8,Other specified repair of ovary,Q458
18000,Q45.9,Unspecified repair of ovary,Q459
18001,Q45,Repair of ovary,Q45
18256,U30.1,Tilt table testing,U301
18412,W16.2,Multiple osteotomy and external fixation HFQ,W162
18413,W16.3,Multiple osteotomy NEC,W163
18414,W16.5,Osteotomy and external fixation NEC,W165
18415,W16.8,Other specified other division of bone,W168
18416,W16.9,Unspecified other division of bone,W169
18446,M37.4,Closure of exstrophy,M374
18504,M05.3,Nephropexy,M053
18536,U54.2,Delivery of rehabilitation for respiratory disorders,U542
18611,A27.1,Extracranial truncal vagotomy,A271
18903,C66.1,Excision of ciliary body,C661
19026,H56.3,Incision of septum of anus,H563
19054,W07.3,Excision of intramuscular ectopic bone,W073
19105,L85.8,Other specified ligation of varicose vein of leg,L858
19106,L85.9,Unspecified ligation of varicose vein of leg,L859
19108,L85,Ligation of varicose vein of leg,L85
19127,N30.4,Dorsal slit of prepuce,N304
19274,C39.8,Other specified extirpation of lesion of conjunctiva,C398
19275,C39.9,Unspecified extirpation of lesion of conjunctiva,C399
19276,C39,Extirpation of lesion of conjunctiva,C39
19483,Q36,Other endoscopic occlusion of fallopian tube,Q36
19545,E25.2,Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC,E252
22104,M79.6,Urethrography ascending NEC,M796
22105,M79.7,Urethrography descending NEC,M797
22239,F48.4,Sialography,F484
23125,U12.4,Ultrasound of bladder,U124
23148,C05.1,Reconstruction of cavity of orbit,C051
23322,X23.2,Correction of pseudoarthrosis of tibia,X232
23419,A01.8,Other specified major excision of tissue of brain,A018
23420,A01.9,Unspecified major excision of tissue of brain,A019
23421,A01,Major excision of tissue of brain,A01
23429,A01.2,Total lobectomy of brain,A012
23439,A02.1,Excision of lesion of tissue of frontal lobe of brain,A021
23449,A02.2,Excision of lesion of tissue of temporal lobe of brain,A022
23459,A02.3,Excision of lesion of tissue of parietal lobe of brain,A023
23469,A02.4,Excision of lesion of tissue of occipital lobe of brain,A024
23479,A02.5,Excision of lesion of tissue of cerebellum,A025
23499,A03.8,Other specified stereotactic ablation of tissue of brain,A038
23500,A03.9,Unspecified stereotactic ablation of tissue of brain,A039
23501,A03,Stereotactic ablation of tissue of brain,A03
23518,A03.1,Stereotactic leucotomy,A031
23530,P30,Other repair of vault of vagina,P30
23531,P30.8,Other specified other repair of vault of vagina,P308
23532,P30.9,Unspecified other repair of vault of vagina,P309
23554,P24.8,Other specified repair of vault of vagina,P248
23555,P24.9,Unspecified repair of vault of vagina,P249
23556,P24,Repair of vault of vagina,P24
23567,A03.2,Stereotactic ablation of tissue of thalamus,A032
23577,A03.3,Stereotactic ablation of tissue of globus pallidus,A033
23586,A03.4,Stereotactic ablation of tissue of brain stem,A034
23607,A04.8,Other specified open biopsy of lesion of tissue of brain,A048
23608,A04.9,Unspecified open biopsy of lesion of tissue of brain,A049
23620,A04.1,Open biopsy of lesion of tissue of frontal lobe of brain,A041
23631,A04.2,Open biopsy of lesion of tissue of temporal lobe of brain,A042
23642,A04.3,Open biopsy of lesion of tissue of parietal lobe of brain,A043
23653,A04.4,Open biopsy of lesion of tissue of occipital lobe of brain,A044
23664,A04.5,Open biopsy of lesion of tissue of cerebellum,A045
23675,A04.6,Open biopsy of lesion of tissue of brain stem,A046
23724,A12.8,Other specified creation of connection from ventricle of brain,A128
23725,A12.9,Unspecified creation of connection from ventricle of brain,A129
23726,A12,Creation of connection from ventricle of brain,A12
23736,A12.5,Creation of subcutaneous cerebrospinal fluid reservoir,A125
23748,A17.1,Endoscopic extirpation of lesion of ventricle of brain,A171
23772,A20.2,Ventriculography of brain,A202
23783,A24.1,Primary microsurgical graft to facial nerve (vii),A241
23793,A24.2,Secondary microsurgical graft to facial nerve (vii),A242
23822,A25.8,Intracranial transection of specified cranial nerve NEC,A258
23823,A25.9,Unspecified intracranial transection of cranial nerve,A259
23824,A25,Intracranial transection of cranial nerve,A25
23834,A25.1,Intracranial transection of optic nerve (ii),A251
23844,A25.2,Intracranial transection of oculomotor nerve (iii),A252
23873,A25.3,Intracranial transection of trigeminal nerve (v),A253
23883,A25.4,Intracranial transection of facial nerve (vii),A254
23893,A25.5,Intracranial transection of acoustic nerve (viii),A255
23903,A25.6,Intracranial transection of glossopharyngeal nerve (ix),A256
23912,A25.7,Intracranial transection of vagus nerve (x),A257
23940,A26.1,Intracranial destruction of optic nerve (ii),A261
23951,A26.2,Intracranial destruction of oculomotor nerve (iii),A262
23981,A26.4,Intracranial destruction of facial nerve (vii),A264
23991,A26.5,Intracranial destruction of acoustic nerve (viii),A265
23999,A26.6,Intracranial destruction of glossopharyngeal nerve (ix),A266
24009,A26.7,Intracranial destruction of vagus nerve (x),A267
24038,A29.1,Excision of lesion of optic nerve (ii),A291
24049,A29.2,Excision of lesion of oculomotor nerve (iii),A292
24150,A29.3,Excision of lesion of trigeminal nerve (v),A293
24161,A29.4,Excision of lesion of facial nerve (vii),A294
24173,A29.5,Excision of lesion of acoustic nerve (viii),A295
24183,A29.6,Excision of lesion of glossopharyngeal nerve (ix),A296
24194,A29.7,Excision of lesion of vagus nerve (x),A297
24227,A30.1,Repair of optic nerve (ii),A301
24241,A30.2,Repair of oculomotor nerve (iii),A302
24280,A30.3,Repair of trigeminal nerve (v),A303
24297,A30.4,Repair of facial nerve (vii),A304
24310,A30.5,Repair of acoustic nerve (viii),A305
24322,A30.6,Repair of glossopharyngeal nerve (ix),A306
24335,A30.7,Repair of vagus nerve (x),A307
24379,A31.8,Intracranial stereotactic neurolysis of specified cranial nerve NEC,A318
24380,A31.9,Unspecified intracranial stereotactic release of cranial nerve,A319
24381,A31,Intracranial stereotactic release of cranial nerve,A31
24393,A31.1,Intracranial stereotactic neurolysis of optic nerve (ii),A311
24405,A31.2,Intracranial stereotactic neurolysis of oculomotor nerve (iii),A312
24437,A31.3,Intracranial stereotactic neurolysis of trigeminal nerve (v),A313
24449,A31.4,Intracranial stereotactic neurolysis of facial nerve (vii),A314
24461,A31.5,Intracranial stereotactic neurolysis of acoustic nerve (viii),A315
24471,A31.6,Intracranial stereotactic neurolysis of glossopharyngeal nerve (ix),A316
24483,A31.7,Intracranial stereotactic neurolysis of vagus nerve (x),A317
24517,A32.1,Decompression of optic nerve (ii),A321
24528,A32.2,Decompression of oculomotor nerve (iii),A322
24560,A32.3,Decompression of trigeminal nerve (v),A323
24572,A32.5,Decompression of acoustic nerve (viii),A325
24582,A32.6,Decompression of glossopharyngeal nerve (ix),A326
24593,A32.7,Decompression of vagus nerve (x),A327
24636,A33.8,Other specified neurostimulation of cranial nerve,A338
24637,A33.9,Unspecified neurostimulation of cranial nerve,A339
24638,A33,Neurostimulation of cranial nerve,A33
24648,A34.1,Exploration of optic nerve (ii),A341
24660,A34.2,Exploration of oculomotor nerve (iii),A342
24691,A34.3,Exploration of trigeminal nerve (v),A343
24701,A34.4,Exploration of facial nerve (vii),A344
24712,A34.5,Exploration of acoustic nerve (viii),A345
24721,A34.6,Exploration of glossopharyngeal nerve (ix),A346
24731,A34.7,Exploration of vagus nerve (x),A347
24759,A36.3,Biopsy of lesion of cranial nerve,A363
24786,A38.8,Other specified extirpation of lesion of meninges of brain,A388
24787,A38.9,Unspecified extirpation of lesion of meninges of brain,A389
24788,A43.8,Other specified other extirpation of lesion of meninges of brain,A438
24789,A43.9,Unspecified other extirpation of lesion of meninges of brain,A439
24790,A38,Extirpation of lesion of meninges of brain,A38
24805,A38.1,Extirpation of lesion of meninges of cortex of brain,A381
24815,A38.2,Extirpation of lesion of meninges of sphenoidal ridge of cranium,A382
24824,A38.3,Extirpation of lesion of meninges of subfrontal region of brain,A383
24833,A38.4,Extirpation of lesion of meninges of parasagittal region of brain,A384
24843,A38.5,Extirpation of lesion of falx cerebri,A385
24852,A38.6,Extirpation of lesion of tentorium cerebelli,A386
24865,A39.1,Repair of meningoencephalocele,A391
24875,A39.2,Repair of dura of anterior fossa of cranium,A392
24883,A39.3,Repair of dura of middle fossa of cranium,A393
24891,A39.4,Repair of dura of posterior fossa of cranium,A394
24899,A39.5,Repair of dura of vault of cranium,A395
24929,A42.1,Creation of anastomosis of dura,A421
24947,A44.8,Other specified partial extirpation of spinal cord,A448
24948,A44.9,Unspecified partial extirpation of spinal cord,A449
24949,A44,Partial extirpation of spinal cord,A44
24958,A44.1,Chordectomy of spinal cord,A441
24971,A45.4,Open biopsy of lesion of spinal cord,A454
24984,A49.1,Freeing of spinal tether NEC,A491
24997,A51.1,Extirpation of lesion of meninges of spinal cord,A511
25008,A53.1,Cerebrospinal syringostomy,A531
25024,A53.3,Creation of syringoperitoneal shunt,A533
25035,A53.4,Creation of lumboperitoneal shunt,A534
25046,A55.3,Spinal manometry,A553
25054,A57.4,Injection of destructive substance into spinal nerve root,A574
25064,A57.3,Radiofrequency controlled thermal destruction of spinal nerve root,A573
25074,A47.2,Radiofrequency controlled thermal destruction of spinothalamic tract,A472
25093,C46.1,Refractive keratoplasty,C461
25102,A59.1,Total sacrifice of peripheral nerve,A591
25111,A59.2,Partial sacrifice of peripheral nerve,A592
25131,A60.1,Enucleation of peripheral nerve,A601
25150,A60.4,Radiofrequency controlled thermal destruction of peripheral nerve,A604
25175,A61.2,Cryotherapy to lesion of peripheral nerve,A612
25188,A61.3,Radiotherapy to lesion of peripheral nerve,A613
25217,A62.3,Microsurgical graft to peripheral nerve NEC,A623
25218,A62.4,Primary microsurgical repair of peripheral nerve NEC,A624
25219,A62.5,Secondary microsurgical repair of peripheral nerve NEC,A625
25220,A62.6,Microsurgical graft to multiple peripheral nerves NEC,A626
25221,A62.7,Microsurgical repair of multiple peripheral nerves NEC,A627
25222,A62.8,Other specified microsurgical repair of peripheral nerve,A628
25223,A62.9,Unspecified microsurgical repair of peripheral nerve,A629
25224,A62,Microsurgical repair of peripheral nerve,A62
25235,A62.1,Primary microsurgical graft to peripheral nerve,A621
25243,A62.2,Secondary microsurgical graft to peripheral nerve,A622
25266,A64.1,Primary approximation of peripheral nerve,A641
25274,A64.3,Secondary repair of peripheral nerve and mobilisation of peripheral nerve,A643
