,concept_code_y,concept_name_y,icd
9,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
10,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
11,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
12,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
13,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
14,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
15,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
16,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
17,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
18,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
19,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
20,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
21,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
590,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
591,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
592,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
593,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
594,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
595,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
596,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
597,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
598,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
599,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
600,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
601,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
602,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
603,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
604,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
605,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
606,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
607,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
608,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
609,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
610,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
611,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
612,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
613,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
614,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
615,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
616,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
617,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
618,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
619,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
620,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
621,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
622,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
623,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
624,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
625,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
626,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
627,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
628,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
629,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
630,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
631,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
632,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
633,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
634,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
635,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
636,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
637,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
638,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
639,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
640,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
641,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
642,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
643,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
644,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
645,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
646,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
647,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
648,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
649,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
650,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
651,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
652,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
653,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
654,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
655,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
656,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
657,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
658,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
659,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
660,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
661,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
662,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
663,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
664,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
665,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
666,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
667,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
668,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
669,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
670,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
671,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
672,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
673,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
674,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
675,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
676,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
677,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
678,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
679,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
680,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
681,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
682,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
683,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
684,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
685,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
686,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
687,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
688,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
689,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
690,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
