,concept_code_y,concept_name_y,opcs
749,E54.8,Other specified excision of lung,E548
750,E54.9,Unspecified excision of lung,E549
752,E54,Excision of lung,E54
963,Y89,Brachytherapy,Y89
2421,X65.4,Delivery of a fraction of external beam radiotherapy NEC,X654
2422,Y91.8,Other specified external beam radiotherapy,Y918
2423,Y91.9,Unspecified external beam radiotherapy,Y919
3461,A61.3,Radiotherapy to lesion of peripheral nerve,A613
3472,C24.2,Radiotherapy to lacrimal gland,C242
3484,C45.5,Radiotherapy to lesion of cornea,C455
3492,E54.2,Bilobectomy of lung,E542
3533,E54.3,Lobectomy of lung,E543
3558,E54.4,Excision of segment of lung,E544
3578,E55.8,Other specified open extirpation of lesion of lung,E558
3579,E55.9,Unspecified open extirpation of lesion of lung,E559
3580,E55,Open extirpation of lesion of lung,E55
3592,E55.1,Open decortication of lesion of lung,E551
3603,E55.2,Open excision of lesion of lung,E552
3613,E55.3,Open cauterisation of lesion of lung,E553
3623,E57.3,Deflation of bulla of lung,E573
3634,E59.1,Needle biopsy of lesion of lung,E591
3646,E59.2,Aspiration biopsy of lesion of lung,E592
4166,X65.8,Other specified radiotherapy delivery,X658
4167,X65.9,Unspecified radiotherapy delivery,X659
4176,X65,Radiotherapy delivery,X65
4458,E53.2,Single lung transplant,E532
4506,X73.8,Other specified delivery of oral chemotherapy for neoplasm,X738
4507,X73.9,Unspecified delivery of oral chemotherapy for neoplasm,X739
4512,X73,Delivery of oral chemotherapy for neoplasm,X73
4525,X72.8,Other specified delivery of chemotherapy for neoplasm,X728
4526,X72.9,Unspecified delivery of chemotherapy for neoplasm,X729
4535,X72,Delivery of chemotherapy for neoplasm,X72
4547,X65.1,Delivery of a fraction of total body irradiation,X651
4557,X65.2,Delivery of a fraction of intracavitary radiotherapy,X652
4567,Y91.3,Superficial or orthovoltage treatment for radiotherapy,Y913
4577,X65.3,Delivery of a fraction of interstitial radiotherapy,X653
4598,X73.1,Delivery of exclusively oral chemotherapy for neoplasm,X731
4609,X72.1,Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,X721
4620,X72.2,Delivery of complex parenteral chemotherapy for neoplasm at first attendance,X722
4631,X72.3,Delivery of simple parenteral chemotherapy for neoplasm at first attendance,X723
4642,X72.4,Delivery of subsequent element of cycle of chemotherapy for neoplasm,X724
4865,X35.2,Intravenous chemotherapy,X352
4879,X37.3,Intramuscular chemotherapy,X373
4891,X38.4,Subcutaneous chemotherapy,X384
4983,X65.5,Oral delivery of radiotherapy for thyroid ablation,X655
6065,Y91,External beam radiotherapy,Y91
6130,E54.5,Partial lobectomy of lung NEC,E545
6510,Y91.4,Megavoltage treatment for adaptive radiotherapy,Y914
6521,Y91.2,Megavoltage treatment for simple radiotherapy,Y912
6532,Y91.1,Megavoltage treatment for complex radiotherapy,Y911
6543,Y92.1,Technical support for preparation for radiotherapy,Y921
6554,Y92.8,Other specified support for preparation for radiotherapy,Y928
6555,Y92.9,Unspecified support for preparation for radiotherapy,Y929
6559,Y92,Support for preparation for radiotherapy,Y92
6617,X65.6,Delivery of a fraction of intraluminal brachytherapy,X656
7309,J48.7,Percutaneous brachytherapy of lesion of bile duct,J487
7310,X65.7,Delivery of radionuclide therapy NEC,X657
7311,Y89.8,Other specified brachytherapy,Y898
7312,Y89.9,Unspecified brachytherapy,Y899
7313,Y90.2,Radiotherapy NEC,Y902
7457,M70.6,Radioactive seed implantation into prostate,M706
7474,C82.3,External beam radiotherapy to lesion of retina,C823
7488,E59.5,Percutaneous radiofrequency ablation of lesion of lung,E595
7634,C82.4,Plaque radiotherapy to lesion of retina,C824
7664,A10.7,Stereotactic radiosurgery on tissue of brain,A107
7679,E54.6,Reduction of lung volume,E546
8221,X45.3,Donation of lobe of lung,X453
8319,E59.3,Biopsy of lesion of lung NEC,E593
8342,E55.4,Open destruction of lesion of lung NEC,E554
8385,E57.4,Incision of lung NEC,E574
8504,E54.1,Total pneumonectomy,E541
8566,U15.2,Lung ventilation scanning NEC,U152
9733,Y12.3,Electrochemotherapy to lesion of organ NOC,Y123
9925,E53.8,Other specified transplantation of lung,E538
9926,E53.9,Unspecified transplantation of lung,E539
9931,E53,Transplantation of lung,E53
9958,Y91.5,Megavoltage treatment for hypofractionated stereotactic radiotherapy,Y915
10045,E57.1,Repair of lung,E571
