,concept_code_y,concept_name_y,icd
713,0VQ50ZZ,"Repair Scrotum, Open Approach",0VQ50ZZ
714,0VQ53ZZ,"Repair Scrotum, Percutaneous Approach",0VQ53ZZ
715,0VQ54ZZ,"Repair Scrotum, Percutaneous Endoscopic Approach",0VQ54ZZ
716,0VQ5XZZ,"Repair Scrotum, External Approach",0VQ5XZZ
960,02H430Z,"Insertion of Pressure Sensor Monitoring Device into Coronary Vein, Percutaneous Approach",02H430Z
961,02H432Z,"Insertion of Monitoring Device into Coronary Vein, Percutaneous Approach",02H432Z
962,02H433Z,"Insertion of Infusion Device into Coronary Vein, Percutaneous Approach",02H433Z
963,02H43DZ,"Insertion of Intraluminal Device into Coronary Vein, Percutaneous Approach",02H43DZ
964,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach",02H43JZ
965,02H43KZ,"Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach",02H43KZ
966,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach",02H43MZ
967,02H43NZ,"Insertion of Intracardiac Pacemaker into Coronary Vein, Percutaneous Approach",02H43NZ
968,02H43YZ,"Insertion of Other Device into Coronary Vein, Percutaneous Approach",02H43YZ
969,02HA3QZ,"Insertion of Implantable Heart Assist System into Heart, Percutaneous Approach",02HA3QZ
970,02HA3RS,"Insertion of Biventricular Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RS
971,02HA3RZ,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RZ
972,02HA3YZ,"Insertion of Other Device into Heart, Percutaneous Approach",02HA3YZ
973,02UA37Z,"Supplement Heart with Autologous Tissue Substitute, Percutaneous Approach",02UA37Z
974,02UA38Z,"Supplement Heart with Zooplastic Tissue, Percutaneous Approach",02UA38Z
975,02UA3JZ,"Supplement Heart with Synthetic Substitute, Percutaneous Approach",02UA3JZ
976,02UA3KZ,"Supplement Heart with Nonautologous Tissue Substitute, Percutaneous Approach",02UA3KZ
977,3E070GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Open Approach",3E070GC
978,3E073GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Approach",3E073GC
979,3E074GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Endoscopic Approach",3E074GC
980,3E080GC,"Introduction of Other Therapeutic Substance into Heart, Open Approach",3E080GC
981,3E083GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Approach",3E083GC
982,3E084GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Endoscopic Approach",3E084GC
3444,BF45ZZZ,Ultrasonography of Liver,BF45ZZZ
5073,0N5B0ZZ,"Destruction of Nasal Bone, Open Approach",0N5B0ZZ
