,concept_code_y,concept_name_y,icd
8,48.76,Other proctopexy,48.76
104,92.24,Teleradiotherapy using photons,92.24
153,92.2,Therapeutic radiology and nuclear medicine,92.2
388,48.75,Abdominal proctopexy,48.75
401,92.26,Teleradiotherapy of other particulate radiation,92.26
402,92.33,Particulate radiosurgery,92.33
630,92.3,Stereotactic radiosurgery,92.3
631,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
632,92.32,Multi-source photon radiosurgery,92.32
634,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
1139,48.23,Rigid proctosigmoidoscopy,48.23
1249,17.36,Laparoscopic sigmoidectomy,17.36
1451,49.91,Incision of anal septum,49.91
2711,92.4,Intra-operative radiation procedures,92.4
2712,92.41,Intra-operative electron radiation therapy,92.41
3996,48.82,Excision of perirectal tissue,48.82
5401,48.72,Closure of proctostomy,48.72
5473,49.03,Excision of perianal skin tags,49.03
5706,96.23,Dilation of anal sphincter,96.23
5770,48.74,Rectorectostomy,48.74
5884,49.52,Posterior anal sphincterotomy,49.52
5975,48.73,Closure of other rectal fistula,48.73
6100,49.72,Anal cerclage,49.72
6534,48.31,Radical electrocoagulation of rectal lesion or tissue,48.31
6535,48.32,Other electrocoagulation of rectal lesion or tissue,48.32
6874,48.92,Anorectal myectomy,48.92
6953,49.79,Other repair of anal sphincter,49.79
7523,49.46,Excision of hemorrhoids,49.46
7559,49.93,Other incision of anus,49.93
7590,70.72,Repair of colovaginal fistula,70.72
7669,45.8,Total intra-abdominal colectomy,45.8
7670,45.81,Laparoscopic total intra-abdominal colectomy,45.81
7671,45.82,Open total intra-abdominal colectomy,45.82
7672,45.83,Other and unspecified total intra-abdominal colectomy,45.83
7839,48.5,Abdominoperineal resection of rectum,48.5
7840,48.50,"Abdominoperineal resection of the rectum, not otherwise specified",48.50
7841,48.51,Laparoscopic abdominoperineal resection of the rectum,48.51
7842,48.52,Open abdominoperineal resection of the rectum,48.52
7843,48.59,Other abdominoperineal resection of the rectum,48.59
8074,45.74,Open and other resection of transverse colon,45.74
8438,48.36,[Endoscopic] polypectomy of rectum,48.36
8495,48.24,Closed [endoscopic] biopsy of rectum,48.24
8584,48.41,Soave submucosal resection of rectum,48.41
8639,48.7,Repair of rectum,48.7
8642,48.79,Other repair of rectum,48.79
8684,96.37,Proctoclysis,96.37
8828,46.91,Myotomy of sigmoid colon,46.91
8890,49.44,Destruction of hemorrhoids by cryotherapy,49.44
8955,49.51,Left lateral anal sphincterotomy,49.51
9416,17.32,Laparoscopic cecectomy,17.32
9417,45.72,Open and other cecectomy,45.72
9464,17.34,Laparoscopic resection of transverse colon,17.34
9840,48.34,Destruction of rectal lesion or tissue by cryosurgery,48.34
11009,48.0,Proctotomy,48.0
11064,42.55,Intrathoracic esophageal anastomosis with interposition of colon,42.55
11099,45.73,Open and other right hemicolectomy,45.73
11237,75.62,Repair of current obstetric laceration of rectum and sphincter ani,75.62
11538,00.10,Implantation of chemotherapeutic agent,00.10
11539,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
11576,49.23,Biopsy of anus,49.23
11809,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
11866,92.20,Infusion of liquid brachytherapy radioisotope,92.20
12559,49.43,Cauterization of hemorrhoids,49.43
12606,70.52,Repair of rectocele,70.52
12607,70.55,Repair of rectocele with graft or prosthesis,70.55
12703,92.23,Radioisotopic teleradiotherapy,92.23
12704,92.28,Injection or instillation of radioisotopes,92.28
12818,89.34,Digital examination of rectum,89.34
14004,96.26,Manual reduction of rectal prolapse,96.26
14230,45.24,Flexible sigmoidoscopy,45.24
14522,92.31,Single source photon radiosurgery,92.31
14807,49.71,Suture of laceration of anus,49.71
14828,48.71,Suture of laceration of rectum,48.71
14933,49.94,Reduction of anal prolapse,49.94
15000,48.64,Posterior resection of rectum,48.64
15008,48.63,Other anterior resection of rectum,48.63
15041,92.25,Teleradiotherapy using electrons,92.25
15095,49.7,Repair of anus,49.7
15096,49.73,Closure of anal fistula,49.73
15097,49.74,Gracilis muscle transplant for anal incontinence,49.74
15098,49.75,Implantation or revision of artificial anal sphincter,49.75
15198,48.91,Incision of rectal stricture,48.91
15381,17.33,Laparoscopic right hemicolectomy,17.33
15395,45.92,Anastomosis of small intestine to rectal stump,45.92
15418,49.41,Reduction of hemorrhoids,49.41
15504,92.22,Orthovoltage radiation,92.22
15520,42.56,Other intrathoracic esophagocolostomy,42.56
15583,48.25,Open biopsy of rectum,48.25
15683,96.22,Dilation of rectum,96.22
15940,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
15957,70.73,Repair of rectovaginal fistula,70.73
16617,49.95,Control of (postoperative) hemorrhage of anus,49.95
17080,46.92,Myotomy of other parts of colon,46.92
17094,45.23,Colonoscopy,45.23
17551,92.21,Superficial radiation,92.21
17784,46.76,Closure of fistula of large intestine,46.76
17809,49.11,Anal fistulotomy,49.11
17914,48.61,Transsacral rectosigmoidectomy,48.61
17925,48.33,Destruction of rectal lesion or tissue by laser,48.33
18008,45.75,Open and other left hemicolectomy,45.75
18045,17.35,Laparoscopic left hemicolectomy,17.35
18478,49.42,Injection of hemorrhoids,49.42
18519,45.76,Open and other sigmoidectomy,45.76
18588,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
18622,46.03,Exteriorization of large intestine,46.03
18660,48.4,Pull-through resection of rectum,48.4
18661,48.40,"Pull-through resection of rectum, not otherwise specified",48.40
18662,48.42,Laparoscopic pull-through resection of rectum,48.42
18663,48.43,Open pull-through resection of rectum,48.43
18664,48.49,Other pull-through resection of rectum,48.49
18675,49.12,Anal fistulectomy,49.12
18796,48.35,Local excision of rectal lesion or tissue,48.35
18797,48.6,Other resection of rectum,48.6
18798,48.69,Other resection of rectum,48.69
18917,99.93,Rectal massage (for levator spasm),99.93
19109,48.62,Anterior resection of rectum with synchronous colostomy,48.62
19126,49.5,Division of anal sphincter,49.5
19127,49.59,Other anal sphincterotomy,49.59
19222,49.47,Evacuation of thrombosed hemorrhoids,49.47
19281,42.65,Antesternal esophageal anastomosis with interposition of colon,42.65
19282,42.66,Other antesternal esophagocolostomy,42.66
