,concept_code_y,concept_name_y,icd
48,14.53,Repair of retinal detachment with xenon arc photocoagulation,14.53
694,36.14,(Aorto)coronary bypass of four or more coronary arteries,36.14
755,56.2,Ureterotomy,56.2
784,34.83,Closure of fistula of diaphragm,34.83
2003,77.66,"Local excision of lesion or tissue of bone, patella",77.66
2070,79.68,"Debridement of open fracture site, phalanges of foot",79.68
5163,22.6,Other nasal sinusectomy,22.6
5164,22.60,"Sinusectomy, not otherwise specified",22.60
5165,22.62,Excision of lesion of maxillary sinus with other approach,22.62
5692,55.32,Open ablation of renal lesion or tissue,55.32
5693,55.33,Percutaneous ablation of renal lesion or tissue,55.33
5694,55.35,Other and unspecified ablation of renal lesion or tissue,55.35
5780,56.4,Ureterectomy,56.4
5781,56.40,"Ureterectomy, not otherwise specified",56.40
6676,12.87,Scleral reinforcement with graft,12.87
8161,18.3,Other excision of external ear,18.3
8162,18.39,Other excision of external ear,18.39
8440,34.81,Excision of lesion or tissue of diaphragm,34.81
8467,95.26,"Tonography, provocative tests, and other glaucoma testing",95.26
8626,33.23,Other bronchoscopy,33.23
8733,66.32,Other bilateral ligation and division of fallopian tubes,66.32
8877,67.11,Endocervical biopsy,67.11
9345,81.43,Triad knee repair,81.43
9440,94.26,Subconvulsive electroshock therapy,94.26
9497,00.66,Percutaneous transluminal coronary angioplasty [PTCA],00.66
10108,77.6,Local excision of lesion or tissue of bone,77.6
10109,77.60,"Local excision of lesion or tissue of bone, unspecified site",77.60
10110,77.61,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]",77.61
10111,77.64,"Local excision of lesion or tissue of bone, carpals and metacarpals",77.64
10112,77.65,"Local excision of lesion or tissue of bone, femur",77.65
10114,77.68,"Local excision of lesion or tissue of bone, tarsals and metatarsals",77.68
10115,77.69,"Local excision of lesion or tissue of bone, other bones",77.69
10230,80.59,Other destruction of intervertebral disc,80.59
10437,79.05,"Closed reduction of fracture without internal fixation, femur",79.05
10612,35.71,Other and unspecified repair of atrial septal defect,35.71
10652,35.01,"Closed heart valvotomy, aortic valve",35.01
10724,38.68,"Other excision of vessels, lower limb arteries",38.68
10908,27.61,Suture of laceration of palate,27.61
10954,29.53,Closure of other fistula of pharynx,29.53
10990,07.51,Exploration of pineal field,07.51
11025,57.6,Partial cystectomy,57.6
11105,64.41,Suture of laceration of penis,64.41
11190,69.4,Uterine repair,69.4
11191,69.49,Other repair of uterus,69.49
11192,75.5,Repair of current obstetric laceration of uterus,75.5
11360,73.51,Manual rotation of fetal head,73.51
11386,02.31,Ventricular shunt to structure in head and neck,02.31
11434,08.01,Incision of lid margin,08.01
11483,10.42,Reconstruction of conjunctival cul-de-sac with free graft,10.42
11495,08.92,Cryosurgical epilation of eyelid,08.92
11534,14.34,Repair of retinal tear by laser photocoagulation,14.34
11707,87.7,X-ray of urinary system,87.7
11708,87.72,Other nephrotomogram,87.72
11709,87.77,Other cystogram,87.77
11710,87.79,Other x-ray of the urinary system,87.79
11757,87.76,Retrograde cystourethrogram,87.76
11838,57.93,Control of (postoperative) hemorrhage of bladder,57.93
11898,24.91,Extension or deepening of buccolabial or lingual sulcus,24.91
12368,69.0,Dilation and curettage of uterus,69.0
12369,69.02,Dilation and curettage following delivery or abortion,69.02
12370,69.09,Other dilation and curettage,69.09
12627,74.3,Removal of extratubal ectopic pregnancy,74.3
12628,74.4,Cesarean section of other specified type,74.4
12629,74.9,Cesarean section of unspecified type,74.9
12630,74.99,Other cesarean section of unspecified type,74.99
12655,74,Cesarean section and removal of fetus,74
13986,63.6,Vasotomy,63.6
14228,27.23,Biopsy of lip,27.23
14342,34.20,Thoracoscopic pleural biopsy,34.20
14359,34.24,Other pleural biopsy,34.24
14385,65.4,Unilateral salpingo-oophorectomy,65.4
14386,65.49,Other unilateral salpingo-oophorectomy,65.49
14387,65.62,Other removal of remaining ovary and tube,65.62
14584,68.4,Total abdominal hysterectomy,68.4
14585,68.49,Other and unspecified total abdominal hysterectomy,68.49
14741,65.22,Wedge resection of ovary,65.22
14797,68.14,Open biopsy of uterine ligaments,68.14
14881,56.71,Urinary diversion to intestine,56.71
15112,63.92,Epididymotomy,63.92
15315,66.7,Repair of fallopian tube,66.7
15316,66.79,Other repair of fallopian tube,66.79
15421,35.51,"Repair of atrial septal defect with prosthesis, open technique",35.51
15530,88.82,Ocular thermography,88.82
15851,95.16,P32 and other tracer studies of eye,95.16
15865,62.11,Closed [percutaneous] [needle] biopsy of testis,62.11
15932,78.35,"Limb lengthening procedures, femur",78.35
15962,68.16,Closed biopsy of uterus,68.16
15992,50.6,Repair of liver,50.6
15993,50.69,Other repair of liver,50.69
16129,80.15,"Other arthrotomy, hip",80.15
16130,80.45,"Division of joint capsule, ligament, or cartilage, hip",80.45
16214,78.55,"Internal fixation of bone without fracture reduction, femur",78.55
16842,80.48,"Division of joint capsule, ligament, or cartilage, foot and toe",80.48
17977,21.4,Resection of nose,21.4
18139,04.04,Other incision of cranial and peripheral nerves,04.04
18206,31.75,Reconstruction of trachea and construction of artificial larynx,31.75
18237,32.1,Other excision of bronchus,32.1
18721,32.9,Other excision of lung,32.9
19604,27.4,Excision of other parts of mouth,27.4
19605,27.49,Other excision of mouth,27.49
19680,26.49,Other repair and plastic operations on salivary gland or duct,26.49
20080,28.6,Adenoidectomy without tonsillectomy,28.6
20400,62.3,Unilateral orchiectomy,62.3
21086,66.52,Removal of remaining fallopian tube,66.52
21087,66.6,Other salpingectomy,66.6
21426,03.5,Plastic operations on spinal cord structures,03.5
21427,03.59,Other repair and plastic operations on spinal cord structures,03.59
21860,18.71,Construction of auricle of ear,18.71
22019,89.69,Monitoring of coronary blood flow,89.69
22124,70.24,Vaginal biopsy,70.24
22204,77.92,"Total ostectomy, humerus",77.92
22606,86.65,Heterograft to skin,86.65
22644,04.72,Accessory-facial anastomosis,04.72
22750,35.62,Repair of ventricular septal defect with tissue graft,35.62
22764,20.23,Incision of middle ear,20.23
22840,81.09,"Refusion of spine, any level or technique",81.09
22841,81.3,Refusion of spine,81.3
22842,81.30,"Refusion of spine, not otherwise specified",81.30
22843,81.31,Refusion of atlas-axis spine,81.31
22844,81.32,"Refusion of other cervical spine, anterior column, anterior technique",81.32
22845,81.33,"Refusion of other cervical spine, posterior column, posterior technique",81.33
