,concept_code_y,concept_name_y,icd
586,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
587,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
588,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
589,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
590,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
591,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
592,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
593,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
594,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
595,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
596,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
597,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
598,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
599,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
600,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
601,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
602,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
603,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
604,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
605,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
606,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
607,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
608,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
609,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
610,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
611,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
612,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
613,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
614,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
615,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
616,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
617,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
618,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
619,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
620,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
621,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
622,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
623,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
624,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
625,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
626,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
627,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
628,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
629,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
630,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
631,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
632,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
633,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
634,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
635,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
636,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
637,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
638,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
639,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
640,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
641,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
642,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
643,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
644,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
645,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
646,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
647,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
648,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
649,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
650,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
651,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
652,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
653,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
654,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
655,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
656,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
657,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
658,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
659,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
660,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
661,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
662,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
663,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
664,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
665,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
666,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
667,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
668,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
669,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
670,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
671,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
672,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
673,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
674,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
675,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
676,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
677,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
678,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
679,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
680,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
681,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
682,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
