,concept_code_y,concept_name_y,opcs
8,48.76,Other proctopexy,48.76
96,92.24,Teleradiotherapy using photons,92.24
141,48.75,Abdominal proctopexy,48.75
154,92.26,Teleradiotherapy of other particulate radiation,92.26
155,92.33,Particulate radiosurgery,92.33
287,92.3,Stereotactic radiosurgery,92.3
288,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
289,92.32,Multi-source photon radiosurgery,92.32
291,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
695,48.23,Rigid proctosigmoidoscopy,48.23
874,92.4,Intra-operative radiation procedures,92.4
875,92.41,Intra-operative electron radiation therapy,92.41
2596,48.72,Closure of proctostomy,48.72
2655,48.74,Rectorectostomy,48.74
2724,48.73,Closure of other rectal fistula,48.73
2981,48.31,Radical electrocoagulation of rectal lesion or tissue,48.31
2982,48.32,Other electrocoagulation of rectal lesion or tissue,48.32
3526,45.8,Total intra-abdominal colectomy,45.8
3527,45.81,Laparoscopic total intra-abdominal colectomy,45.81
3528,45.82,Open total intra-abdominal colectomy,45.82
3529,45.83,Other and unspecified total intra-abdominal colectomy,45.83
3728,45.74,Open and other resection of transverse colon,45.74
4054,48.36,[Endoscopic] polypectomy of rectum,48.36
4070,48.24,Closed [endoscopic] biopsy of rectum,48.24
4179,48.7,Repair of rectum,48.7
4182,48.79,Other repair of rectum,48.79
4208,96.37,Proctoclysis,96.37
4439,17.32,Laparoscopic cecectomy,17.32
4440,45.72,Open and other cecectomy,45.72
4539,48.34,Destruction of rectal lesion or tissue by cryosurgery,48.34
5438,48.0,Proctotomy,48.0
5482,45.73,Open and other right hemicolectomy,45.73
5775,00.10,Implantation of chemotherapeutic agent,00.10
5776,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
5930,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
6117,70.52,Repair of rectocele,70.52
6118,70.55,Repair of rectocele with graft or prosthesis,70.55
6204,89.34,Digital examination of rectum,89.34
6708,96.26,Manual reduction of rectal prolapse,96.26
6779,45.24,Flexible sigmoidoscopy,45.24
6934,92.31,Single source photon radiosurgery,92.31
7061,48.71,Suture of laceration of rectum,48.71
7112,49.94,Reduction of anal prolapse,49.94
7153,48.64,Posterior resection of rectum,48.64
7161,48.63,Other anterior resection of rectum,48.63
7182,92.25,Teleradiotherapy using electrons,92.25
7242,48.91,Incision of rectal stricture,48.91
7373,92.22,Orthovoltage radiation,92.22
7389,48.25,Open biopsy of rectum,48.25
7435,96.22,Dilation of rectum,96.22
7575,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
8219,46.92,Myotomy of other parts of colon,46.92
8233,45.23,Colonoscopy,45.23
8514,92.21,Superficial radiation,92.21
8558,46.76,Closure of fistula of large intestine,46.76
8619,48.33,Destruction of rectal lesion or tissue by laser,48.33
8651,45.75,Open and other left hemicolectomy,45.75
8727,99.88,Therapeutic photopheresis,99.88
8747,45.76,Open and other sigmoidectomy,45.76
8802,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
8880,48.35,Local excision of rectal lesion or tissue,48.35
8881,48.6,Other resection of rectum,48.6
8882,48.69,Other resection of rectum,48.69
8969,99.93,Rectal massage (for levator spasm),99.93
