,concept_code_y,concept_name_y,opcs
55,C81.1,Xenon photocoagulation of retina for detachment,C811
681,H35.8,Other specified fixation of rectum for prolapse,H358
682,H35.9,Unspecified fixation of rectum for prolapse,H359
683,H35,Fixation of rectum for prolapse,H35
684,H36,Other abdominal operations for prolapse of rectum,H36
698,T16.3,Closure of fistula of diaphragm,T163
729,K41.3,Autograft replacement of three coronary arteries NEC,K413
828,F42.4,Photography of mouth,F424
894,F45.5,Destruction of lesion of salivary gland,F455
1018,U20.2,Transoesophageal echocardiography,U202
1299,E17.1,Excision of nasal sinus NEC,E171
1729,M02.5,Nephrectomy NEC,M025
1815,M34.3,Cystectomy NEC,M343
1870,C57.3,Graft to sclera,C573
1988,A47.8,Other specified other destruction of spinal cord,A478
1989,A47.9,Unspecified other destruction of spinal cord,A479
1990,A47,Other destruction of spinal cord,A47
2182,D01.8,Other specified excision of external ear,D018
2183,D01.9,Unspecified excision of external ear,D019
2184,D01,Excision of external ear,D01
2283,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
2284,V27.2,Primary decompression of spinal cord NEC,V272
2285,V27.3,Revisional decompression of spinal cord NEC,V273
2286,V27.8,Other specified decompression operations on unspecified spine,V278
2287,V27.9,Unspecified decompression operations on unspecified spine,V279
2292,V27,Decompression operations on unspecified spine,V27
2436,J19.4,Anastomosis of gall bladder to intestine NEC,J194
2507,K49.8,Other specified transluminal balloon angioplasty of coronary artery,K498
2508,K49.9,Unspecified transluminal balloon angioplasty of coronary artery,K499
2510,K49,Transluminal balloon angioplasty of coronary artery,K49
2546,F44.2,Partial excision of parotid gland,F442
2897,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
2899,K10,Repair of defect of interatrial septum,K10
2924,K32.2,Closed aortic valvotomy,K322
3157,F44.5,Excision of sublingual gland,F445
3167,J19.2,Anastomosis of gall bladder to duodenum,J192
3239,M35.8,Other specified partial excision of bladder,M358
3240,M35.9,Unspecified partial excision of bladder,M359
3241,M35,Partial excision of bladder,M35
3412,Q09.5,Metroplasty,Q095
3505,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
3601,D01.1,Total excision of external ear,D011
3684,G23.8,Other specified repair of diaphragmatic hernia,G238
3685,G23.9,Unspecified repair of diaphragmatic hernia,G239
3686,G23,Repair of diaphragmatic hernia,G23
3806,F11.4,Vestibuloplasty of mouth,F114
3983,Q10.3,Dilation of cervix uteri and curettage of uterus NEC,Q103
3984,Q10.8,Other specified curettage of uterus,Q108
3985,Q10.9,Unspecified curettage of uterus,Q109
3986,Q11.8,Other specified other evacuation of contents of uterus,Q118
3987,Q11.9,Unspecified other evacuation of contents of uterus,Q119
3988,Q11,Other evacuation of contents of uterus,Q11
4225,R18.8,Other specified other caesarean delivery,R188
4226,R18.9,Unspecified other caesarean delivery,R189
4227,R18,Other caesarean delivery,R18
4703,T11.1,Diagnostic endoscopic examination of pleura and biopsy of lesion of pleura,T111
4783,Q23.1,Unilateral salpingoophorectomy NEC,Q231
