,concept_code_y,concept_name_y,opcs
51,68.14,Open biopsy of uterine ligaments,68.14
220,47.92,Closure of appendiceal fistula,47.92
490,57.51,Excision of urachus,57.51
751,54.73,Other repair of peritoneum,54.73
1304,54.23,Biopsy of peritoneum,54.23
1452,03.71,Spinal subarachnoid-peritoneal shunt,03.71
1652,54.25,Peritoneal lavage,54.25
1745,54.95,Incision of peritoneum,54.95
1778,47.91,Appendicostomy,47.91
2014,88.13,Other peritoneal pneumogram,88.13
2143,54.74,Other repair of omentum,54.74
2253,70.12,Culdotomy,70.12
2270,70.23,Biopsy of cul-de-sac,70.23
2288,33.33,Pneumoperitoneum for collapse of lung,33.33
2318,47.01,Laparoscopic appendectomy,47.01
2336,54.75,Other repair of mesentery,54.75
2528,70.22,Culdoscopy,70.22
2561,68.15,Closed biopsy of uterine ligaments,68.15
2736,34.05,Creation of pleuroperitoneal shunt,34.05
2829,54.98,Peritoneal dialysis,54.98
2892,54.93,Creation of cutaneoperitoneal fistula,54.93
3197,54.64,Suture of peritoneum,54.64
3256,47.0,Appendectomy,47.0
3257,47.09,Other appendectomy,47.09
3334,47.1,Incidental appendectomy,47.1
3335,47.11,Laparoscopic incidental appendectomy,47.11
3336,47.19,Other incidental appendectomy,47.19
3402,54.91,Percutaneous abdominal drainage,54.91
3432,54.94,Creation of peritoneovascular shunt,54.94
