,concept_code_y,concept_name_y,icd
177,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
178,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
179,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
180,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
181,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
182,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
183,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
184,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
185,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
186,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
187,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
188,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
189,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
190,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
191,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
192,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
193,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
194,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
195,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
196,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
197,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
198,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
199,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
200,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
201,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
202,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
203,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
204,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
205,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
206,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
207,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
208,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
209,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
210,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
211,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
212,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
213,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
214,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
215,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
216,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
217,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
218,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
219,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
220,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
221,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
222,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
223,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
224,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
225,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
226,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
227,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
228,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
229,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
230,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
231,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
232,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
233,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
234,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
235,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
236,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
237,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
238,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
239,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
240,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
241,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
242,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
243,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
244,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
245,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
246,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
