,concept_code_y,concept_name_y,opcs
40,68.14,Open biopsy of uterine ligaments,68.14
209,47.92,Closure of appendiceal fistula,47.92
413,57.51,Excision of urachus,57.51
660,54.73,Other repair of peritoneum,54.73
1070,54.23,Biopsy of peritoneum,54.23
1367,54.25,Peritoneal lavage,54.25
1445,54.95,Incision of peritoneum,54.95
1478,47.91,Appendicostomy,47.91
1639,88.13,Other peritoneal pneumogram,88.13
1694,54.74,Other repair of omentum,54.74
1767,70.12,Culdotomy,70.12
1784,70.23,Biopsy of cul-de-sac,70.23
1812,54.75,Other repair of mesentery,54.75
1926,70.22,Culdoscopy,70.22
1959,68.15,Closed biopsy of uterine ligaments,68.15
2095,54.98,Peritoneal dialysis,54.98
2242,54.64,Suture of peritoneum,54.64
2301,47.0,Appendectomy,47.0
2302,47.09,Other appendectomy,47.09
2379,47.1,Incidental appendectomy,47.1
2380,47.11,Laparoscopic incidental appendectomy,47.11
2381,47.19,Other incidental appendectomy,47.19
2447,54.91,Percutaneous abdominal drainage,54.91
