,concept_code_y,concept_name_y,icd
163,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
164,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
165,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
166,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
167,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
168,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
169,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
170,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
171,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
172,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
173,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
174,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
175,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
176,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
177,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
178,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
179,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
180,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
181,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
182,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
183,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
184,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
185,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
186,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
187,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
188,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
189,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
190,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
191,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
192,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
193,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
194,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
195,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
196,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
197,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
198,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
