,concept_code_y,concept_name_y,opcs
403,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
404,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
405,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
406,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
407,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
408,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
409,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
410,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
411,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
412,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
413,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
414,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
415,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
416,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
417,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
418,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
419,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
420,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
421,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
422,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
423,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
424,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
425,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
426,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
427,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
428,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
429,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
430,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
431,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
432,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
433,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
434,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
435,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
436,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
437,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
438,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
439,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
440,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
441,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
442,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
443,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
444,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
445,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
446,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
447,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
448,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
449,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
450,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
451,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
452,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
453,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
454,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
455,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
456,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
457,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
458,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
459,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
460,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
461,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
462,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
463,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
464,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
465,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
466,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
467,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
468,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
469,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
470,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
471,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
472,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
