,concept_code_y,concept_name_y,icd
9,14.53,Repair of retinal detachment with xenon arc photocoagulation,14.53
72,12.87,Scleral reinforcement with graft,12.87
206,95.26,"Tonography, provocative tests, and other glaucoma testing",95.26
251,10.42,Reconstruction of conjunctival cul-de-sac with free graft,10.42
291,14.34,Repair of retinal tear by laser photocoagulation,14.34
353,88.82,Ocular thermography,88.82
591,12.83,"Revision of operative wound of anterior segment, not elsewhere classified",12.83
622,13.5,Other extracapsular extraction of lens,13.5
623,13.59,Other extracapsular extraction of lens,13.59
753,10.32,Destruction of lesion of conjunctiva,10.32
754,10.33,Other destructive procedures on conjunctiva,10.33
793,89.11,Tonometry,89.11
848,14.32,Repair of retinal tear by cryotherapy,14.32
908,16.4,Enucleation of eyeball,16.4
909,16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,16.41
910,16.42,Enucleation of eyeball with other synchronous implant,16.42
911,16.49,Other enucleation of eyeball,16.49
1335,13.1,Intracapsular extraction of lens,13.1
1336,13.19,Other intracapsular extraction of lens,13.19
1468,14.71,"Removal of vitreous, anterior approach",14.71
1549,14.41,Scleral buckling with implant,14.41
1637,13.3,Extracapsular extraction of lens by simple aspiration (and irrigation) technique,13.3
1704,13.64,Discission of secondary membrane [after cataract],13.64
1716,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
1747,95.13,Ultrasound study of eye,95.13
1778,95.11,Fundus photography,95.11
1944,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
2050,14.33,Repair of retinal tear by xenon arc photocoagulation,14.33
2125,11.71,Keratomileusis,11.71
2239,12.39,Other iridoplasty,12.39
3164,12.22,Biopsy of iris,12.22
3215,11.21,Scraping of cornea for smear or culture,11.21
3306,14.49,Other scleral buckling,14.49
3594,11.5,Repair of cornea,11.5
3595,11.59,Other repair of cornea,11.59
3618,11.7,Other reconstructive and refractive surgery on cornea,11.7
3619,11.79,Other reconstructive and refractive surgery on cornea,11.79
3668,12.61,Trephination of sclera with iridectomy,12.61
3698,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
3732,12.11,Iridotomy with transfixion,12.11
3803,10.21,Biopsy of conjunctiva,10.21
3864,12.64,Trabeculectomy ab externo,12.64
4278,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
4312,10.44,Other free graft to conjunctiva,10.44
4412,12.73,Cyclophotocoagulation,12.73
4466,12.53,Goniotomy with goniopuncture,12.53
4487,12.52,Goniotomy without goniopuncture,12.52
4506,12.71,Cyclodiathermy,12.71
4574,12.74,"Diminution of ciliary body, not otherwise specified",12.74
4623,12.82,Repair of scleral fistula,12.82
4633,12.91,Therapeutic evacuation of anterior chamber,12.91
4649,12.14,Other iridectomy,12.14
4722,14.22,Destruction of chorioretinal lesion by cryotherapy,14.22
4778,16.82,Repair of rupture of eyeball,16.82
4810,16.3,Evisceration of eyeball,16.3
4811,16.39,Other evisceration of eyeball,16.39
4829,16.93,"Excision of lesion of eye, unspecified structure",16.93
4884,12.62,Thermocauterization of sclera with iridectomy,12.62
4896,12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",12.40
4971,12.12,Other iridotomy,12.12
5110,11.61,Lamellar keratoplasty with autograft,11.61
5125,95.25,Electromyogram of eye [EMG],95.25
5150,10.43,Other reconstruction of conjunctival cul-de-sac,10.43
5161,11.74,Thermokeratoplasty,11.74
5209,13.42,Mechanical phacofragmentation and aspiration of cataract by posterior route,13.42
5224,10.31,Excision of lesion or tissue of conjunctiva,10.31
5270,11.3,Excision of pterygium,11.3
5271,11.39,Other excision of pterygium,11.39
5513,09.82,Conjunctivocystorhinostomy,09.82
5678,12.21,Diagnostic aspiration of anterior chamber of eye,12.21
5746,11.76,Epikeratophakia,11.76
5771,11.32,Excision of pterygium with corneal graft,11.32
6371,14.23,Destruction of chorioretinal lesion by xenon arc photocoagulation,14.23
6580,11.64,Other penetrating keratoplasty,11.64
7253,14.73,Mechanical vitrectomy by anterior approach,14.73
7353,12.13,Excision of prolapsed iris,12.13
7609,12.54,Trabeculotomy ab externo,12.54
7632,11.22,Biopsy of cornea,11.22
7655,13.71,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",13.71
7749,12.63,Iridencleisis and iridotasis,12.63
7768,12.35,Coreoplasty,12.35
7908,12.42,Excision of lesion of iris,12.42
7962,14.24,Destruction of chorioretinal lesion by laser photocoagulation,14.24
7963,14.25,Destruction of chorioretinal lesion by photocoagulation of unspecified type,14.25
8001,96.51,Irrigation of eye,96.51
8074,11.75,Radial keratotomy,11.75
8119,16.21,Ophthalmoscopy,16.21
8157,11.53,Repair of corneal laceration or wound with conjunctival flap,11.53
8273,14.51,Repair of retinal detachment with diathermy,14.51
8350,10.6,Repair of laceration of conjunctiva,10.6
8394,11.43,Cryotherapy of corneal lesion,11.43
8484,14.74,Other mechanical vitrectomy,14.74
8510,11.6,Corneal transplant,11.6
8511,11.60,"Corneal transplant, not otherwise specified",11.60
8512,11.62,Other lamellar keratoplasty,11.62
8514,11.69,Other corneal transplant,11.69
8575,14.31,Repair of retinal tear by diathermy,14.31
8663,11.1,Incision of cornea,11.1
8769,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
8860,95.21,Electroretinogram [ERG],95.21
8884,14.35,Repair of retinal tear by photocoagulation of unspecified type,14.35
8907,14.3,Repair of retinal tear,14.3
8908,14.39,Other repair of retinal tear,14.39
8920,13.11,Intracapsular extraction of lens by temporal inferior route,13.11
8964,11.51,Suture of corneal laceration,11.51
8975,13.2,Extracapsular extraction of lens by linear extraction technique,13.2
9097,12.85,Repair of scleral staphyloma with graft,12.85
9163,11.63,Penetrating keratoplasty with autograft,11.63
9176,12.72,Cyclocryotherapy,12.72
9312,10.1,Other incision of conjunctiva,10.1
9371,12.41,"Destruction of lesion of iris, nonexcisional",12.41
9465,12.81,Suture of laceration of sclera,12.81
9524,14.72,Other removal of vitreous,14.72
9606,10.4,Conjunctivoplasty,10.4
9609,10.49,Other conjunctivoplasty,10.49
9749,14.52,Repair of retinal detachment with cryotherapy,14.52
9828,14.55,Repair of retinal detachment with photocoagulation of unspecified type,14.55
9886,09.83,Conjunctivorhinostomy with insertion of tube or stent,09.83
10075,14.21,Destruction of chorioretinal lesion by diathermy,14.21
10162,11.31,Transposition of pterygium,11.31
10176,12.88,Other scleral reinforcement,12.88
10214,12.65,Other scleral fistulization with iridectomy,12.65
10239,14.54,Repair of retinal detachment with laser photocoagulation,14.54
10252,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
10276,12.93,Removal or destruction of epithelial downgrowth from anterior chamber,12.93
10283,12.86,Other repair of scleral staphyloma,12.86
10409,12.5,Facilitation of intraocular circulation,12.5
10410,12.59,Other facilitation of intraocular circulation,12.59
10474,12.55,Cyclodialysis,12.55
10506,12.44,Excision of lesion of ciliary body,12.44
10541,14.4,Repair of retinal detachment with scleral buckling and implant,14.4
10542,14.5,Other repair of retinal detachment,14.5
10543,14.59,Other repair of retinal detachment,14.59
10657,12.66,Postoperative revision of scleral fistulization procedure,12.66
