,concept_code_y,concept_name_y,icd
13,92.24,Teleradiotherapy using photons,92.24
53,92.2,Therapeutic radiology and nuclear medicine,92.2
214,92.26,Teleradiotherapy of other particulate radiation,92.26
215,92.33,Particulate radiosurgery,92.33
483,92.3,Stereotactic radiosurgery,92.3
484,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
485,92.32,Multi-source photon radiosurgery,92.32
487,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
775,32.9,Other excision of lung,32.9
2269,92.4,Intra-operative radiation procedures,92.4
2270,92.41,Intra-operative electron radiation therapy,92.41
3620,32.4,Lobectomy of lung,32.4
3621,32.49,Other lobectomy of lung,32.49
3665,32.3,Segmental resection of lung,32.3
3666,32.30,Thoracoscopic segmental resection of lung,32.30
3667,32.39,Other and unspecified segmental resection of lung,32.39
4491,33.28,Open biopsy of lung,33.28
4726,33.51,Unilateral lung transplantation,33.51
4738,33.52,Bilateral lung transplantation,33.52
5261,33.27,Closed endoscopic biopsy of lung,33.27
5294,32.50,Thoracoscopic pneumonectomy,32.50
5514,33.26,Closed [percutaneous] [needle] biopsy of lung,33.26
5768,33.43,Closure of laceration of lung,33.43
5968,33.6,Combined heart-lung transplantation,33.6
6937,00.10,Implantation of chemotherapeutic agent,00.10
6938,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
7179,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
7227,92.20,Infusion of liquid brachytherapy radioisotope,92.20
7864,92.23,Radioisotopic teleradiotherapy,92.23
7865,92.28,Injection or instillation of radioisotopes,92.28
8310,32.22,Lung volume reduction surgery,32.22
8670,92.15,Pulmonary scan,92.15
8870,32.20,Thoracoscopic excision of lesion or tissue of lung,32.20
8918,92.31,Single source photon radiosurgery,92.31
9213,32.23,Open ablation of lung lesion or tissue,32.23
9214,32.24,Percutaneous ablation of lung lesion or tissue,32.24
9215,32.25,Thoracoscopic ablation of lung lesion or tissue,32.25
9216,32.26,Other and unspecified ablation of lung lesion or tissue,32.26
9249,32.21,Plication of emphysematous bleb,32.21
9262,33.1,Incision of lung,33.1
9279,92.25,Teleradiotherapy using electrons,92.25
9368,32.5,Pneumonectomy,32.5
9369,32.59,Other and unspecified pneumonectomy,32.59
9435,92.22,Orthovoltage radiation,92.22
9588,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
9993,33.20,Thoracoscopic lung biopsy,33.20
10524,32.41,Thoracoscopic lobectomy of lung,32.41
10668,92.21,Superficial radiation,92.21
10960,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
11130,33.5,Lung transplant,33.5
11131,33.50,"Lung transplantation, not otherwise specified",33.50
11219,33.49,Other repair and plastic operations on lung,33.49
11292,33.93,Puncture of lung,33.93
