,concept_code_y,concept_name_y,icd
254,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
255,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
256,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
257,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
258,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
259,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
260,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
261,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
262,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
263,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
264,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
265,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
266,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
267,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
268,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
269,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
270,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
271,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
272,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
273,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
274,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
275,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
276,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
277,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
278,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
