,concept_code_y,concept_name_y,icd
523,0VQ50ZZ,"Repair Scrotum, Open Approach",0VQ50ZZ
524,0VQ53ZZ,"Repair Scrotum, Percutaneous Approach",0VQ53ZZ
525,0VQ54ZZ,"Repair Scrotum, Percutaneous Endoscopic Approach",0VQ54ZZ
526,0VQ5XZZ,"Repair Scrotum, External Approach",0VQ5XZZ
706,02H430Z,"Insertion of Pressure Sensor Monitoring Device into Coronary Vein, Percutaneous Approach",02H430Z
707,02H432Z,"Insertion of Monitoring Device into Coronary Vein, Percutaneous Approach",02H432Z
708,02H433Z,"Insertion of Infusion Device into Coronary Vein, Percutaneous Approach",02H433Z
709,02H43DZ,"Insertion of Intraluminal Device into Coronary Vein, Percutaneous Approach",02H43DZ
710,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach",02H43JZ
711,02H43KZ,"Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach",02H43KZ
712,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach",02H43MZ
713,02H43NZ,"Insertion of Intracardiac Pacemaker into Coronary Vein, Percutaneous Approach",02H43NZ
714,02H43YZ,"Insertion of Other Device into Coronary Vein, Percutaneous Approach",02H43YZ
715,02HA3QZ,"Insertion of Implantable Heart Assist System into Heart, Percutaneous Approach",02HA3QZ
716,02HA3RS,"Insertion of Biventricular Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RS
717,02HA3RZ,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RZ
718,02HA3YZ,"Insertion of Other Device into Heart, Percutaneous Approach",02HA3YZ
719,02UA37Z,"Supplement Heart with Autologous Tissue Substitute, Percutaneous Approach",02UA37Z
720,02UA38Z,"Supplement Heart with Zooplastic Tissue, Percutaneous Approach",02UA38Z
721,02UA3JZ,"Supplement Heart with Synthetic Substitute, Percutaneous Approach",02UA3JZ
722,02UA3KZ,"Supplement Heart with Nonautologous Tissue Substitute, Percutaneous Approach",02UA3KZ
723,3E070GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Open Approach",3E070GC
724,3E073GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Approach",3E073GC
725,3E074GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Endoscopic Approach",3E074GC
726,3E080GC,"Introduction of Other Therapeutic Substance into Heart, Open Approach",3E080GC
727,3E083GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Approach",3E083GC
728,3E084GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Endoscopic Approach",3E084GC
938,BF45ZZZ,Ultrasonography of Liver,BF45ZZZ
1107,0N5B0ZZ,"Destruction of Nasal Bone, Open Approach",0N5B0ZZ
1108,0N5B3ZZ,"Destruction of Nasal Bone, Percutaneous Approach",0N5B3ZZ
1109,0N5B4ZZ,"Destruction of Nasal Bone, Percutaneous Endoscopic Approach",0N5B4ZZ
1110,0N5R0ZZ,"Destruction of Maxilla, Open Approach",0N5R0ZZ
1111,0N5R3ZZ,"Destruction of Maxilla, Percutaneous Approach",0N5R3ZZ
1112,0N5R4ZZ,"Destruction of Maxilla, Percutaneous Endoscopic Approach",0N5R4ZZ
1113,0N5T0ZZ,"Destruction of Right Mandible, Open Approach",0N5T0ZZ
1114,0N5T3ZZ,"Destruction of Right Mandible, Percutaneous Approach",0N5T3ZZ
1115,0N5T4ZZ,"Destruction of Right Mandible, Percutaneous Endoscopic Approach",0N5T4ZZ
1116,0N5V0ZZ,"Destruction of Left Mandible, Open Approach",0N5V0ZZ
1117,0N5V3ZZ,"Destruction of Left Mandible, Percutaneous Approach",0N5V3ZZ
1118,0N5V4ZZ,"Destruction of Left Mandible, Percutaneous Endoscopic Approach",0N5V4ZZ
1119,DPY27ZZ,Contact Radiation of Maxilla,DPY27ZZ
1120,DPY37ZZ,Contact Radiation of Mandible,DPY37ZZ
1146,0QBS0ZX,"Excision of Coccyx, Open Approach, Diagnostic",0QBS0ZX
1147,0QBS0ZZ,"Excision of Coccyx, Open Approach",0QBS0ZZ
1148,0QBS3ZX,"Excision of Coccyx, Percutaneous Approach, Diagnostic",0QBS3ZX
1149,0QBS3ZZ,"Excision of Coccyx, Percutaneous Approach",0QBS3ZZ
1150,0QBS4ZX,"Excision of Coccyx, Percutaneous Endoscopic Approach, Diagnostic",0QBS4ZX
1151,0QBS4ZZ,"Excision of Coccyx, Percutaneous Endoscopic Approach",0QBS4ZZ
1152,0QTS0ZZ,"Resection of Coccyx, Open Approach",0QTS0ZZ
1165,0Q500ZZ,"Destruction of Lumbar Vertebra, Open Approach",0Q500ZZ
1166,0Q503ZZ,"Destruction of Lumbar Vertebra, Percutaneous Approach",0Q503ZZ
1167,0Q504ZZ,"Destruction of Lumbar Vertebra, Percutaneous Endoscopic Approach",0Q504ZZ
1168,0Q5S0ZZ,"Destruction of Coccyx, Open Approach",0Q5S0ZZ
1169,0Q5S3ZZ,"Destruction of Coccyx, Percutaneous Approach",0Q5S3ZZ
