,concept_code_y,concept_name_y,icd
109,0DB60ZX,"Excision of Stomach, Open Approach, Diagnostic",0DB60ZX
110,0DB63ZX,"Excision of Stomach, Percutaneous Approach, Diagnostic",0DB63ZX
111,0DB67ZX,"Excision of Stomach, Via Natural or Artificial Opening, Diagnostic",0DB67ZX
112,0DD63ZX,"Extraction of Stomach, Percutaneous Approach, Diagnostic",0DD63ZX
116,0DB44ZX,"Excision of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic",0DB44ZX
117,0DB48ZX,"Excision of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB48ZX
118,0DB64ZX,"Excision of Stomach, Percutaneous Endoscopic Approach, Diagnostic",0DB64ZX
119,0DB68ZX,"Excision of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB68ZX
120,0DB74ZX,"Excision of Stomach, Pylorus, Percutaneous Endoscopic Approach, Diagnostic",0DB74ZX
121,0DB78ZX,"Excision of Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB78ZX
133,0DD44ZX,"Extraction of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic",0DD44ZX
134,0DD48ZX,"Extraction of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD48ZX
135,0DD64ZX,"Extraction of Stomach, Percutaneous Endoscopic Approach, Diagnostic",0DD64ZX
136,0DD68ZX,"Extraction of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD68ZX
137,0DD74ZX,"Extraction of Stomach, Pylorus, Percutaneous Endoscopic Approach, Diagnostic",0DD74ZX
138,0DD78ZX,"Extraction of Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD78ZX
636,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
637,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
638,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
639,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
640,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
641,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
642,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
643,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
644,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
645,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
646,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
647,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
648,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
787,02H430Z,"Insertion of Pressure Sensor Monitoring Device into Coronary Vein, Percutaneous Approach",02H430Z
788,02H432Z,"Insertion of Monitoring Device into Coronary Vein, Percutaneous Approach",02H432Z
789,02H433Z,"Insertion of Infusion Device into Coronary Vein, Percutaneous Approach",02H433Z
790,02H43DZ,"Insertion of Intraluminal Device into Coronary Vein, Percutaneous Approach",02H43DZ
791,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach",02H43JZ
792,02H43KZ,"Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach",02H43KZ
793,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach",02H43MZ
794,02H43NZ,"Insertion of Intracardiac Pacemaker into Coronary Vein, Percutaneous Approach",02H43NZ
795,02H43YZ,"Insertion of Other Device into Coronary Vein, Percutaneous Approach",02H43YZ
796,02HA3QZ,"Insertion of Implantable Heart Assist System into Heart, Percutaneous Approach",02HA3QZ
797,02HA3RS,"Insertion of Biventricular Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RS
798,02HA3RZ,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RZ
799,02HA3YZ,"Insertion of Other Device into Heart, Percutaneous Approach",02HA3YZ
800,02UA37Z,"Supplement Heart with Autologous Tissue Substitute, Percutaneous Approach",02UA37Z
801,02UA38Z,"Supplement Heart with Zooplastic Tissue, Percutaneous Approach",02UA38Z
802,02UA3JZ,"Supplement Heart with Synthetic Substitute, Percutaneous Approach",02UA3JZ
803,02UA3KZ,"Supplement Heart with Nonautologous Tissue Substitute, Percutaneous Approach",02UA3KZ
804,3E070GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Open Approach",3E070GC
805,3E073GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Approach",3E073GC
806,3E074GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Endoscopic Approach",3E074GC
807,3E080GC,"Introduction of Other Therapeutic Substance into Heart, Open Approach",3E080GC
808,3E083GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Approach",3E083GC
809,3E084GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Endoscopic Approach",3E084GC
1033,BF45ZZZ,Ultrasonography of Liver,BF45ZZZ
1232,0N5B0ZZ,"Destruction of Nasal Bone, Open Approach",0N5B0ZZ
1233,0N5B3ZZ,"Destruction of Nasal Bone, Percutaneous Approach",0N5B3ZZ
1234,0N5B4ZZ,"Destruction of Nasal Bone, Percutaneous Endoscopic Approach",0N5B4ZZ
1235,0N5R0ZZ,"Destruction of Maxilla, Open Approach",0N5R0ZZ
1236,0N5R3ZZ,"Destruction of Maxilla, Percutaneous Approach",0N5R3ZZ
1237,0N5R4ZZ,"Destruction of Maxilla, Percutaneous Endoscopic Approach",0N5R4ZZ
1238,0N5T0ZZ,"Destruction of Right Mandible, Open Approach",0N5T0ZZ
1239,0N5T3ZZ,"Destruction of Right Mandible, Percutaneous Approach",0N5T3ZZ
1240,0N5T4ZZ,"Destruction of Right Mandible, Percutaneous Endoscopic Approach",0N5T4ZZ
1241,0N5V0ZZ,"Destruction of Left Mandible, Open Approach",0N5V0ZZ
1242,0N5V3ZZ,"Destruction of Left Mandible, Percutaneous Approach",0N5V3ZZ
1243,0N5V4ZZ,"Destruction of Left Mandible, Percutaneous Endoscopic Approach",0N5V4ZZ
1244,DPY27ZZ,Contact Radiation of Maxilla,DPY27ZZ
1245,DPY37ZZ,Contact Radiation of Mandible,DPY37ZZ
1274,09BP0ZX,"Excision of Accessory Sinus, Open Approach, Diagnostic",09BP0ZX
1275,09BP0ZZ,"Excision of Accessory Sinus, Open Approach",09BP0ZZ
1276,09BP3ZX,"Excision of Accessory Sinus, Percutaneous Approach, Diagnostic",09BP3ZX
1277,09BP3ZZ,"Excision of Accessory Sinus, Percutaneous Approach",09BP3ZZ
1278,09BP4ZX,"Excision of Accessory Sinus, Percutaneous Endoscopic Approach, Diagnostic",09BP4ZX
1279,09BP4ZZ,"Excision of Accessory Sinus, Percutaneous Endoscopic Approach",09BP4ZZ
1280,09TP0ZZ,"Resection of Accessory Sinus, Open Approach",09TP0ZZ
1281,09TP4ZZ,"Resection of Accessory Sinus, Percutaneous Endoscopic Approach",09TP4ZZ
1296,09BP8ZX,"Excision of Accessory Sinus, Via Natural or Artificial Opening Endoscopic, Diagnostic",09BP8ZX
1297,09BP8ZZ,"Excision of Accessory Sinus, Via Natural or Artificial Opening Endoscopic",09BP8ZZ
1298,09TP8ZZ,"Resection of Accessory Sinus, Via Natural or Artificial Opening Endoscopic",09TP8ZZ
1300,D917B6Z,Low Dose Rate (LDR) Brachytherapy of Sinuses using Cesium 131 (Cs-131),D917B6Z
1301,D917BB1,"Low Dose Rate (LDR) Brachytherapy of Sinuses using Palladium 103 (Pd-103), Unidirectional Source",D917BB1
1304,095P0ZZ,"Destruction of Accessory Sinus, Open Approach",095P0ZZ
1305,095P3ZZ,"Destruction of Accessory Sinus, Percutaneous Approach",095P3ZZ
1306,095P4ZZ,"Destruction of Accessory Sinus, Percutaneous Endoscopic Approach",095P4ZZ
1307,095Q0ZZ,"Destruction of Right Maxillary Sinus, Open Approach",095Q0ZZ
1308,095Q3ZZ,"Destruction of Right Maxillary Sinus, Percutaneous Approach",095Q3ZZ
1309,095Q4ZZ,"Destruction of Right Maxillary Sinus, Percutaneous Endoscopic Approach",095Q4ZZ
1310,095R0ZZ,"Destruction of Left Maxillary Sinus, Open Approach",095R0ZZ
1311,095R3ZZ,"Destruction of Left Maxillary Sinus, Percutaneous Approach",095R3ZZ
1312,095R4ZZ,"Destruction of Left Maxillary Sinus, Percutaneous Endoscopic Approach",095R4ZZ
1313,095S0ZZ,"Destruction of Right Frontal Sinus, Open Approach",095S0ZZ
1314,095S3ZZ,"Destruction of Right Frontal Sinus, Percutaneous Approach",095S3ZZ
1315,095S4ZZ,"Destruction of Right Frontal Sinus, Percutaneous Endoscopic Approach",095S4ZZ
1316,095T0ZZ,"Destruction of Left Frontal Sinus, Open Approach",095T0ZZ
1317,095T3ZZ,"Destruction of Left Frontal Sinus, Percutaneous Approach",095T3ZZ
1318,095T4ZZ,"Destruction of Left Frontal Sinus, Percutaneous Endoscopic Approach",095T4ZZ
1319,095U0ZZ,"Destruction of Right Ethmoid Sinus, Open Approach",095U0ZZ
1320,095U3ZZ,"Destruction of Right Ethmoid Sinus, Percutaneous Approach",095U3ZZ
1321,095U4ZZ,"Destruction of Right Ethmoid Sinus, Percutaneous Endoscopic Approach",095U4ZZ
1322,095V0ZZ,"Destruction of Left Ethmoid Sinus, Open Approach",095V0ZZ
1323,095V3ZZ,"Destruction of Left Ethmoid Sinus, Percutaneous Approach",095V3ZZ
1324,095V4ZZ,"Destruction of Left Ethmoid Sinus, Percutaneous Endoscopic Approach",095V4ZZ
1325,095W0ZZ,"Destruction of Right Sphenoid Sinus, Open Approach",095W0ZZ
1326,095W3ZZ,"Destruction of Right Sphenoid Sinus, Percutaneous Approach",095W3ZZ
1327,095W4ZZ,"Destruction of Right Sphenoid Sinus, Percutaneous Endoscopic Approach",095W4ZZ
1328,095X0ZZ,"Destruction of Left Sphenoid Sinus, Open Approach",095X0ZZ
1329,095X3ZZ,"Destruction of Left Sphenoid Sinus, Percutaneous Approach",095X3ZZ
1330,095X4ZZ,"Destruction of Left Sphenoid Sinus, Percutaneous Endoscopic Approach",095X4ZZ
1331,D91797Z,High Dose Rate (HDR) Brachytherapy of Sinuses using Cesium 137 (Cs-137),D91797Z
1332,D91798Z,High Dose Rate (HDR) Brachytherapy of Sinuses using Iridium 192 (Ir-192),D91798Z
