,concept_code_y,concept_name_y,icd
82,08T8XZZ,"Resection of Right Cornea, External Approach",08T8XZZ
83,08T9XZZ,"Resection of Left Cornea, External Approach",08T9XZZ
84,08B8XZX,"Excision of Right Cornea, External Approach, Diagnostic",08B8XZX
85,08B8XZZ,"Excision of Right Cornea, External Approach",08B8XZZ
86,08B9XZX,"Excision of Left Cornea, External Approach, Diagnostic",08B9XZX
87,08B9XZZ,"Excision of Left Cornea, External Approach",08B9XZZ
137,08TJ3ZZ,"Resection of Right Lens, Percutaneous Approach",08TJ3ZZ
138,08TK3ZZ,"Resection of Left Lens, Percutaneous Approach",08TK3ZZ
139,08BJ3ZX,"Excision of Right Lens, Percutaneous Approach, Diagnostic",08BJ3ZX
140,08BJ3ZZ,"Excision of Right Lens, Percutaneous Approach",08BJ3ZZ
141,08BK3ZX,"Excision of Left Lens, Percutaneous Approach, Diagnostic",08BK3ZX
142,08BK3ZZ,"Excision of Left Lens, Percutaneous Approach",08BK3ZZ
175,08BA0ZX,"Excision of Right Choroid, Open Approach, Diagnostic",08BA0ZX
176,08BA0ZZ,"Excision of Right Choroid, Open Approach",08BA0ZZ
177,08BA3ZX,"Excision of Right Choroid, Percutaneous Approach, Diagnostic",08BA3ZX
178,08BA3ZZ,"Excision of Right Choroid, Percutaneous Approach",08BA3ZZ
179,08BB0ZX,"Excision of Left Choroid, Open Approach, Diagnostic",08BB0ZX
180,08BB0ZZ,"Excision of Left Choroid, Open Approach",08BB0ZZ
181,08BB3ZX,"Excision of Left Choroid, Percutaneous Approach, Diagnostic",08BB3ZX
182,08BB3ZZ,"Excision of Left Choroid, Percutaneous Approach",08BB3ZZ
183,08BE3ZX,"Excision of Right Retina, Percutaneous Approach, Diagnostic",08BE3ZX
184,08BE3ZZ,"Excision of Right Retina, Percutaneous Approach",08BE3ZZ
185,08BF3ZX,"Excision of Left Retina, Percutaneous Approach, Diagnostic",08BF3ZX
186,08BF3ZZ,"Excision of Left Retina, Percutaneous Approach",08BF3ZZ
486,08Q23ZZ,"Repair Right Anterior Chamber, Percutaneous Approach",08Q23ZZ
487,08Q33ZZ,"Repair Left Anterior Chamber, Percutaneous Approach",08Q33ZZ
755,085SXZZ,"Destruction of Right Conjunctiva, External Approach",085SXZZ
756,085TXZZ,"Destruction of Left Conjunctiva, External Approach",085TXZZ
1582,08B6XZX,"Excision of Right Sclera, External Approach, Diagnostic",08B6XZX
1583,08B6XZZ,"Excision of Right Sclera, External Approach",08B6XZZ
1584,08B7XZX,"Excision of Left Sclera, External Approach, Diagnostic",08B7XZX
1585,08B7XZZ,"Excision of Left Sclera, External Approach",08B7XZZ
1748,B847ZZZ,Ultrasonography of Bilateral Eyes,B847ZZZ
2400,08RJ30Z,"Replacement of Right Lens with Intraocular Telescope, Percutaneous Approach",08RJ30Z
2401,08RK30Z,"Replacement of Left Lens with Intraocular Telescope, Percutaneous Approach",08RK30Z
2432,08B43ZX,"Excision of Right Vitreous, Percutaneous Approach, Diagnostic",08B43ZX
2433,08B53ZX,"Excision of Left Vitreous, Percutaneous Approach, Diagnostic",08B53ZX
3165,08BC3ZX,"Excision of Right Iris, Percutaneous Approach, Diagnostic",08BC3ZX
3166,08BD3ZX,"Excision of Left Iris, Percutaneous Approach, Diagnostic",08BD3ZX
3596,08Q8XZZ,"Repair Right Cornea, External Approach",08Q8XZZ
3597,08Q9XZZ,"Repair Left Cornea, External Approach",08Q9XZZ
3653,08QC3ZZ,"Repair Right Iris, Percutaneous Approach",08QC3ZZ
3654,08QD3ZZ,"Repair Left Iris, Percutaneous Approach",08QD3ZZ
