,concept_code_y,concept_name_y,opcs
54,H35.8,Other specified fixation of rectum for prolapse,H358
55,H35.9,Unspecified fixation of rectum for prolapse,H359
56,H35,Fixation of rectum for prolapse,H35
57,H36,Other abdominal operations for prolapse of rectum,H36
940,G72.2,Anastomosis of ileum to transverse colon,G722
999,H56.3,Incision of septum of anus,H563
1090,H33.5,Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel,H335
1325,U17.4,Barium enema,U174
1326,Y90.5,Barium enema NEC,Y905
1403,X65.4,Delivery of a fraction of external beam radiotherapy NEC,X654
1404,Y91.8,Other specified external beam radiotherapy,Y918
1405,Y91.9,Unspecified external beam radiotherapy,Y919
1936,A61.3,Radiotherapy to lesion of peripheral nerve,A613
1971,C24.2,Radiotherapy to lacrimal gland,C242
1983,C45.5,Radiotherapy to lesion of cornea,C455
1996,G02.4,Total oesophagectomy and interposition of microvascularly attached colon,G024
2008,G03.5,Partial oesophagectomy and interposition of microvascularly attached colon,G035
2032,G51.4,Bypass of duodenum by anastomosis of duodenum to colon,G514
2045,G58.3,Total jejunectomy and anastomosis of duodenum to colon,G583
2055,G71.3,Bypass of ileum by anastomosis of ileum to caecum,G713
2077,G71.4,Bypass of ileum by anastomosis of ileum to transverse colon,G714
2101,G72.1,Anastomosis of ileum to caecum,G721
2113,G82.1,Radiological reduction of intussusception of ileum using barium enema,G821
2140,H04.8,Other specified total excision of colon and rectum,H048
2141,H04.9,Unspecified total excision of colon and rectum,H049
2144,H04,Total excision of colon and rectum,H04
2166,H06.3,Extended right hemicolectomy and anastomosis NEC,H063
2167,H06.8,Other specified extended excision of right hemicolon,H068
2168,H06.9,Unspecified extended excision of right hemicolon,H069
2173,H06,Extended excision of right hemicolon,H06
2195,H06.2,Extended right hemicolectomy and anastomosis of ileum to colon,H062
2207,H07.1,Right hemicolectomy and end to end anastomosis of ileum to colon,H071
2220,H07.2,Right hemicolectomy and side to side anastomosis of ileum to transverse colon,H072
2230,H08.1,Transverse colectomy and end to end anastomosis,H081
2242,H08.2,Transverse colectomy and anastomosis of ileum to colon,H082
2254,H09.1,Left hemicolectomy and end to end anastomosis of colon to rectum,H091
2264,H09.2,Left hemicolectomy and end to end anastomosis of colon to colon,H092
2276,H10.1,Sigmoid colectomy and end to end anastomosis of ileum to rectum,H101
2288,H10.2,Sigmoid colectomy and anastomosis of colon to rectum,H102
2311,H12.8,Other specified extirpation of lesion of colon,H128
2312,H12.9,Unspecified extirpation of lesion of colon,H129
2313,H12,Extirpation of lesion of colon,H12
2753,H13.8,Other specified bypass of colon,H138
2754,H13.9,Unspecified bypass of colon,H139
2755,H13,Bypass of colon,H13
2766,H13.1,Bypass of colon by anastomosis of ileum to colon,H131
2789,H13.2,Bypass of colon by anastomosis of caecum to sigmoid colon,H132
2798,H13.3,Bypass of colon by anastomosis of transverse colon to sigmoid colon,H133
2808,H13.4,Bypass of colon by anastomosis of transverse colon to rectum,H134
2809,H13.5,Bypass of colon by anastomosis of colon to rectum NEC,H135
2820,H14.2,Refashioning of caecostomy,H142
2832,H15.6,Reduction of prolapse of colostomy,H156
2850,H17.6,Open relief of obstruction of colon NEC,H176
2851,H17.8,Other specified intra-abdominal manipulation of colon,H178
2852,H17.9,Unspecified intra-abdominal manipulation of colon,H179
2853,H17,Intra-abdominal manipulation of colon,H17
2866,H17.1,Open reduction of intussusception of colon,H171
2880,H17.2,Open reduction of volvulus of caecum,H172
2894,H17.3,Open reduction of volvulus of sigmoid colon,H173
2904,H17.5,Open relief of strangulation of colon,H175
2915,H18.1,Open colonoscopy,H181
2925,H19.1,Open biopsy of lesion of colon,H191
2933,H19.3,Enterorrhaphy of colon,H193
