,concept_code_y,concept_name_y,icd
47,14.53,Repair of retinal detachment with xenon arc photocoagulation,14.53
115,44.14,Closed [endoscopic] biopsy of stomach,44.14
592,36.14,(Aorto)coronary bypass of four or more coronary arteries,36.14
626,48.76,Other proctopexy,48.76
679,34.83,Closure of fistula of diaphragm,34.83
3367,22.6,Other nasal sinusectomy,22.6
3368,22.60,"Sinusectomy, not otherwise specified",22.60
3369,22.62,Excision of lesion of maxillary sinus with other approach,22.62
3617,45.33,"Local excision of lesion or tissue of small intestine, except duodenum",45.33
3618,45.6,Other excision of small intestine,45.6
4004,55.32,Open ablation of renal lesion or tissue,55.32
4005,55.33,Percutaneous ablation of renal lesion or tissue,55.33
4006,55.35,Other and unspecified ablation of renal lesion or tissue,55.35
4663,12.87,Scleral reinforcement with graft,12.87
6039,18.3,Other excision of external ear,18.3
6040,18.39,Other excision of external ear,18.39
6318,34.81,Excision of lesion or tissue of diaphragm,34.81
6345,95.26,"Tonography, provocative tests, and other glaucoma testing",95.26
6433,33.23,Other bronchoscopy,33.23
6533,66.32,Other bilateral ligation and division of fallopian tubes,66.32
6625,67.11,Endocervical biopsy,67.11
6658,51.32,Anastomosis of gallbladder to intestine,51.32
6891,94.26,Subconvulsive electroshock therapy,94.26
6912,00.66,Percutaneous transluminal coronary angioplasty [PTCA],00.66
7027,42.62,Antesternal esophagogastrostomy,42.62
7576,35.71,Other and unspecified repair of atrial septal defect,35.71
7616,35.01,"Closed heart valvotomy, aortic valve",35.01
7669,27.61,Suture of laceration of palate,27.61
7715,29.53,Closure of other fistula of pharynx,29.53
7757,45.94,Large-to-large intestinal anastomosis,45.94
7774,46.75,Suture of laceration of large intestine,46.75
7814,48.75,Abdominal proctopexy,48.75
7856,07.51,Exploration of pineal field,07.51
7879,57.6,Partial cystectomy,57.6
7967,69.4,Uterine repair,69.4
7968,69.49,Other repair of uterus,69.49
7969,75.5,Repair of current obstetric laceration of uterus,75.5
8113,73.51,Manual rotation of fetal head,73.51
8139,02.31,Ventricular shunt to structure in head and neck,02.31
8152,08.01,Incision of lid margin,08.01
8201,10.42,Reconstruction of conjunctival cul-de-sac with free graft,10.42
8213,08.92,Cryosurgical epilation of eyelid,08.92
8252,14.34,Repair of retinal tear by laser photocoagulation,14.34
8392,87.76,Retrograde cystourethrogram,87.76
8430,57.93,Control of (postoperative) hemorrhage of bladder,57.93
8490,24.91,Extension or deepening of buccolabial or lingual sulcus,24.91
8956,69.0,Dilation and curettage of uterus,69.0
