,concept_code_y,concept_name_y,opcs
17,C81.1,Xenon photocoagulation of retina for detachment,C811
71,C57.3,Graft to sclera,C573
368,C01.8,Other specified excision of eye,C018
369,C01.9,Unspecified excision of eye,C019
371,C01,Excision of eye,C01
418,C47.8,Other specified closure of cornea,C478
419,C47.9,Unspecified closure of cornea,C479
420,C47,Closure of cornea,C47
606,C71.8,Other specified extracapsular extraction of lens,C718
607,C71.9,Unspecified extracapsular extraction of lens,C719
608,C71,Extracapsular extraction of lens,C71
700,C66.1,Excision of ciliary body,C661
727,C39.8,Other specified extirpation of lesion of conjunctiva,C398
728,C39.9,Unspecified extirpation of lesion of conjunctiva,C399
729,C39,Extirpation of lesion of conjunctiva,C39
856,C46.1,Refractive keratoplasty,C461
885,C01.2,Enucleation of eye,C012
895,C39.3,Cryotherapy to lesion of conjunctiva,C393
907,C39.4,Curettage of lesion of conjunctiva,C394
916,C39.5,Radiotherapy to lesion of conjunctiva,C395
924,C40.1,Mucosal graft to conjunctiva,C401
932,C40.2,Amniotic graft to conjunctiva,C402
941,C40.3,Sliding graft to conjunctiva,C403
952,C43.2,Biopsy of lesion of conjunctiva,C432
963,C43.5,Exploration of conjunctiva,C435
975,C43.6,Creation of hood of conjunctiva,C436
989,C45.1,Superficial keratectomy,C451
1006,C45.3,Cauterisation of lesion of cornea,C453
1018,C45.5,Radiotherapy to lesion of cornea,C455
1028,C45.7,Debridement of lesion of cornea,C457
1044,C44.8,Other specified other plastic operations on cornea,C448
1045,C44.9,Unspecified other plastic operations on cornea,C449
1046,C44,Other plastic operations on cornea,C44
1047,C46,Plastic operations on cornea,C46
1055,C49.1,Section of cornea,C491
1066,C49.2,Trephine of cornea,C492
1076,C51.1,Biopsy of lesion of cornea,C511
1085,C51.3,Exploration of cornea,C513
1095,C53.1,Punch resection of sclera,C531
1105,C53.3,Cauterisation of lesion of sclera,C533
1118,C54.1,Overlay scleroplasty,C541
1128,C54.2,Imbrication of sclera,C542
1163,C55.8,Other specified incision of sclera,C558
1164,C55.9,Unspecified incision of sclera,C559
1165,C60.2,Inclusion of iris,C602
1166,C55,Incision of sclera,C55
1176,C57.1,Biopsy of lesion of sclera,C571
1189,C57.4,Suture of sclera,C574
1199,C60.3,Fixation of iris,C603
1215,C61.1,Laser trabeculoplasty,C611
1225,C64.4,Biopsy of lesion of iris,C644
1237,C64.6,Stretching of iris,C646
1266,C66.5,Destruction of ciliary body NEC,C665
1267,C66.8,Other specified extirpation of ciliary body,C668
1268,C66.9,Unspecified extirpation of ciliary body,C669
1269,C66,Extirpation of ciliary body,C66
1278,C66.2,Cauterisation of ciliary body,C662
1287,C69.1,Reformation of anterior chamber of eye,C691
1312,C72.8,Other specified intracapsular extraction of lens,C728
1313,C72.9,Unspecified intracapsular extraction of lens,C729
1314,C72,Intracapsular extraction of lens,C72
1328,C72.1,Forceps extraction of lens,C721
1342,C72.3,Cryoextraction of lens,C723
1353,C73.2,Capsulotomy of anterior lens capsule,C732
1363,C73.3,Capsulotomy of posterior lens capsule,C733
1386,C74.3,Mechanical lensectomy,C743
1399,C75.2,Revision of prosthetic replacement for lens,C752
1409,C77.3,Biopsy of lesion of lens,C773
1438,C79.1,Vitrectomy using anterior approach,C791
1448,C82.2,Cryotherapy to lesion of retina,C822
1457,C84.1,Epiretinal dissection,C841
1472,C84.2,Excision of lesion of retina NEC,C842
1482,C84.3,Biopsy of lesion of retina,C843
1517,C54.3,Buckling of sclera and implant HFQ,C543
1559,C52.8,Other specified excision of sclera,C528
1560,C52.9,Unspecified excision of sclera,C529
1561,C52,Excision of sclera,C52
1778,C59.1,Iridocyclectomy,C591
2215,C62.4,Correction iridodialysis NEC,C624
2449,C81.8,Other specified photocoagulation of retina for detachment,C818
2450,C81.9,Unspecified photocoagulation of retina for detachment,C819
2529,C80.6,Removal of subretinal membrane NEC,C806
2541,C84.6,Retinotomy NEC,C846
3063,C45.6,Destruction of lesion of cornea NEC,C456
3064,C45,Extirpation of lesion of cornea,C45
3109,C59.2,Surgical iridectomy,C592
3126,C61.3,Goniotomy,C613
3140,C61.4,Goniopuncture,C614
3151,C62.2,Surgical iridotomy,C622
3160,C71.1,Simple linear extraction of lens,C711
3172,C82.1,Cauterisation of lesion of retina,C821
3208,C54.5,Buckling of sclera NEC,C545
3209,C54.8,Other specified buckling operations for attachment of retina,C548
3210,C54.9,Unspecified buckling operations for attachment of retina,C549
3211,C54,Buckling operations for attachment of retina,C54
3446,C44.3,Endothelial graft to cornea,C443
3497,C60.4,Iridoplasty NEC,C604
3760,C54.4,Buckling of sclera and local or encircling explant HFQ,C544
3786,C80.3,Delamination of epiretinal fibrovascular membrane,C803
3802,C80.4,Segmentation of epiretinal fibrovascular membrane,C804
