,concept_code_y,concept_name_y,opcs
530,H35.8,Other specified fixation of rectum for prolapse,H358
531,H35.9,Unspecified fixation of rectum for prolapse,H359
532,H35,Fixation of rectum for prolapse,H35
533,H36,Other abdominal operations for prolapse of rectum,H36
547,T16.3,Closure of fistula of diaphragm,T163
578,K41.3,Autograft replacement of three coronary arteries NEC,K413
665,F42.4,Photography of mouth,F424
963,G82.5,Radiological reduction of intussusception of ileum using air enema,G825
974,G20.1,Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus,G201
984,D06.5,Flap of skin to external ear,D065
992,E66.1,Flap of skin to external nose,E661
1000,E09.7,Graft of skin to external nose,E097
1017,F45.5,Destruction of lesion of salivary gland,F455
1066,U20.2,Transoesophageal echocardiography,U202
2367,E17.1,Excision of nasal sinus NEC,E171
2896,M02.5,Nephrectomy NEC,M025
3069,M34.3,Cystectomy NEC,M343
3439,C57.3,Graft to sclera,C573
3978,A47.8,Other specified other destruction of spinal cord,A478
3979,A47.9,Unspecified other destruction of spinal cord,A479
3980,A47,Other destruction of spinal cord,A47
4530,D01.8,Other specified excision of external ear,D018
4531,D01.9,Unspecified excision of external ear,D019
4532,D01,Excision of external ear,D01
4809,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
4810,V27.2,Primary decompression of spinal cord NEC,V272
4811,V27.3,Revisional decompression of spinal cord NEC,V273
4812,V27.8,Other specified decompression operations on unspecified spine,V278
4813,V27.9,Unspecified decompression operations on unspecified spine,V279
4818,V27,Decompression operations on unspecified spine,V27
5092,F44.2,Partial excision of parotid gland,F442
5442,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
5444,K10,Repair of defect of interatrial septum,K10
5456,K32.2,Closed aortic valvotomy,K322
5630,F44.5,Excision of sublingual gland,F445
5691,M35.8,Other specified partial excision of bladder,M358
5692,M35.9,Unspecified partial excision of bladder,M359
5693,M35,Partial excision of bladder,M35
5853,Q09.5,Metroplasty,Q095
5896,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
