,concept_code_y,concept_name_y,opcs
626,M23.8,Other specified incision of ureter,M238
627,M23.9,Unspecified incision of ureter,M239
628,M23,Incision of ureter,M23
641,T16.3,Closure of fistula of diaphragm,T163
685,K41.3,Autograft replacement of three coronary arteries NEC,K413
784,F42.4,Photography of mouth,F424
1133,S07.2,Photodynamic laser therapy to lesion of skin,S072
1142,O17.6,Remanipulation of fracture of bone and fixation using plate,O176
1151,D06.5,Flap of skin to external ear,D065
1159,E66.1,Flap of skin to external nose,E661
1167,E09.7,Graft of skin to external nose,E097
1184,F45.5,Destruction of lesion of salivary gland,F455
1293,U20.2,Transoesophageal echocardiography,U202
2690,E17.1,Excision of nasal sinus NEC,E171
3111,M02.5,Nephrectomy NEC,M025
3263,M18.8,Other specified excision of ureter,M188
3264,M18.9,Unspecified excision of ureter,M189
3265,M18,Excision of ureter,M18
3397,M34.3,Cystectomy NEC,M343
3544,M72.2,Urethrectomy NEC,M722
3545,M72.8,Other specified excision of urethra,M728
3546,M72.9,Unspecified excision of urethra,M729
3547,M72,Excision of urethra,M72
3732,N30.6,Manual reduction of prepuce,N306
3979,C57.3,Graft to sclera,C573
4565,A47.8,Other specified other destruction of spinal cord,A478
4566,A47.9,Unspecified other destruction of spinal cord,A479
4567,A47,Other destruction of spinal cord,A47
5179,D01.8,Other specified excision of external ear,D018
5180,D01.9,Unspecified excision of external ear,D019
5181,D01,Excision of external ear,D01
5505,V27.1,Primary decompression of spinal cord and fusion of joint of spine NEC,V271
5506,V27.2,Primary decompression of spinal cord NEC,V272
5507,V27.3,Revisional decompression of spinal cord NEC,V273
5508,V27.8,Other specified decompression operations on unspecified spine,V278
5509,V27.9,Unspecified decompression operations on unspecified spine,V279
5514,V27,Decompression operations on unspecified spine,V27
5632,X19.1,Reduction of Sprengel deformity,X191
5970,F44.2,Partial excision of parotid gland,F442
6398,V52.2,Destruction of intervertebral disc NEC,V522
6637,K13.4,Percutaneous transluminal repair of defect of interatrial septum NEC,K134
6639,K10,Repair of defect of interatrial septum,K10
6651,K32.2,Closed aortic valvotomy,K322
6881,F44.5,Excision of sublingual gland,F445
6942,M35.8,Other specified partial excision of bladder,M358
6943,M35.9,Unspecified partial excision of bladder,M359
6944,M35,Partial excision of bladder,M35
7168,Q09.5,Metroplasty,Q095
7230,A75.5,Excision of splanchnic sympathetic nerve,A755
7261,C18.4,Correction of ptosis of eyelid using superior rectus muscle technique,C184
7338,D01.1,Total excision of external ear,D011
7421,G23.8,Other specified repair of diaphragmatic hernia,G238
7422,G23.9,Unspecified repair of diaphragmatic hernia,G239
7423,G23,Repair of diaphragmatic hernia,G23
7648,F11.4,Vestibuloplasty of mouth,F114
8504,N20.4,Vasotomy,N204
8760,T11.1,Diagnostic endoscopic examination of pleura and biopsy of lesion of pleura,T111
8903,Q07.8,Other specified abdominal excision of uterus,Q078
8904,Q07.9,Unspecified abdominal excision of uterus,Q079
8905,Q07,Abdominal excision of uterus,Q07
8932,Q07.4,Total abdominal hysterectomy NEC,Q074
9027,Q43.1,Excision of wedge of ovary,Q431
9319,W31.8,Other specified other autograft of bone,W318
9320,W31.9,Unspecified other autograft of bone,W319
9336,W32.2,Allograft of bone NEC,W322
9601,Q30.8,Other specified other repair of fallopian tube,Q308
9602,Q30.9,Unspecified other repair of fallopian tube,Q309
9771,W17.4,Shortening of bone,W174
9852,W28.1,Application of internal fixation to bone NEC,W281
9853,W28.8,Other specified other internal fixation of bone,W288
9854,W28.9,Unspecified other internal fixation of bone,W289
9855,W65.4,Primary open reduction of fracture dislocation of joint and internal fixation NEC,W654
9856,W68.1,Open reduction of injury to growth plate and internal fixation HFQ,W681
9857,W28,Other internal fixation of bone,W28
10027,N13.4,Biopsy of testis,N134
10098,E44.1,Excision of carina,E441
10163,J04.8,Other specified repair of liver,J048
10164,J04.9,Unspecified repair of liver,J049
10166,J04,Repair of liver,J04
10177,K45,Connection of thoracic artery to coronary artery,K45
12096,E01.8,Other specified excision of nose,E018
12097,E01.9,Unspecified excision of nose,E019
12098,E01,Excision of nose,E01
12312,E31.8,Other specified reconstruction of larynx,E318
12313,E31.9,Unspecified reconstruction of larynx,E319
12314,E31,Reconstruction of larynx,E31
12629,E40.1,Reconstruction of trachea and anastomosis HFQ,E401
12630,E40.3,Reconstruction of trachea NEC,E403
12868,E54.8,Other specified excision of lung,E548
12869,E54.9,Unspecified excision of lung,E549
12871,E54,Excision of lung,E54
13758,F04.8,Other specified other reconstruction of lip,F048
13759,F04.9,Unspecified other reconstruction of lip,F049
13760,F04,Other reconstruction of lip,F04
13821,F40.8,Other specified other repair of other part of mouth,F408
13822,F40.9,Unspecified other repair of other part of mouth,F409
13823,F40,Other repair of other part of mouth,F40
14186,E20.1,Total adenoidectomy,E201
14285,F36.1,Destruction of tonsil,F361
14365,M22.1,Suture of ureter,M221
14521,N06.3,Orchidectomy NEC,N063
14522,N06.8,Other specified other excision of testis,N068
14523,N06.9,Unspecified other excision of testis,N069
14526,N06,Other excision of testis,N06
14681,N17.8,Other specified excision of vas deferens,N178
14682,N17.9,Unspecified excision of vas deferens,N179
14683,N17,Excision of vas deferens,N17
14711,N01.1,Excision of scrotum,N011
14776,N18.2,Suture of vas deferens NEC,N182
14805,N03.6,Reconstruction of scrotum,N036
14850,N01.8,Other specified extirpation of scrotum,N018
14851,N01.9,Unspecified extirpation of scrotum,N019
14981,Q01.8,Other specified excision of cervix uteri,Q018
14982,Q01.9,Unspecified excision of cervix uteri,Q019
14983,Q01,Excision of cervix uteri,Q01
15142,R30.1,Repositioning of inverted delivered uterus,R301
15220,Q23.3,Unilateral salpingectomy NEC,Q233
15221,Q23.4,Salpingectomy of remaining solitary fallopian tube NEC,Q234
15222,Q24.2,Salpingectomy NEC,Q242
15259,Q39.8,Other specified diagnostic endoscopic examination of fallopian tube,Q398
15260,Q39.9,Unspecified diagnostic endoscopic examination of fallopian tube,Q399
15261,Q39,Diagnostic endoscopic examination of fallopian tube,Q39
15359,Q30.1,Reconstruction of fallopian tube,Q301
15617,C01.8,Other specified excision of eye,C018
15618,C01.9,Unspecified excision of eye,C019
15620,C01,Excision of eye,C01
15784,C47.8,Other specified closure of cornea,C478
15785,C47.9,Unspecified closure of cornea,C479
15786,C47,Closure of cornea,C47
15951,D03.2,Reconstruction of external ear NEC,D032
16541,S37.3,Xenograft of skin to head or neck,S373
16556,S37.4,Xenograft of skin NEC,S374
16617,K11.3,Repair of defect of interventricular septum using tissue graft NEC,K113
17049,C17.1,Suture of eyelid,C171
17086,N07.2,Destruction of lesion of testis,N072
17111,X22.1,Open reduction of congenital deformity of hip,X221
17141,D28.1,Biopsy of lesion of ear NEC,D281
17992,K32.3,Closed tricuspid valvotomy,K323
18117,F55.2,Dilation of submandibular duct,F552
18269,F44.1,Total excision of parotid gland,F441
18503,E03.6,Septoplasty of nose NEC,E036
18697,A10.1,Leucotomy NEC,A101
18759,C34.7,Tenotomy of combinations of muscles of eye,C347
18784,C71.8,Other specified extracapsular extraction of lens,C718
18785,C71.9,Unspecified extracapsular extraction of lens,C719
18786,C71,Extracapsular extraction of lens,C71
19087,K48.3,Open angioplasty of coronary artery,K483
19109,A01.1,Hemispherectomy,A011
19123,M25.1,Excision of ureterocele,M251
19196,N20.5,Vasography,N205
19277,M43.3,Endoscopic overdistension of bladder NEC,M433
19428,V45.3,Manipulative reduction of fracture of spine,V453
19429,V45.8,Other specified other reduction of fracture of spine,V458
19430,V45.9,Unspecified other reduction of fracture of spine,V459
19578,S60.7,Epilation NEC,S607
19696,Q45.8,Other specified repair of ovary,Q458
19697,Q45.9,Unspecified repair of ovary,Q459
19698,Q45,Repair of ovary,Q45
19782,U30.1,Tilt table testing,U301
19910,W16.2,Multiple osteotomy and external fixation HFQ,W162
19911,W16.3,Multiple osteotomy NEC,W163
19912,W16.5,Osteotomy and external fixation NEC,W165
19913,W16.8,Other specified other division of bone,W168
19914,W16.9,Unspecified other division of bone,W169
19944,M37.4,Closure of exstrophy,M374
20002,M05.3,Nephropexy,M053
20034,U54.2,Delivery of rehabilitation for respiratory disorders,U542
20097,A27.1,Extracranial truncal vagotomy,A271
20230,C66.1,Excision of ciliary body,C661
20296,H56.3,Incision of septum of anus,H563
20314,W07.3,Excision of intramuscular ectopic bone,W073
20365,L85.8,Other specified ligation of varicose vein of leg,L858
20366,L85.9,Unspecified ligation of varicose vein of leg,L859
20368,L85,Ligation of varicose vein of leg,L85
20401,N30.4,Dorsal slit of prepuce,N304
20450,C39.8,Other specified extirpation of lesion of conjunctiva,C398
20451,C39.9,Unspecified extirpation of lesion of conjunctiva,C399
20452,C39,Extirpation of lesion of conjunctiva,C39
20636,E25.2,Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC,E252
23031,M79.6,Urethrography ascending NEC,M796
23032,M79.7,Urethrography descending NEC,M797
23134,F48.4,Sialography,F484
23931,R36.2,Viability scan,R362
23981,U12.4,Ultrasound of bladder,U124
24004,C05.1,Reconstruction of cavity of orbit,C051
24181,X23.2,Correction of pseudoarthrosis of tibia,X232
24239,A01.8,Other specified major excision of tissue of brain,A018
24240,A01.9,Unspecified major excision of tissue of brain,A019
24241,A01,Major excision of tissue of brain,A01
24249,A01.2,Total lobectomy of brain,A012
24259,A02.1,Excision of lesion of tissue of frontal lobe of brain,A021
24269,A02.2,Excision of lesion of tissue of temporal lobe of brain,A022
24279,A02.3,Excision of lesion of tissue of parietal lobe of brain,A023
24289,A02.4,Excision of lesion of tissue of occipital lobe of brain,A024
24299,A02.5,Excision of lesion of tissue of cerebellum,A025
24319,A03.8,Other specified stereotactic ablation of tissue of brain,A038
24320,A03.9,Unspecified stereotactic ablation of tissue of brain,A039
24321,A03,Stereotactic ablation of tissue of brain,A03
24333,P30,Other repair of vault of vagina,P30
