,concept_code_y,concept_name_y,icd
40,12.87,Scleral reinforcement with graft,12.87
245,88.82,Ocular thermography,88.82
455,12.83,"Revision of operative wound of anterior segment, not elsewhere classified",12.83
486,13.5,Other extracapsular extraction of lens,13.5
487,13.59,Other extracapsular extraction of lens,13.59
562,10.32,Destruction of lesion of conjunctiva,10.32
563,10.33,Other destructive procedures on conjunctiva,10.33
602,89.11,Tonometry,89.11
704,16.4,Enucleation of eyeball,16.4
705,16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,16.41
706,16.42,Enucleation of eyeball with other synchronous implant,16.42
707,16.49,Other enucleation of eyeball,16.49
1109,13.1,Intracapsular extraction of lens,13.1
1110,13.19,Other intracapsular extraction of lens,13.19
1234,14.71,"Removal of vitreous, anterior approach",14.71
1315,14.41,Scleral buckling with implant,14.41
1434,13.64,Discission of secondary membrane [after cataract],13.64
1446,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
1477,95.13,Ultrasound study of eye,95.13
1508,95.11,Fundus photography,95.11
1598,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
1822,12.39,Other iridoplasty,12.39
2515,12.22,Biopsy of iris,12.22
2554,11.21,Scraping of cornea for smear or culture,11.21
2645,14.49,Other scleral buckling,14.49
2867,11.5,Repair of cornea,11.5
2868,11.59,Other repair of cornea,11.59
2891,11.7,Other reconstructive and refractive surgery on cornea,11.7
2892,11.79,Other reconstructive and refractive surgery on cornea,11.79
2941,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
3021,10.21,Biopsy of conjunctiva,10.21
3421,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
3455,10.44,Other free graft to conjunctiva,10.44
3526,12.73,Cyclophotocoagulation,12.73
3580,12.53,Goniotomy with goniopuncture,12.53
3601,12.52,Goniotomy without goniopuncture,12.52
3620,12.71,Cyclodiathermy,12.71
3688,12.74,"Diminution of ciliary body, not otherwise specified",12.74
3737,12.82,Repair of scleral fistula,12.82
3747,12.91,Therapeutic evacuation of anterior chamber,12.91
3763,12.14,Other iridectomy,12.14
3858,16.82,Repair of rupture of eyeball,16.82
3890,16.3,Evisceration of eyeball,16.3
3891,16.39,Other evisceration of eyeball,16.39
3909,16.93,"Excision of lesion of eye, unspecified structure",16.93
3964,12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",12.40
4025,12.12,Other iridotomy,12.12
4147,95.25,Electromyogram of eye [EMG],95.25
4158,10.43,Other reconstruction of conjunctival cul-de-sac,10.43
4169,11.74,Thermokeratoplasty,11.74
4217,10.31,Excision of lesion or tissue of conjunctiva,10.31
4263,11.3,Excision of pterygium,11.3
4264,11.39,Other excision of pterygium,11.39
4524,12.21,Diagnostic aspiration of anterior chamber of eye,12.21
4589,11.32,Excision of pterygium with corneal graft,11.32
5564,14.73,Mechanical vitrectomy by anterior approach,14.73
5821,12.54,Trabeculotomy ab externo,12.54
5844,11.22,Biopsy of cornea,11.22
5867,13.71,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",13.71
5953,12.63,Iridencleisis and iridotasis,12.63
5962,12.35,Coreoplasty,12.35
6054,12.42,Excision of lesion of iris,12.42
6109,96.51,Irrigation of eye,96.51
6171,11.75,Radial keratotomy,11.75
6205,16.21,Ophthalmoscopy,16.21
6319,14.51,Repair of retinal detachment with diathermy,14.51
6339,10.6,Repair of laceration of conjunctiva,10.6
6371,11.43,Cryotherapy of corneal lesion,11.43
6431,14.74,Other mechanical vitrectomy,14.74
6457,11.6,Corneal transplant,11.6
6458,11.60,"Corneal transplant, not otherwise specified",11.60
6459,11.62,Other lamellar keratoplasty,11.62
6460,11.64,Other penetrating keratoplasty,11.64
6461,11.69,Other corneal transplant,11.69
6589,11.1,Incision of cornea,11.1
6704,14.35,Repair of retinal tear by photocoagulation of unspecified type,14.35
6716,13.11,Intracapsular extraction of lens by temporal inferior route,13.11
6748,11.51,Suture of corneal laceration,11.51
6759,13.2,Extracapsular extraction of lens by linear extraction technique,13.2
6835,12.85,Repair of scleral staphyloma with graft,12.85
6887,12.72,Cyclocryotherapy,12.72
6971,10.1,Other incision of conjunctiva,10.1
7017,12.41,"Destruction of lesion of iris, nonexcisional",12.41
7101,12.81,Suture of laceration of sclera,12.81
7160,14.72,Other removal of vitreous,14.72
7233,10.4,Conjunctivoplasty,10.4
7236,10.49,Other conjunctivoplasty,10.49
7362,14.52,Repair of retinal detachment with cryotherapy,14.52
7602,11.31,Transposition of pterygium,11.31
7616,12.88,Other scleral reinforcement,12.88
7661,12.93,Removal or destruction of epithelial downgrowth from anterior chamber,12.93
7668,12.86,Other repair of scleral staphyloma,12.86
7778,12.5,Facilitation of intraocular circulation,12.5
7779,12.59,Other facilitation of intraocular circulation,12.59
7822,12.44,Excision of lesion of ciliary body,12.44
7857,14.4,Repair of retinal detachment with scleral buckling and implant,14.4
7858,14.5,Other repair of retinal detachment,14.5
7859,14.59,Other repair of retinal detachment,14.59
7942,12.66,Postoperative revision of scleral fistulization procedure,12.66
