,concept_code_y,concept_name_y,opcs
54,H35.8,Other specified fixation of rectum for prolapse,H358
55,H35.9,Unspecified fixation of rectum for prolapse,H359
56,H35,Fixation of rectum for prolapse,H35
57,H36,Other abdominal operations for prolapse of rectum,H36
1272,G72.2,Anastomosis of ileum to transverse colon,G722
1427,Y89,Brachytherapy,Y89
1460,H56.3,Incision of septum of anus,H563
2662,H33.5,Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel,H335
2897,U17.4,Barium enema,U174
2898,Y90.5,Barium enema NEC,Y905
2975,X65.4,Delivery of a fraction of external beam radiotherapy NEC,X654
2976,Y91.8,Other specified external beam radiotherapy,Y918
2977,Y91.9,Unspecified external beam radiotherapy,Y919
4027,A61.3,Radiotherapy to lesion of peripheral nerve,A613
4062,C24.2,Radiotherapy to lacrimal gland,C242
4074,C45.5,Radiotherapy to lesion of cornea,C455
4087,G02.4,Total oesophagectomy and interposition of microvascularly attached colon,G024
4099,G03.5,Partial oesophagectomy and interposition of microvascularly attached colon,G035
4123,G51.4,Bypass of duodenum by anastomosis of duodenum to colon,G514
4136,G58.3,Total jejunectomy and anastomosis of duodenum to colon,G583
4146,G71.3,Bypass of ileum by anastomosis of ileum to caecum,G713
4168,G71.4,Bypass of ileum by anastomosis of ileum to transverse colon,G714
4192,G72.1,Anastomosis of ileum to caecum,G721
4204,G82.1,Radiological reduction of intussusception of ileum using barium enema,G821
4231,H04.8,Other specified total excision of colon and rectum,H048
4232,H04.9,Unspecified total excision of colon and rectum,H049
4235,H04,Total excision of colon and rectum,H04
4257,H06.3,Extended right hemicolectomy and anastomosis NEC,H063
4258,H06.8,Other specified extended excision of right hemicolon,H068
4259,H06.9,Unspecified extended excision of right hemicolon,H069
4264,H06,Extended excision of right hemicolon,H06
4286,H06.2,Extended right hemicolectomy and anastomosis of ileum to colon,H062
4298,H07.1,Right hemicolectomy and end to end anastomosis of ileum to colon,H071
4311,H07.2,Right hemicolectomy and side to side anastomosis of ileum to transverse colon,H072
4321,H08.1,Transverse colectomy and end to end anastomosis,H081
4333,H08.2,Transverse colectomy and anastomosis of ileum to colon,H082
4345,H09.1,Left hemicolectomy and end to end anastomosis of colon to rectum,H091
4355,H09.2,Left hemicolectomy and end to end anastomosis of colon to colon,H092
4367,H10.1,Sigmoid colectomy and end to end anastomosis of ileum to rectum,H101
4379,H10.2,Sigmoid colectomy and anastomosis of colon to rectum,H102
4402,H12.8,Other specified extirpation of lesion of colon,H128
4403,H12.9,Unspecified extirpation of lesion of colon,H129
4404,H12,Extirpation of lesion of colon,H12
4844,H13.8,Other specified bypass of colon,H138
4845,H13.9,Unspecified bypass of colon,H139
4846,H13,Bypass of colon,H13
4857,H13.1,Bypass of colon by anastomosis of ileum to colon,H131
4880,H13.2,Bypass of colon by anastomosis of caecum to sigmoid colon,H132
4889,H13.3,Bypass of colon by anastomosis of transverse colon to sigmoid colon,H133
4899,H13.4,Bypass of colon by anastomosis of transverse colon to rectum,H134
4900,H13.5,Bypass of colon by anastomosis of colon to rectum NEC,H135
4911,H14.2,Refashioning of caecostomy,H142
4923,H15.6,Reduction of prolapse of colostomy,H156
4941,H17.6,Open relief of obstruction of colon NEC,H176
4942,H17.8,Other specified intra-abdominal manipulation of colon,H178
4943,H17.9,Unspecified intra-abdominal manipulation of colon,H179
4944,H17,Intra-abdominal manipulation of colon,H17
4957,H17.1,Open reduction of intussusception of colon,H171
4971,H17.2,Open reduction of volvulus of caecum,H172
4985,H17.3,Open reduction of volvulus of sigmoid colon,H173
4995,H17.5,Open relief of strangulation of colon,H175
5006,H18.1,Open colonoscopy,H181
5016,H19.1,Open biopsy of lesion of colon,H191
