,concept_code_y,concept_name_y,icd
153,0D5V0ZZ,"Destruction of Mesentery, Open Approach",0D5V0ZZ
154,0D5V3ZZ,"Destruction of Mesentery, Percutaneous Approach",0D5V3ZZ
155,0D5V4ZZ,"Destruction of Mesentery, Percutaneous Endoscopic Approach",0D5V4ZZ
258,0U5F0ZZ,"Destruction of Cul-de-sac, Open Approach",0U5F0ZZ
259,0U5F3ZZ,"Destruction of Cul-de-sac, Percutaneous Approach",0U5F3ZZ
260,0U5F4ZZ,"Destruction of Cul-de-sac, Percutaneous Endoscopic Approach",0U5F4ZZ
261,0U5F7ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening",0U5F7ZZ
262,0U5F8ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening Endoscopic",0U5F8ZZ
421,0DBU0ZX,"Excision of Omentum, Open Approach, Diagnostic",0DBU0ZX
422,0DBU3ZX,"Excision of Omentum, Percutaneous Approach, Diagnostic",0DBU3ZX
423,0DBU4ZX,"Excision of Omentum, Percutaneous Endoscopic Approach, Diagnostic",0DBU4ZX
548,0D5W0ZZ,"Destruction of Peritoneum, Open Approach",0D5W0ZZ
557,0D5U0ZZ,"Destruction of Omentum, Open Approach",0D5U0ZZ
569,0D5U3ZZ,"Destruction of Omentum, Percutaneous Approach",0D5U3ZZ
570,0D5U4ZZ,"Destruction of Omentum, Percutaneous Endoscopic Approach",0D5U4ZZ
1230,0DBW0ZX,"Excision of Peritoneum, Open Approach, Diagnostic",0DBW0ZX
1231,0DBW3ZX,"Excision of Peritoneum, Percutaneous Approach, Diagnostic",0DBW3ZX
1232,0DBW4ZX,"Excision of Peritoneum, Percutaneous Endoscopic Approach, Diagnostic",0DBW4ZX
1308,0DBJ0ZX,"Excision of Appendix, Open Approach, Diagnostic",0DBJ0ZX
1309,0DBJ3ZX,"Excision of Appendix, Percutaneous Approach, Diagnostic",0DBJ3ZX
1310,0DBJ4ZX,"Excision of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DBJ4ZX
1311,0DBJ7ZX,"Excision of Appendix, Via Natural or Artificial Opening, Diagnostic",0DBJ7ZX
1312,0DBJ8ZX,"Excision of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DBJ8ZX
1319,0DDJ3ZX,"Extraction of Appendix, Percutaneous Approach, Diagnostic",0DDJ3ZX
1320,0DDJ4ZX,"Extraction of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DDJ4ZX
1321,0DDJ8ZX,"Extraction of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DDJ8ZX
1433,0UQF0ZZ,"Repair Cul-de-sac, Open Approach",0UQF0ZZ
1434,0UQF3ZZ,"Repair Cul-de-sac, Percutaneous Approach",0UQF3ZZ
1435,0UQF4ZZ,"Repair Cul-de-sac, Percutaneous Endoscopic Approach",0UQF4ZZ
1436,0UQF7ZZ,"Repair Cul-de-sac, Via Natural or Artificial Opening",0UQF7ZZ
1437,0UQF8ZZ,"Repair Cul-de-sac, Via Natural or Artificial Opening Endoscopic",0UQF8ZZ
1578,3E1M38X,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach, Diagnostic",3E1M38X
1579,3E1M38Z,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach",3E1M38Z
1640,0DBV0ZX,"Excision of Mesentery, Open Approach, Diagnostic",0DBV0ZX
1641,0DBV3ZX,"Excision of Mesentery, Percutaneous Approach, Diagnostic",0DBV3ZX
