,concept_code_y,concept_name_y,icd
27,92.24,Teleradiotherapy using photons,92.24
67,92.2,Therapeutic radiology and nuclear medicine,92.2
263,92.26,Teleradiotherapy of other particulate radiation,92.26
264,92.33,Particulate radiosurgery,92.33
581,92.3,Stereotactic radiosurgery,92.3
582,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
583,92.32,Multi-source photon radiosurgery,92.32
585,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
870,32.1,Other excision of bronchus,32.1
1234,32.9,Other excision of lung,32.9
2804,92.4,Intra-operative radiation procedures,92.4
2805,92.41,Intra-operative electron radiation therapy,92.41
4323,32.4,Lobectomy of lung,32.4
4324,32.49,Other lobectomy of lung,32.49
4368,32.3,Segmental resection of lung,32.3
4369,32.30,Thoracoscopic segmental resection of lung,32.30
4370,32.39,Other and unspecified segmental resection of lung,32.39
4641,39.21,Caval-pulmonary artery anastomosis,39.21
4971,33.92,Ligation of bronchus,33.92
5923,33.28,Open biopsy of lung,33.28
6158,33.51,Unilateral lung transplantation,33.51
6170,33.52,Bilateral lung transplantation,33.52
6255,35.94,Creation of conduit between atrium and pulmonary artery,35.94
7230,33.27,Closed endoscopic biopsy of lung,33.27
7247,89.63,Pulmonary artery pressure monitoring,89.63
7287,32.50,Thoracoscopic pneumonectomy,32.50
7491,33.24,Closed [endoscopic] biopsy of bronchus,33.24
7609,33.91,Bronchial dilation,33.91
7735,33.26,Closed [percutaneous] [needle] biopsy of lung,33.26
8026,33.43,Closure of laceration of lung,33.43
8345,33.6,Combined heart-lung transplantation,33.6
9332,00.10,Implantation of chemotherapeutic agent,00.10
9333,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
9590,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
9638,92.20,Infusion of liquid brachytherapy radioisotope,92.20
10351,33.41,Suture of laceration of bronchus,33.41
10396,92.23,Radioisotopic teleradiotherapy,92.23
10397,92.28,Injection or instillation of radioisotopes,92.28
10659,89.64,Pulmonary artery wedge monitoring,89.64
11138,32.22,Lung volume reduction surgery,32.22
11740,92.15,Pulmonary scan,92.15
12049,32.20,Thoracoscopic excision of lesion or tissue of lung,32.20
12097,92.31,Single source photon radiosurgery,92.31
12136,35.92,Creation of conduit between right ventricle and pulmonary artery,35.92
12645,32.23,Open ablation of lung lesion or tissue,32.23
12646,32.24,Percutaneous ablation of lung lesion or tissue,32.24
12647,32.25,Thoracoscopic ablation of lung lesion or tissue,32.25
12648,32.26,Other and unspecified ablation of lung lesion or tissue,32.26
12681,32.21,Plication of emphysematous bleb,32.21
12704,33.1,Incision of lung,33.1
12721,92.25,Teleradiotherapy using electrons,92.25
12814,33.0,Incision of bronchus,33.0
12835,32.5,Pneumonectomy,32.5
12836,32.59,Other and unspecified pneumonectomy,32.59
12933,92.22,Orthovoltage radiation,92.22
13003,87.31,Endotracheal bronchogram,87.31
13016,33.25,Open biopsy of bronchus,33.25
13283,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
13701,33.20,Thoracoscopic lung biopsy,33.20
14035,32.27,"Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle",32.27
14173,33.48,Other repair and plastic operations on bronchus,33.48
14458,32.41,Thoracoscopic lobectomy of lung,32.41
14620,92.21,Superficial radiation,92.21
14742,33.42,Closure of bronchial fistula,33.42
14988,88.43,Arteriography of pulmonary arteries,88.43
15119,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
15351,33.5,Lung transplant,33.5
15352,33.50,"Lung transplantation, not otherwise specified",33.50
15452,33.49,Other repair and plastic operations on lung,33.49
15525,33.93,Puncture of lung,33.93
