,concept_code_y,concept_name_y,opcs
936,E54.8,Other specified excision of lung,E548
937,E54.9,Unspecified excision of lung,E549
939,E54,Excision of lung,E54
1116,L12.1,Application of band to pulmonary artery,L121
1580,X65.4,Delivery of a fraction of external beam radiotherapy NEC,X654
1581,Y91.8,Other specified external beam radiotherapy,Y918
1582,Y91.9,Unspecified external beam radiotherapy,Y919
2101,A61.3,Radiotherapy to lesion of peripheral nerve,A613
2112,C24.2,Radiotherapy to lacrimal gland,C242
2124,C45.5,Radiotherapy to lesion of cornea,C455
2141,E46.8,Other specified partial extirpation of bronchus,E468
2142,E46.9,Unspecified partial extirpation of bronchus,E469
2143,E46,Partial extirpation of bronchus,E46
2171,E46.4,Open destruction of lesion of bronchus,E464
2224,E48.1,Fibreoptic endoscopic snare resection of lesion of lower respiratory tract,E481
2236,E48.2,Fibreoptic endoscopic laser destruction of lesion of lower respiratory tract,E482
2246,E48.3,Fibreoptic endoscopic destruction of lesion of lower respiratory tract NEC,E483
2254,E54.2,Bilobectomy of lung,E542
2295,E54.3,Lobectomy of lung,E543
2320,E54.4,Excision of segment of lung,E544
2340,E55.8,Other specified open extirpation of lesion of lung,E558
2341,E55.9,Unspecified open extirpation of lesion of lung,E559
2342,E55,Open extirpation of lesion of lung,E55
2354,E55.1,Open decortication of lesion of lung,E551
2365,E55.2,Open excision of lesion of lung,E552
2375,E55.3,Open cauterisation of lesion of lung,E553
2387,E57.2,Ligation of bulla of lung,E572
2397,E57.3,Deflation of bulla of lung,E573
2408,E59.1,Needle biopsy of lesion of lung,E591
2420,E59.2,Aspiration biopsy of lesion of lung,E592
2438,K01.1,Allotransplantation of heart and lung,K011
2449,K18.2,Creation of valved conduit between right atrium and pulmonary artery,K182
2450,K19.2,Creation of conduit between right atrium and pulmonary artery NEC,K192
2462,K18.3,Creation of valved conduit between right ventricle of heart and pulmonary artery,K183
2463,K19.3,Creation of conduit between right ventricle of heart and pulmonary artery NEC,K193
2490,L05.2,Creation of shunt to right pulmonary artery from ascending aorta using interposition tube prosthesis,L052
