,concept_code_y,concept_name_y,icd
9,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
10,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
11,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
12,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
13,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
14,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
15,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
16,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
17,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
18,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
19,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
20,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
21,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
635,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
636,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
637,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
638,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
639,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
640,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
641,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
642,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
643,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
644,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
645,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
646,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
647,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
648,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
649,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
650,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
651,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
652,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
653,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
654,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
655,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
656,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
657,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
658,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
659,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
660,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
661,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
662,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
663,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
664,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
665,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
666,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
667,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
668,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
669,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
670,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
671,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
672,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
673,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
674,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
675,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
676,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
677,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
678,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
679,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
680,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
681,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
682,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
683,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
684,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
685,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
686,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
687,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
688,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
689,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
690,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
691,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
692,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
693,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
694,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
695,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
696,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
697,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
698,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
699,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
700,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
701,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
702,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
703,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
704,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
705,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
706,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
707,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
708,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
709,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
710,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
711,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
712,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
713,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
714,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
715,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
716,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
717,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
718,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
719,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
720,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
721,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
722,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
723,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
724,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
725,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
726,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
727,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
728,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
729,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
730,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
731,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
732,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
733,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
734,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
735,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
