,concept_code_y,concept_name_y,icd
74,08T8XZZ,"Resection of Right Cornea, External Approach",08T8XZZ
75,08T9XZZ,"Resection of Left Cornea, External Approach",08T9XZZ
76,08B8XZX,"Excision of Right Cornea, External Approach, Diagnostic",08B8XZX
77,08B8XZZ,"Excision of Right Cornea, External Approach",08B8XZZ
78,08B9XZX,"Excision of Left Cornea, External Approach, Diagnostic",08B9XZX
79,08B9XZZ,"Excision of Left Cornea, External Approach",08B9XZZ
129,08TJ3ZZ,"Resection of Right Lens, Percutaneous Approach",08TJ3ZZ
130,08TK3ZZ,"Resection of Left Lens, Percutaneous Approach",08TK3ZZ
131,08BJ3ZX,"Excision of Right Lens, Percutaneous Approach, Diagnostic",08BJ3ZX
132,08BJ3ZZ,"Excision of Right Lens, Percutaneous Approach",08BJ3ZZ
133,08BK3ZX,"Excision of Left Lens, Percutaneous Approach, Diagnostic",08BK3ZX
134,08BK3ZZ,"Excision of Left Lens, Percutaneous Approach",08BK3ZZ
167,08BA0ZX,"Excision of Right Choroid, Open Approach, Diagnostic",08BA0ZX
168,08BA0ZZ,"Excision of Right Choroid, Open Approach",08BA0ZZ
169,08BA3ZX,"Excision of Right Choroid, Percutaneous Approach, Diagnostic",08BA3ZX
170,08BA3ZZ,"Excision of Right Choroid, Percutaneous Approach",08BA3ZZ
171,08BB0ZX,"Excision of Left Choroid, Open Approach, Diagnostic",08BB0ZX
172,08BB0ZZ,"Excision of Left Choroid, Open Approach",08BB0ZZ
173,08BB3ZX,"Excision of Left Choroid, Percutaneous Approach, Diagnostic",08BB3ZX
174,08BB3ZZ,"Excision of Left Choroid, Percutaneous Approach",08BB3ZZ
175,08BE3ZX,"Excision of Right Retina, Percutaneous Approach, Diagnostic",08BE3ZX
176,08BE3ZZ,"Excision of Right Retina, Percutaneous Approach",08BE3ZZ
177,08BF3ZX,"Excision of Left Retina, Percutaneous Approach, Diagnostic",08BF3ZX
178,08BF3ZZ,"Excision of Left Retina, Percutaneous Approach",08BF3ZZ
452,08Q23ZZ,"Repair Right Anterior Chamber, Percutaneous Approach",08Q23ZZ
453,08Q33ZZ,"Repair Left Anterior Chamber, Percutaneous Approach",08Q33ZZ
710,085SXZZ,"Destruction of Right Conjunctiva, External Approach",085SXZZ
711,085TXZZ,"Destruction of Left Conjunctiva, External Approach",085TXZZ
1537,08B6XZX,"Excision of Right Sclera, External Approach, Diagnostic",08B6XZX
1538,08B6XZZ,"Excision of Right Sclera, External Approach",08B6XZZ
1539,08B7XZX,"Excision of Left Sclera, External Approach, Diagnostic",08B7XZX
1540,08B7XZZ,"Excision of Left Sclera, External Approach",08B7XZZ
1703,B847ZZZ,Ultrasonography of Bilateral Eyes,B847ZZZ
2345,08RJ30Z,"Replacement of Right Lens with Intraocular Telescope, Percutaneous Approach",08RJ30Z
2346,08RK30Z,"Replacement of Left Lens with Intraocular Telescope, Percutaneous Approach",08RK30Z
2377,08B43ZX,"Excision of Right Vitreous, Percutaneous Approach, Diagnostic",08B43ZX
2378,08B53ZX,"Excision of Left Vitreous, Percutaneous Approach, Diagnostic",08B53ZX
3040,08BC3ZX,"Excision of Right Iris, Percutaneous Approach, Diagnostic",08BC3ZX
3041,08BD3ZX,"Excision of Left Iris, Percutaneous Approach, Diagnostic",08BD3ZX
3428,08Q8XZZ,"Repair Right Cornea, External Approach",08Q8XZZ
3429,08Q9XZZ,"Repair Left Cornea, External Approach",08Q9XZZ
3485,08QC3ZZ,"Repair Right Iris, Percutaneous Approach",08QC3ZZ
3486,08QD3ZZ,"Repair Left Iris, Percutaneous Approach",08QD3ZZ
3636,08BSXZX,"Excision of Right Conjunctiva, External Approach, Diagnostic",08BSXZX
3637,08BTXZX,"Excision of Left Conjunctiva, External Approach, Diagnostic",08BTXZX
3716,08QA0ZZ,"Repair Right Choroid, Open Approach",08QA0ZZ
3717,08QA3ZZ,"Repair Right Choroid, Percutaneous Approach",08QA3ZZ
3718,08QB0ZZ,"Repair Left Choroid, Open Approach",08QB0ZZ
3719,08QB3ZZ,"Repair Left Choroid, Percutaneous Approach",08QB3ZZ
4202,08R437Z,"Replacement of Right Vitreous with Autologous Tissue Substitute, Percutaneous Approach",08R437Z
4203,08R43JZ,"Replacement of Right Vitreous with Synthetic Substitute, Percutaneous Approach",08R43JZ
4204,08R43KZ,"Replacement of Right Vitreous with Nonautologous Tissue Substitute, Percutaneous Approach",08R43KZ
4205,08R537Z,"Replacement of Left Vitreous with Autologous Tissue Substitute, Percutaneous Approach",08R537Z
4206,08R53JZ,"Replacement of Left Vitreous with Synthetic Substitute, Percutaneous Approach",08R53JZ
4207,08R53KZ,"Replacement of Left Vitreous with Nonautologous Tissue Substitute, Percutaneous Approach",08R53KZ
4226,085E3ZZ,"Destruction of Right Retina, Percutaneous Approach",085E3ZZ
4227,085F3ZZ,"Destruction of Left Retina, Percutaneous Approach",085F3ZZ
