,concept_code_y,concept_name_y,icd
63,0UWH0JZ,"Revision of Synthetic Substitute in Vagina and Cul-de-sac, Open Approach",0UWH0JZ
64,0UWH4JZ,"Revision of Synthetic Substitute in Vagina and Cul-de-sac, Percutaneous Endoscopic Approach",0UWH4JZ
65,0UWH77Z,"Revision of Autologous Tissue Substitute in Vagina and Cul-de-sac, Via Natural or Artificial Opening",0UWH77Z
66,0UWH7JZ,"Revision of Synthetic Substitute in Vagina and Cul-de-sac, Via Natural or Artificial Opening",0UWH7JZ
67,0UWH7KZ,"Revision of Nonautologous Tissue Substitute in Vagina and Cul-de-sac, Via Natural or Artificial Opening",0UWH7KZ
68,0UWH8JZ,"Revision of Synthetic Substitute in Vagina and Cul-de-sac, Via Natural or Artificial Opening Endoscopic",0UWH8JZ
69,0UWHXJZ,"Revision of Synthetic Substitute in Vagina and Cul-de-sac, External Approach",0UWHXJZ
163,0D5V0ZZ,"Destruction of Mesentery, Open Approach",0D5V0ZZ
164,0D5V3ZZ,"Destruction of Mesentery, Percutaneous Approach",0D5V3ZZ
165,0D5V4ZZ,"Destruction of Mesentery, Percutaneous Endoscopic Approach",0D5V4ZZ
241,0U5F0ZZ,"Destruction of Cul-de-sac, Open Approach",0U5F0ZZ
242,0U5F3ZZ,"Destruction of Cul-de-sac, Percutaneous Approach",0U5F3ZZ
243,0U5F4ZZ,"Destruction of Cul-de-sac, Percutaneous Endoscopic Approach",0U5F4ZZ
244,0U5F7ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening",0U5F7ZZ
245,0U5F8ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening Endoscopic",0U5F8ZZ
368,0DBU0ZX,"Excision of Omentum, Open Approach, Diagnostic",0DBU0ZX
369,0DBU3ZX,"Excision of Omentum, Percutaneous Approach, Diagnostic",0DBU3ZX
370,0DBU4ZX,"Excision of Omentum, Percutaneous Endoscopic Approach, Diagnostic",0DBU4ZX
466,0D5W0ZZ,"Destruction of Peritoneum, Open Approach",0D5W0ZZ
475,0D5U0ZZ,"Destruction of Omentum, Open Approach",0D5U0ZZ
487,0D5U3ZZ,"Destruction of Omentum, Percutaneous Approach",0D5U3ZZ
488,0D5U4ZZ,"Destruction of Omentum, Percutaneous Endoscopic Approach",0D5U4ZZ
1071,0DBW0ZX,"Excision of Peritoneum, Open Approach, Diagnostic",0DBW0ZX
1072,0DBW3ZX,"Excision of Peritoneum, Percutaneous Approach, Diagnostic",0DBW3ZX
1073,0DBW4ZX,"Excision of Peritoneum, Percutaneous Endoscopic Approach, Diagnostic",0DBW4ZX
1139,0DBJ0ZX,"Excision of Appendix, Open Approach, Diagnostic",0DBJ0ZX
1140,0DBJ3ZX,"Excision of Appendix, Percutaneous Approach, Diagnostic",0DBJ3ZX
1141,0DBJ4ZX,"Excision of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DBJ4ZX
1142,0DBJ7ZX,"Excision of Appendix, Via Natural or Artificial Opening, Diagnostic",0DBJ7ZX
1143,0DBJ8ZX,"Excision of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DBJ8ZX
1150,0DDJ3ZX,"Extraction of Appendix, Percutaneous Approach, Diagnostic",0DDJ3ZX
1151,0DDJ4ZX,"Extraction of Appendix, Percutaneous Endoscopic Approach, Diagnostic",0DDJ4ZX
1152,0DDJ8ZX,"Extraction of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DDJ8ZX
1251,0UQF0ZZ,"Repair Cul-de-sac, Open Approach",0UQF0ZZ
1252,0UQF3ZZ,"Repair Cul-de-sac, Percutaneous Approach",0UQF3ZZ
1253,0UQF4ZZ,"Repair Cul-de-sac, Percutaneous Endoscopic Approach",0UQF4ZZ
1254,0UQF7ZZ,"Repair Cul-de-sac, Via Natural or Artificial Opening",0UQF7ZZ
1255,0UQF8ZZ,"Repair Cul-de-sac, Via Natural or Artificial Opening Endoscopic",0UQF8ZZ
1368,3E1M38X,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach, Diagnostic",3E1M38X
1369,3E1M38Z,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach",3E1M38Z
1430,0DBV0ZX,"Excision of Mesentery, Open Approach, Diagnostic",0DBV0ZX
1431,0DBV3ZX,"Excision of Mesentery, Percutaneous Approach, Diagnostic",0DBV3ZX
1432,0DBV4ZX,"Excision of Mesentery, Percutaneous Endoscopic Approach, Diagnostic",0DBV4ZX
1704,0DQU0ZZ,"Repair Omentum, Open Approach",0DQU0ZZ
1705,0DQU3ZZ,"Repair Omentum, Percutaneous Approach",0DQU3ZZ
1706,0DQU4ZZ,"Repair Omentum, Percutaneous Endoscopic Approach",0DQU4ZZ
1813,0DQV0ZZ,"Repair Mesentery, Open Approach",0DQV0ZZ
1814,0DQV3ZZ,"Repair Mesentery, Percutaneous Approach",0DQV3ZZ
