,concept_code_y,concept_name_y,icd
109,0DB60ZX,"Excision of Stomach, Open Approach, Diagnostic",0DB60ZX
110,0DB63ZX,"Excision of Stomach, Percutaneous Approach, Diagnostic",0DB63ZX
111,0DB67ZX,"Excision of Stomach, Via Natural or Artificial Opening, Diagnostic",0DB67ZX
112,0DD63ZX,"Extraction of Stomach, Percutaneous Approach, Diagnostic",0DD63ZX
116,0DB44ZX,"Excision of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic",0DB44ZX
117,0DB48ZX,"Excision of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB48ZX
118,0DB64ZX,"Excision of Stomach, Percutaneous Endoscopic Approach, Diagnostic",0DB64ZX
119,0DB68ZX,"Excision of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB68ZX
120,0DB74ZX,"Excision of Stomach, Pylorus, Percutaneous Endoscopic Approach, Diagnostic",0DB74ZX
121,0DB78ZX,"Excision of Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DB78ZX
133,0DD44ZX,"Extraction of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic",0DD44ZX
134,0DD48ZX,"Extraction of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD48ZX
135,0DD64ZX,"Extraction of Stomach, Percutaneous Endoscopic Approach, Diagnostic",0DD64ZX
136,0DD68ZX,"Extraction of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD68ZX
137,0DD74ZX,"Extraction of Stomach, Pylorus, Percutaneous Endoscopic Approach, Diagnostic",0DD74ZX
138,0DD78ZX,"Extraction of Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic, Diagnostic",0DD78ZX
627,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
628,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
629,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
630,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
631,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
632,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
633,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
634,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
635,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
636,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
637,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
638,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
639,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
802,02H430Z,"Insertion of Pressure Sensor Monitoring Device into Coronary Vein, Percutaneous Approach",02H430Z
803,02H432Z,"Insertion of Monitoring Device into Coronary Vein, Percutaneous Approach",02H432Z
804,02H433Z,"Insertion of Infusion Device into Coronary Vein, Percutaneous Approach",02H433Z
805,02H43DZ,"Insertion of Intraluminal Device into Coronary Vein, Percutaneous Approach",02H43DZ
806,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach",02H43JZ
807,02H43KZ,"Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach",02H43KZ
808,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach",02H43MZ
809,02H43NZ,"Insertion of Intracardiac Pacemaker into Coronary Vein, Percutaneous Approach",02H43NZ
810,02H43YZ,"Insertion of Other Device into Coronary Vein, Percutaneous Approach",02H43YZ
811,02HA3QZ,"Insertion of Implantable Heart Assist System into Heart, Percutaneous Approach",02HA3QZ
812,02HA3RS,"Insertion of Biventricular Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RS
813,02HA3RZ,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Approach",02HA3RZ
814,02HA3YZ,"Insertion of Other Device into Heart, Percutaneous Approach",02HA3YZ
815,02UA37Z,"Supplement Heart with Autologous Tissue Substitute, Percutaneous Approach",02UA37Z
816,02UA38Z,"Supplement Heart with Zooplastic Tissue, Percutaneous Approach",02UA38Z
817,02UA3JZ,"Supplement Heart with Synthetic Substitute, Percutaneous Approach",02UA3JZ
818,02UA3KZ,"Supplement Heart with Nonautologous Tissue Substitute, Percutaneous Approach",02UA3KZ
819,3E070GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Open Approach",3E070GC
820,3E073GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Approach",3E073GC
821,3E074GC,"Introduction of Other Therapeutic Substance into Coronary Artery, Percutaneous Endoscopic Approach",3E074GC
822,3E080GC,"Introduction of Other Therapeutic Substance into Heart, Open Approach",3E080GC
823,3E083GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Approach",3E083GC
824,3E084GC,"Introduction of Other Therapeutic Substance into Heart, Percutaneous Endoscopic Approach",3E084GC
1740,BF45ZZZ,Ultrasonography of Liver,BF45ZZZ
3319,0N5B0ZZ,"Destruction of Nasal Bone, Open Approach",0N5B0ZZ
3320,0N5B3ZZ,"Destruction of Nasal Bone, Percutaneous Approach",0N5B3ZZ
3321,0N5B4ZZ,"Destruction of Nasal Bone, Percutaneous Endoscopic Approach",0N5B4ZZ
3322,0N5R0ZZ,"Destruction of Maxilla, Open Approach",0N5R0ZZ
3323,0N5R3ZZ,"Destruction of Maxilla, Percutaneous Approach",0N5R3ZZ
3324,0N5R4ZZ,"Destruction of Maxilla, Percutaneous Endoscopic Approach",0N5R4ZZ
3325,0N5T0ZZ,"Destruction of Right Mandible, Open Approach",0N5T0ZZ
3326,0N5T3ZZ,"Destruction of Right Mandible, Percutaneous Approach",0N5T3ZZ
3327,0N5T4ZZ,"Destruction of Right Mandible, Percutaneous Endoscopic Approach",0N5T4ZZ
3328,0N5V0ZZ,"Destruction of Left Mandible, Open Approach",0N5V0ZZ
3329,0N5V3ZZ,"Destruction of Left Mandible, Percutaneous Approach",0N5V3ZZ
3330,0N5V4ZZ,"Destruction of Left Mandible, Percutaneous Endoscopic Approach",0N5V4ZZ
3331,DPY27ZZ,Contact Radiation of Maxilla,DPY27ZZ
3332,DPY37ZZ,Contact Radiation of Mandible,DPY37ZZ
3370,09BP0ZX,"Excision of Accessory Sinus, Open Approach, Diagnostic",09BP0ZX
3371,09BP0ZZ,"Excision of Accessory Sinus, Open Approach",09BP0ZZ
3372,09BP3ZX,"Excision of Accessory Sinus, Percutaneous Approach, Diagnostic",09BP3ZX
3373,09BP3ZZ,"Excision of Accessory Sinus, Percutaneous Approach",09BP3ZZ
3374,09BP4ZX,"Excision of Accessory Sinus, Percutaneous Endoscopic Approach, Diagnostic",09BP4ZX
3375,09BP4ZZ,"Excision of Accessory Sinus, Percutaneous Endoscopic Approach",09BP4ZZ
3376,09TP0ZZ,"Resection of Accessory Sinus, Open Approach",09TP0ZZ
3377,09TP4ZZ,"Resection of Accessory Sinus, Percutaneous Endoscopic Approach",09TP4ZZ
3392,09BP8ZX,"Excision of Accessory Sinus, Via Natural or Artificial Opening Endoscopic, Diagnostic",09BP8ZX
3393,09BP8ZZ,"Excision of Accessory Sinus, Via Natural or Artificial Opening Endoscopic",09BP8ZZ
3394,09TP8ZZ,"Resection of Accessory Sinus, Via Natural or Artificial Opening Endoscopic",09TP8ZZ
3396,D917B6Z,Low Dose Rate (LDR) Brachytherapy of Sinuses using Cesium 131 (Cs-131),D917B6Z
3397,D917BB1,"Low Dose Rate (LDR) Brachytherapy of Sinuses using Palladium 103 (Pd-103), Unidirectional Source",D917BB1
3400,095P0ZZ,"Destruction of Accessory Sinus, Open Approach",095P0ZZ
3401,095P3ZZ,"Destruction of Accessory Sinus, Percutaneous Approach",095P3ZZ
3402,095P4ZZ,"Destruction of Accessory Sinus, Percutaneous Endoscopic Approach",095P4ZZ
3403,095Q0ZZ,"Destruction of Right Maxillary Sinus, Open Approach",095Q0ZZ
3404,095Q3ZZ,"Destruction of Right Maxillary Sinus, Percutaneous Approach",095Q3ZZ
3405,095Q4ZZ,"Destruction of Right Maxillary Sinus, Percutaneous Endoscopic Approach",095Q4ZZ
3406,095R0ZZ,"Destruction of Left Maxillary Sinus, Open Approach",095R0ZZ
3407,095R3ZZ,"Destruction of Left Maxillary Sinus, Percutaneous Approach",095R3ZZ
3408,095R4ZZ,"Destruction of Left Maxillary Sinus, Percutaneous Endoscopic Approach",095R4ZZ
3409,095S0ZZ,"Destruction of Right Frontal Sinus, Open Approach",095S0ZZ
3410,095S3ZZ,"Destruction of Right Frontal Sinus, Percutaneous Approach",095S3ZZ
3411,095S4ZZ,"Destruction of Right Frontal Sinus, Percutaneous Endoscopic Approach",095S4ZZ
3412,095T0ZZ,"Destruction of Left Frontal Sinus, Open Approach",095T0ZZ
3413,095T3ZZ,"Destruction of Left Frontal Sinus, Percutaneous Approach",095T3ZZ
3414,095T4ZZ,"Destruction of Left Frontal Sinus, Percutaneous Endoscopic Approach",095T4ZZ
3415,095U0ZZ,"Destruction of Right Ethmoid Sinus, Open Approach",095U0ZZ
3416,095U3ZZ,"Destruction of Right Ethmoid Sinus, Percutaneous Approach",095U3ZZ
3417,095U4ZZ,"Destruction of Right Ethmoid Sinus, Percutaneous Endoscopic Approach",095U4ZZ
3418,095V0ZZ,"Destruction of Left Ethmoid Sinus, Open Approach",095V0ZZ
3419,095V3ZZ,"Destruction of Left Ethmoid Sinus, Percutaneous Approach",095V3ZZ
3420,095V4ZZ,"Destruction of Left Ethmoid Sinus, Percutaneous Endoscopic Approach",095V4ZZ
3421,095W0ZZ,"Destruction of Right Sphenoid Sinus, Open Approach",095W0ZZ
3422,095W3ZZ,"Destruction of Right Sphenoid Sinus, Percutaneous Approach",095W3ZZ
3423,095W4ZZ,"Destruction of Right Sphenoid Sinus, Percutaneous Endoscopic Approach",095W4ZZ
3424,095X0ZZ,"Destruction of Left Sphenoid Sinus, Open Approach",095X0ZZ
3425,095X3ZZ,"Destruction of Left Sphenoid Sinus, Percutaneous Approach",095X3ZZ
3426,095X4ZZ,"Destruction of Left Sphenoid Sinus, Percutaneous Endoscopic Approach",095X4ZZ
3427,D91797Z,High Dose Rate (HDR) Brachytherapy of Sinuses using Cesium 137 (Cs-137),D91797Z
3428,D91798Z,High Dose Rate (HDR) Brachytherapy of Sinuses using Iridium 192 (Ir-192),D91798Z
