,concept_code_y,concept_name_y,icd
488,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
489,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
490,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
491,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
492,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
493,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
494,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
495,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
496,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
497,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
498,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
499,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
500,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
501,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
502,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
503,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
504,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
505,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
506,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
507,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
508,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
509,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
510,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
511,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
512,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
513,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
514,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
515,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
516,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
517,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
518,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
519,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
520,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
521,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
522,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
523,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
524,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
525,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
526,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
527,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
528,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
529,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
530,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
531,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
532,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
533,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
534,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
535,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
536,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
537,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
538,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
539,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
540,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
541,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
542,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
543,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
544,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
545,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
546,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
547,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
548,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
549,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
550,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
551,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
552,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
553,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
554,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
555,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
556,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
557,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
558,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
559,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
560,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
561,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
562,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
563,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
564,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
565,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
566,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
567,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
568,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
569,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
570,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
571,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
572,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
573,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
574,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
575,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
576,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
577,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
578,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
579,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
580,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
581,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
582,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
583,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
584,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
585,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
586,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
587,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
588,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
589,D721DZZ,Stereotactic Other Photon Radiosurgery of Thymus,D721DZZ
590,D721HZZ,Stereotactic Particulate Radiosurgery of Thymus,D721HZZ
591,D721JZZ,Stereotactic Gamma Beam Radiosurgery of Thymus,D721JZZ
592,D722DZZ,Stereotactic Other Photon Radiosurgery of Spleen,D722DZZ
593,D722HZZ,Stereotactic Particulate Radiosurgery of Spleen,D722HZZ
594,D722JZZ,Stereotactic Gamma Beam Radiosurgery of Spleen,D722JZZ
595,D723DZZ,Stereotactic Other Photon Radiosurgery of Neck Lymphatics,D723DZZ
596,D723HZZ,Stereotactic Particulate Radiosurgery of Neck Lymphatics,D723HZZ
597,DG24DZZ,Stereotactic Other Photon Radiosurgery of Parathyroid Glands,DG24DZZ
598,DG24HZZ,Stereotactic Particulate Radiosurgery of Parathyroid Glands,DG24HZZ
599,DG24JZZ,Stereotactic Gamma Beam Radiosurgery of Parathyroid Glands,DG24JZZ
600,DG25DZZ,Stereotactic Other Photon Radiosurgery of Thyroid,DG25DZZ
601,DG25HZZ,Stereotactic Particulate Radiosurgery of Thyroid,DG25HZZ
602,DG25JZZ,Stereotactic Gamma Beam Radiosurgery of Thyroid,DG25JZZ
603,D723JZZ,Stereotactic Gamma Beam Radiosurgery of Neck Lymphatics,D723JZZ
604,D724DZZ,Stereotactic Other Photon Radiosurgery of Axillary Lymphatics,D724DZZ
605,D724HZZ,Stereotactic Particulate Radiosurgery of Axillary Lymphatics,D724HZZ
606,D724JZZ,Stereotactic Gamma Beam Radiosurgery of Axillary Lymphatics,D724JZZ
607,D725DZZ,Stereotactic Other Photon Radiosurgery of Thorax Lymphatics,D725DZZ
608,D725HZZ,Stereotactic Particulate Radiosurgery of Thorax Lymphatics,D725HZZ
609,D725JZZ,Stereotactic Gamma Beam Radiosurgery of Thorax Lymphatics,D725JZZ
610,D726DZZ,Stereotactic Other Photon Radiosurgery of Abdomen Lymphatics,D726DZZ
611,D726HZZ,Stereotactic Particulate Radiosurgery of Abdomen Lymphatics,D726HZZ
612,D726JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen Lymphatics,D726JZZ
613,D727DZZ,Stereotactic Other Photon Radiosurgery of Pelvis Lymphatics,D727DZZ
614,D727HZZ,Stereotactic Particulate Radiosurgery of Pelvis Lymphatics,D727HZZ
615,D727JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvis Lymphatics,D727JZZ
616,D728DZZ,Stereotactic Other Photon Radiosurgery of Inguinal Lymphatics,D728DZZ
617,D728HZZ,Stereotactic Particulate Radiosurgery of Inguinal Lymphatics,D728HZZ
618,D728JZZ,Stereotactic Gamma Beam Radiosurgery of Inguinal Lymphatics,D728JZZ
619,D820DZZ,Stereotactic Other Photon Radiosurgery of Eye,D820DZZ
620,D820HZZ,Stereotactic Particulate Radiosurgery of Eye,D820HZZ
621,D820JZZ,Stereotactic Gamma Beam Radiosurgery of Eye,D820JZZ
622,DM20DZZ,Stereotactic Other Photon Radiosurgery of Left Breast,DM20DZZ
623,DM20HZZ,Stereotactic Particulate Radiosurgery of Left Breast,DM20HZZ
624,DM20JZZ,Stereotactic Gamma Beam Radiosurgery of Left Breast,DM20JZZ
625,DM21DZZ,Stereotactic Other Photon Radiosurgery of Right Breast,DM21DZZ
626,DM21HZZ,Stereotactic Particulate Radiosurgery of Right Breast,DM21HZZ
627,DM21JZZ,Stereotactic Gamma Beam Radiosurgery of Right Breast,DM21JZZ
628,D920DZZ,Stereotactic Other Photon Radiosurgery of Ear,D920DZZ
629,D920HZZ,Stereotactic Particulate Radiosurgery of Ear,D920HZZ
630,D920JZZ,Stereotactic Gamma Beam Radiosurgery of Ear,D920JZZ
631,D921DZZ,Stereotactic Other Photon Radiosurgery of Nose,D921DZZ
632,D921HZZ,Stereotactic Particulate Radiosurgery of Nose,D921HZZ
633,D921JZZ,Stereotactic Gamma Beam Radiosurgery of Nose,D921JZZ
634,D924DZZ,Stereotactic Other Photon Radiosurgery of Mouth,D924DZZ
635,D924HZZ,Stereotactic Particulate Radiosurgery of Mouth,D924HZZ
636,D924JZZ,Stereotactic Gamma Beam Radiosurgery of Mouth,D924JZZ
637,D925DZZ,Stereotactic Other Photon Radiosurgery of Tongue,D925DZZ
638,D925HZZ,Stereotactic Particulate Radiosurgery of Tongue,D925HZZ
639,D925JZZ,Stereotactic Gamma Beam Radiosurgery of Tongue,D925JZZ
640,D926DZZ,Stereotactic Other Photon Radiosurgery of Salivary Glands,D926DZZ
641,D926HZZ,Stereotactic Particulate Radiosurgery of Salivary Glands,D926HZZ
642,D926JZZ,Stereotactic Gamma Beam Radiosurgery of Salivary Glands,D926JZZ
643,D927DZZ,Stereotactic Other Photon Radiosurgery of Sinuses,D927DZZ
644,D927HZZ,Stereotactic Particulate Radiosurgery of Sinuses,D927HZZ
