,concept_code_y,concept_name_y,icd
60,12.87,Scleral reinforcement with graft,12.87
194,95.26,"Tonography, provocative tests, and other glaucoma testing",95.26
228,10.42,Reconstruction of conjunctival cul-de-sac with free graft,10.42
303,88.82,Ocular thermography,88.82
513,12.83,"Revision of operative wound of anterior segment, not elsewhere classified",12.83
544,13.5,Other extracapsular extraction of lens,13.5
545,13.59,Other extracapsular extraction of lens,13.59
631,10.32,Destruction of lesion of conjunctiva,10.32
632,10.33,Other destructive procedures on conjunctiva,10.33
671,89.11,Tonometry,89.11
773,16.4,Enucleation of eyeball,16.4
774,16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,16.41
775,16.42,Enucleation of eyeball with other synchronous implant,16.42
776,16.49,Other enucleation of eyeball,16.49
1178,13.1,Intracapsular extraction of lens,13.1
1179,13.19,Other intracapsular extraction of lens,13.19
1303,14.71,"Removal of vitreous, anterior approach",14.71
1384,14.41,Scleral buckling with implant,14.41
1503,13.64,Discission of secondary membrane [after cataract],13.64
1515,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
1546,95.13,Ultrasound study of eye,95.13
1577,95.11,Fundus photography,95.11
1676,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
1910,12.39,Other iridoplasty,12.39
2673,12.22,Biopsy of iris,12.22
2712,11.21,Scraping of cornea for smear or culture,11.21
2803,14.49,Other scleral buckling,14.49
3068,11.5,Repair of cornea,11.5
3069,11.59,Other repair of cornea,11.59
3092,11.7,Other reconstructive and refractive surgery on cornea,11.7
3093,11.79,Other reconstructive and refractive surgery on cornea,11.79
3142,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
3222,10.21,Biopsy of conjunctiva,10.21
3622,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
3716,12.73,Cyclophotocoagulation,12.73
3770,12.53,Goniotomy with goniopuncture,12.53
3791,12.52,Goniotomy without goniopuncture,12.52
3810,12.71,Cyclodiathermy,12.71
3878,12.74,"Diminution of ciliary body, not otherwise specified",12.74
3927,12.82,Repair of scleral fistula,12.82
3937,12.91,Therapeutic evacuation of anterior chamber,12.91
3953,12.14,Other iridectomy,12.14
4048,16.82,Repair of rupture of eyeball,16.82
4080,16.3,Evisceration of eyeball,16.3
4081,16.39,Other evisceration of eyeball,16.39
4099,16.93,"Excision of lesion of eye, unspecified structure",16.93
4154,12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",12.40
4215,12.12,Other iridotomy,12.12
4337,95.25,Electromyogram of eye [EMG],95.25
4362,10.43,Other reconstruction of conjunctival cul-de-sac,10.43
4373,11.74,Thermokeratoplasty,11.74
4421,10.31,Excision of lesion or tissue of conjunctiva,10.31
4467,11.3,Excision of pterygium,11.3
4468,11.39,Other excision of pterygium,11.39
4728,12.21,Diagnostic aspiration of anterior chamber of eye,12.21
4793,11.32,Excision of pterygium with corneal graft,11.32
5798,14.73,Mechanical vitrectomy by anterior approach,14.73
6077,12.54,Trabeculotomy ab externo,12.54
6100,11.22,Biopsy of cornea,11.22
6123,13.71,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",13.71
6209,12.63,Iridencleisis and iridotasis,12.63
6218,12.35,Coreoplasty,12.35
6310,12.42,Excision of lesion of iris,12.42
6365,96.51,Irrigation of eye,96.51
6427,11.75,Radial keratotomy,11.75
6461,16.21,Ophthalmoscopy,16.21
6575,14.51,Repair of retinal detachment with diathermy,14.51
6595,10.6,Repair of laceration of conjunctiva,10.6
6627,11.43,Cryotherapy of corneal lesion,11.43
6687,14.74,Other mechanical vitrectomy,14.74
6713,11.6,Corneal transplant,11.6
6714,11.60,"Corneal transplant, not otherwise specified",11.60
6715,11.62,Other lamellar keratoplasty,11.62
6716,11.64,Other penetrating keratoplasty,11.64
6717,11.69,Other corneal transplant,11.69
6845,11.1,Incision of cornea,11.1
6960,14.3,Repair of retinal tear,14.3
6961,14.39,Other repair of retinal tear,14.39
6973,13.11,Intracapsular extraction of lens by temporal inferior route,13.11
7005,11.51,Suture of corneal laceration,11.51
7016,13.2,Extracapsular extraction of lens by linear extraction technique,13.2
7092,12.85,Repair of scleral staphyloma with graft,12.85
7144,12.72,Cyclocryotherapy,12.72
7228,10.1,Other incision of conjunctiva,10.1
7274,12.41,"Destruction of lesion of iris, nonexcisional",12.41
7358,12.81,Suture of laceration of sclera,12.81
7417,14.72,Other removal of vitreous,14.72
7490,10.4,Conjunctivoplasty,10.4
7492,10.44,Other free graft to conjunctiva,10.44
7493,10.49,Other conjunctivoplasty,10.49
7619,14.52,Repair of retinal detachment with cryotherapy,14.52
7859,11.31,Transposition of pterygium,11.31
7873,12.88,Other scleral reinforcement,12.88
7932,12.93,Removal or destruction of epithelial downgrowth from anterior chamber,12.93
7939,12.86,Other repair of scleral staphyloma,12.86
8057,12.5,Facilitation of intraocular circulation,12.5
8058,12.59,Other facilitation of intraocular circulation,12.59
8101,12.44,Excision of lesion of ciliary body,12.44
8136,14.4,Repair of retinal detachment with scleral buckling and implant,14.4
8137,14.5,Other repair of retinal detachment,14.5
8138,14.59,Other repair of retinal detachment,14.59
8221,12.66,Postoperative revision of scleral fistulization procedure,12.66
