,concept_code_y,concept_name_y,icd
34,13.5,Other extracapsular extraction of lens,13.5
35,13.59,Other extracapsular extraction of lens,13.59
57,13.1,Intracapsular extraction of lens,13.1
58,13.19,Other intracapsular extraction of lens,13.19
187,13.3,Extracapsular extraction of lens by simple aspiration (and irrigation) technique,13.3
214,13.64,Discission of secondary membrane [after cataract],13.64
360,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
444,13.42,Mechanical phacofragmentation and aspiration of cataract by posterior route,13.42
596,13.71,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",13.71
732,13.11,Intracapsular extraction of lens by temporal inferior route,13.11
754,13.2,Extracapsular extraction of lens by linear extraction technique,13.2
