,concept_code_y,concept_name_y,icd
8,48.76,Other proctopexy,48.76
96,92.24,Teleradiotherapy using photons,92.24
153,48.75,Abdominal proctopexy,48.75
166,92.26,Teleradiotherapy of other particulate radiation,92.26
167,92.33,Particulate radiosurgery,92.33
299,92.3,Stereotactic radiosurgery,92.3
300,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
301,92.32,Multi-source photon radiosurgery,92.32
303,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
740,48.23,Rigid proctosigmoidoscopy,48.23
830,17.36,Laparoscopic sigmoidectomy,17.36
1033,92.4,Intra-operative radiation procedures,92.4
1034,92.41,Intra-operative electron radiation therapy,92.41
1799,48.82,Excision of perirectal tissue,48.82
3193,48.72,Closure of proctostomy,48.72
3270,48.74,Rectorectostomy,48.74
3400,48.73,Closure of other rectal fistula,48.73
3676,48.31,Radical electrocoagulation of rectal lesion or tissue,48.31
3677,48.32,Other electrocoagulation of rectal lesion or tissue,48.32
4339,70.72,Repair of colovaginal fistula,70.72
4397,45.8,Total intra-abdominal colectomy,45.8
4398,45.81,Laparoscopic total intra-abdominal colectomy,45.81
4399,45.82,Open total intra-abdominal colectomy,45.82
4400,45.83,Other and unspecified total intra-abdominal colectomy,45.83
4700,45.74,Open and other resection of transverse colon,45.74
5026,48.36,[Endoscopic] polypectomy of rectum,48.36
5071,48.24,Closed [endoscopic] biopsy of rectum,48.24
5148,48.41,Soave submucosal resection of rectum,48.41
5203,48.7,Repair of rectum,48.7
5206,48.79,Other repair of rectum,48.79
5248,96.37,Proctoclysis,96.37
5335,46.91,Myotomy of sigmoid colon,46.91
5653,17.32,Laparoscopic cecectomy,17.32
5654,45.72,Open and other cecectomy,45.72
5701,17.34,Laparoscopic resection of transverse colon,17.34
6034,48.34,Destruction of rectal lesion or tissue by cryosurgery,48.34
7077,48.0,Proctotomy,48.0
7112,42.55,Intrathoracic esophageal anastomosis with interposition of colon,42.55
7156,45.73,Open and other right hemicolectomy,45.73
7250,75.62,Repair of current obstetric laceration of rectum and sphincter ani,75.62
7539,00.10,Implantation of chemotherapeutic agent,00.10
7540,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
7705,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
7750,46.11,Temporary colostomy,46.11
7973,70.52,Repair of rectocele,70.52
7974,70.55,Repair of rectocele with graft or prosthesis,70.55
7991,46.1,Colostomy,46.1
7992,46.10,"Colostomy, not otherwise specified",46.10
8113,46.13,Permanent colostomy,46.13
8148,89.34,Digital examination of rectum,89.34
8901,96.26,Manual reduction of rectal prolapse,96.26
9094,45.24,Flexible sigmoidoscopy,45.24
9370,92.31,Single source photon radiosurgery,92.31
9576,48.71,Suture of laceration of rectum,48.71
9627,49.94,Reduction of anal prolapse,49.94
9694,48.64,Posterior resection of rectum,48.64
9702,48.63,Other anterior resection of rectum,48.63
9735,92.25,Teleradiotherapy using electrons,92.25
9821,48.91,Incision of rectal stricture,48.91
9951,17.33,Laparoscopic right hemicolectomy,17.33
9981,45.92,Anastomosis of small intestine to rectal stump,45.92
10074,92.22,Orthovoltage radiation,92.22
10090,42.56,Other intrathoracic esophagocolostomy,42.56
10151,48.25,Open biopsy of rectum,48.25
10230,96.22,Dilation of rectum,96.22
10360,46.14,Delayed opening of colostomy,46.14
10429,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
10446,70.73,Repair of rectovaginal fistula,70.73
11356,46.92,Myotomy of other parts of colon,46.92
11370,45.23,Colonoscopy,45.23
11741,92.21,Superficial radiation,92.21
11928,46.76,Closure of fistula of large intestine,46.76
12016,48.61,Transsacral rectosigmoidectomy,48.61
12027,48.33,Destruction of rectal lesion or tissue by laser,48.33
12085,45.75,Open and other left hemicolectomy,45.75
12185,99.88,Therapeutic photopheresis,99.88
12215,45.76,Open and other sigmoidectomy,45.76
12270,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
12296,48.4,Pull-through resection of rectum,48.4
12297,48.40,"Pull-through resection of rectum, not otherwise specified",48.40
12298,48.42,Laparoscopic pull-through resection of rectum,48.42
12299,48.43,Open pull-through resection of rectum,48.43
12300,48.49,Other pull-through resection of rectum,48.49
12397,48.35,Local excision of rectal lesion or tissue,48.35
12398,48.6,Other resection of rectum,48.6
12399,48.69,Other resection of rectum,48.69
12497,99.93,Rectal massage (for levator spasm),99.93
12594,48.62,Anterior resection of rectum with synchronous colostomy,48.62
12685,42.65,Antesternal esophageal anastomosis with interposition of colon,42.65
12686,42.66,Other antesternal esophagocolostomy,42.66
