,concept_code_y,concept_name_y,opcs
12,T36.2,Excision of lesion of omentum,T362
311,H01.1,Emergency excision of abnormal appendix and drainage HFQ,H011
312,H01.2,Emergency excision of abnormal appendix NEC,H012
313,H01.8,Other specified emergency excision of appendix,H018
314,H01.9,Unspecified emergency excision of appendix,H019
315,H01,Emergency excision of appendix,H01
324,H01.3,Emergency excision of normal appendix,H013
334,H02.1,Interval appendicectomy,H021
386,Q52.1,Excision of lesion of broad ligament of uterus,Q521
398,Q52.2,Destruction of lesion of broad ligament of uterus,Q522
428,T29.2,Excision of urachus,T292
450,T33.8,Other specified open extirpation of lesion of peritoneum,T338
451,T33.9,Unspecified open extirpation of lesion of peritoneum,T339
452,T33,Open extirpation of lesion of peritoneum,T33
462,T33.1,Open excision of lesion of peritoneum,T331
476,T33.2,Open destruction of lesion of peritoneum,T332
489,T36.3,Destruction of lesion of omentum,T363
500,T36.4,Biopsy of lesion of omentum,T364
509,T36.5,Creation of omental flap,T365
518,T37.1,Excision of lesion of mesentery of small intestine,T371
528,T37.2,Destruction of lesion of mesentery of small intestine,T372
538,T37.3,Biopsy of lesion of mesentery of small intestine,T373
546,T37.4,Repair of mesentery of small intestine,T374
555,T38.1,Excision of lesion of mesentery of colon,T381
565,T38.2,Destruction of lesion of mesentery of colon,T382
575,T38.3,Biopsy of lesion of mesentery of colon,T383
583,T38.4,Repair of mesentery of colon,T384
594,T39.1,Excision of lesion of posterior peritoneum,T391
605,T39.2,Destruction of lesion of posterior peritoneum,T392
616,T42.1,Endoscopic resection of lesion of peritoneum,T421
632,T45.1,Image controlled percutaneous drainage of subphrenic abscess,T451
647,T45.2,Image controlled percutaneous drainage of pelvic abscess,T452
657,Y69.1,Harvest of omentum,Y691
923,X40.6,Continuous ambulatory peritoneal dialysis,X406
1010,Q52.3,Shortening of broad ligament of uterus,Q523
1270,P31.1,Culdoplasty,P311
1385,T46.3,Irrigation of peritoneal cavity,T463
1493,H03.3,Exteriorisation of appendix,H033
1515,X40.5,Automated peritoneal dialysis,X405
1781,P31.4,Culdotomy NEC,P314
2137,X40.2,Peritoneal dialysis NEC,X402
2271,T36.1,Omentectomy,T361
2347,H02.2,Planned delayed appendicectomy NEC,H022
2348,H02.3,Prophylactic appendicectomy NEC,H023
2349,H02.8,Other specified other excision of appendix,H028
2350,H02.9,Unspecified other excision of appendix,H029
2351,H02,Other excision of appendix,H02
2387,H02.4,Incidental appendicectomy,H024
2463,T46.1,Paracentesis abdominis for ascites,T461
