,concept_code_y,concept_name_y,opcs
9,14.53,Repair of retinal detachment with xenon arc photocoagulation,14.53
64,12.87,Scleral reinforcement with graft,12.87
217,10.42,Reconstruction of conjunctival cul-de-sac with free graft,10.42
257,14.34,Repair of retinal tear by laser photocoagulation,14.34
319,88.82,Ocular thermography,88.82
557,12.83,"Revision of operative wound of anterior segment, not elsewhere classified",12.83
588,13.5,Other extracapsular extraction of lens,13.5
589,13.59,Other extracapsular extraction of lens,13.59
708,10.32,Destruction of lesion of conjunctiva,10.32
709,10.33,Other destructive procedures on conjunctiva,10.33
748,89.11,Tonometry,89.11
803,14.32,Repair of retinal tear by cryotherapy,14.32
863,16.4,Enucleation of eyeball,16.4
864,16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,16.41
865,16.42,Enucleation of eyeball with other synchronous implant,16.42
866,16.49,Other enucleation of eyeball,16.49
1290,13.1,Intracapsular extraction of lens,13.1
1291,13.19,Other intracapsular extraction of lens,13.19
1423,14.71,"Removal of vitreous, anterior approach",14.71
1504,14.41,Scleral buckling with implant,14.41
1592,13.3,Extracapsular extraction of lens by simple aspiration (and irrigation) technique,13.3
1659,13.64,Discission of secondary membrane [after cataract],13.64
1671,12.43,"Destruction of lesion of ciliary body, nonexcisional",12.43
1702,95.13,Ultrasound study of eye,95.13
1733,95.11,Fundus photography,95.11
1899,10.0,Removal of embedded foreign body from conjunctiva by incision,10.0
1995,14.33,Repair of retinal tear by xenon arc photocoagulation,14.33
2070,11.71,Keratomileusis,11.71
2184,12.39,Other iridoplasty,12.39
3039,12.22,Biopsy of iris,12.22
3090,11.21,Scraping of cornea for smear or culture,11.21
3181,14.49,Other scleral buckling,14.49
3426,11.5,Repair of cornea,11.5
3427,11.59,Other repair of cornea,11.59
3450,11.7,Other reconstructive and refractive surgery on cornea,11.7
3451,11.79,Other reconstructive and refractive surgery on cornea,11.79
3500,12.61,Trephination of sclera with iridectomy,12.61
3530,16.31,Removal of ocular contents with synchronous implant into scleral shell,16.31
3564,12.11,Iridotomy with transfixion,12.11
3635,10.21,Biopsy of conjunctiva,10.21
3696,12.64,Trabeculectomy ab externo,12.64
4110,13.66,Mechanical fragmentation of secondary membrane [after cataract],13.66
4160,10.44,Other free graft to conjunctiva,10.44
4260,12.73,Cyclophotocoagulation,12.73
4314,12.53,Goniotomy with goniopuncture,12.53
4335,12.52,Goniotomy without goniopuncture,12.52
4354,12.71,Cyclodiathermy,12.71
4422,12.74,"Diminution of ciliary body, not otherwise specified",12.74
4471,12.82,Repair of scleral fistula,12.82
4481,12.91,Therapeutic evacuation of anterior chamber,12.91
4497,12.14,Other iridectomy,12.14
4570,14.22,Destruction of chorioretinal lesion by cryotherapy,14.22
4626,16.82,Repair of rupture of eyeball,16.82
4658,16.3,Evisceration of eyeball,16.3
4659,16.39,Other evisceration of eyeball,16.39
4677,16.93,"Excision of lesion of eye, unspecified structure",16.93
4732,12.62,Thermocauterization of sclera with iridectomy,12.62
4744,12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",12.40
4819,12.12,Other iridotomy,12.12
4958,11.61,Lamellar keratoplasty with autograft,11.61
4973,95.25,Electromyogram of eye [EMG],95.25
4984,10.43,Other reconstruction of conjunctival cul-de-sac,10.43
4995,11.74,Thermokeratoplasty,11.74
