,concept_code_y,concept_name_y,icd
13,92.24,Teleradiotherapy using photons,92.24
53,92.2,Therapeutic radiology and nuclear medicine,92.2
249,92.26,Teleradiotherapy of other particulate radiation,92.26
250,92.33,Particulate radiosurgery,92.33
478,92.3,Stereotactic radiosurgery,92.3
479,92.30,"Stereotactic radiosurgery, not otherwise specified",92.30
480,92.32,Multi-source photon radiosurgery,92.32
482,92.39,"Stereotactic radiosurgery, not elsewhere classified",92.39
722,32.1,Other excision of bronchus,32.1
1086,32.9,Other excision of lung,32.9
2584,92.4,Intra-operative radiation procedures,92.4
2585,92.41,Intra-operative electron radiation therapy,92.41
3998,32.4,Lobectomy of lung,32.4
3999,32.49,Other lobectomy of lung,32.49
4043,32.3,Segmental resection of lung,32.3
4044,32.30,Thoracoscopic segmental resection of lung,32.30
4045,32.39,Other and unspecified segmental resection of lung,32.39
4352,33.92,Ligation of bronchus,33.92
5180,33.28,Open biopsy of lung,33.28
5406,33.51,Unilateral lung transplantation,33.51
5852,89.63,Pulmonary artery pressure monitoring,89.63
5892,32.50,Thoracoscopic pneumonectomy,32.50
6086,33.91,Bronchial dilation,33.91
6212,33.26,Closed [percutaneous] [needle] biopsy of lung,33.26
6460,33.43,Closure of laceration of lung,33.43
7624,00.10,Implantation of chemotherapeutic agent,00.10
7625,99.28,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,99.28
7839,99.25,Injection or infusion of cancer chemotherapeutic substance,99.25
7887,92.20,Infusion of liquid brachytherapy radioisotope,92.20
8532,33.41,Suture of laceration of bronchus,33.41
8577,92.23,Radioisotopic teleradiotherapy,92.23
8578,92.28,Injection or instillation of radioisotopes,92.28
8830,89.64,Pulmonary artery wedge monitoring,89.64
9173,32.22,Lung volume reduction surgery,32.22
9584,92.15,Pulmonary scan,92.15
9665,32.20,Thoracoscopic excision of lesion or tissue of lung,32.20
9697,92.31,Single source photon radiosurgery,92.31
9961,32.23,Open ablation of lung lesion or tissue,32.23
9962,32.24,Percutaneous ablation of lung lesion or tissue,32.24
9963,32.25,Thoracoscopic ablation of lung lesion or tissue,32.25
9964,32.26,Other and unspecified ablation of lung lesion or tissue,32.26
9997,32.21,Plication of emphysematous bleb,32.21
10020,33.1,Incision of lung,33.1
10037,92.25,Teleradiotherapy using electrons,92.25
10116,33.0,Incision of bronchus,33.0
10137,32.5,Pneumonectomy,32.5
10138,32.59,Other and unspecified pneumonectomy,32.59
10195,92.22,Orthovoltage radiation,92.22
10211,87.31,Endotracheal bronchogram,87.31
10224,33.25,Open biopsy of bronchus,33.25
10389,14.27,Destruction of chorioretinal lesion by implantation of radiation source,14.27
10718,33.20,Thoracoscopic lung biopsy,33.20
10975,33.48,Other repair and plastic operations on bronchus,33.48
11188,32.41,Thoracoscopic lobectomy of lung,32.41
11350,92.21,Superficial radiation,92.21
11451,33.42,Closure of bronchial fistula,33.42
11604,88.43,Arteriography of pulmonary arteries,88.43
11664,14.26,Destruction of chorioretinal lesion by radiation therapy,14.26
11847,33.5,Lung transplant,33.5
11848,33.50,"Lung transplantation, not otherwise specified",33.50
11936,33.49,Other repair and plastic operations on lung,33.49
12009,33.93,Puncture of lung,33.93
