conceptId,idAndFsnTerm
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
16561811000119107,16561811000119107 | Magnetic resonance imaging of internal auditory meatus without contrast (procedure) |
16558961000119100,16558961000119100 | Needle aspiration of bursa of right knee using computed tomography guidance (procedure) |
16558781000119107,16558781000119107 | Needle aspiration of bursa of left hip using computed tomography guidance (procedure) |
16558721000119108,16558721000119108 | Needle aspiration of bursa of right hip using computed tomography guidance (procedure) |
16558601000119105,16558601000119105 | Needle aspiration of bursa of right ankle using computed tomography guidance (procedure) |
16555451000119104,16555451000119104 | Therapeutic injection of left knee using fluoroscopic guidance (procedure) |
16555401000119103,16555401000119103 | Therapeutic injection of left hip using fluoroscopic guidance (procedure) |
16550201000119105,16550201000119105 | Percutaneous cryoablation of neoplasm of left kidney using computed tomography guidance (procedure) |
16550151000119102,16550151000119102 | Percutaneous cryoablation of neoplasm of right kidney using computed tomography guidance (procedure) |
16549441000119102,16549441000119102 | Radionuclide scan of cerebrospinal fluid flow of brain using indium 111 (procedure) |
16549151000119108,16549151000119108 | Therapeutic injection of right knee using fluoroscopic guidance (procedure) |
16549001000119105,16549001000119105 | Therapeutic injection of right hip using fluoroscopic guidance (procedure) |
16548951000119100,16548951000119100 | Single photon emission computed tomography of brain (procedure) |
16548901000119104,16548901000119104 | Single photon emission computed tomography of kidney (procedure) |
16547921000119107,16547921000119107 | Needle aspiration of cyst of right kidney using computed tomography guidance (procedure) |
16547871000119103,16547871000119103 | Needle aspiration of cyst of left kidney using computed tomography guidance (procedure) |
16545811000119100,16545811000119100 | Positron emission tomography myocardial metabolism study (procedure) |
16545191000119100,16545191000119100 | Radionuclide myocardial perfusion stress study (procedure) |
16534201000119102,16534201000119102 | Radionuclide esophageal motility study (procedure) |
16452251000119102,16452251000119102 | Percutaneous transcatheter embolization of intracranial vessel using radiologic guidance (procedure) |
16442821000119108,16442821000119108 | Fluoroscopy of colon with water soluble contrast (procedure) |
16439801000119108,16439801000119108 | Computed tomography of heart with contrast for cardiac structure and morphology (procedure) |
16439481000119102,16439481000119102 | Magnetic resonance imaging for cardiac morphology and function without contrast (procedure) |
16439401000119105,16439401000119105 | Magnetic resonance imaging for cardiac velocity flow mapping (procedure) |
16437891000119107,16437891000119107 | Removal of indwelling tunneled catheter with cuff from pleura using radiologic guidance (procedure) |
16437531000119105,16437531000119105 | Ultrasonography for qualitative deepest pocket amniotic fluid volume (procedure) |
16437371000119102,16437371000119102 | Insertion of indwelling tunneled catheter with cuff by percutaneous approach using radiologic guidance (procedure) |
16436161000119108,16436161000119108 | Ultrasonography of left popliteal fossa (procedure) |
16436111000119105,16436111000119105 | Ultrasonography of right popliteal fossa (procedure) |
16431351000119104,16431351000119104 | Fluoroscopic venography of hepatic vein with hemodynamic evaluation with contrast (procedure) |
16410231000119101,16410231000119101 | Magnetic resonance imaging of cerebrospinal fluid flow without contrast (procedure) |
16333021000119102,16333021000119102 | Magnetic resonance venography of intracranial veins without contrast (procedure) |
16327691000119101,16327691000119101 | Magnetic resonance imaging of brain with contrast (procedure) |
16324841000119100,16324841000119100 | Magnetic resonance imaging of face without contrast (procedure) |
16324631000119105,16324631000119105 | Computed tomography of mandible without contrast (procedure) |
16323751000119105,16323751000119105 | Computed tomography of sella turcica without contrast (procedure) |
16321411000119100,16321411000119100 | Magnetic resonance imaging of nasopharynx without contrast (procedure) |
16319561000119105,16319561000119105 | Plain X-ray orthopantogram (procedure) |
16319081000119105,16319081000119105 | Plain X-ray orthodontic cephalogram (procedure) |
16318521000119109,"16318521000119109 | Plain X-ray of sinus, occipitomental view (procedure) |"
13580001000004101,13580001000004101 | Excision of tumor of liver (procedure) |
1081101000112106,1081101000112106 | Bronchoscopy using electromagnetic navigation (procedure) |
931021000000101,931021000000101 | Magnetic resonance imaging of heart for assessment of myocardial viability (procedure) |
872341000168100,872341000168100 | Nephroscopy (procedure) |
830081000168105,830081000168105 | Repair of cartilage of larynx (procedure) |
