conceptId,idAndFsnTerm
1290221003,1290221003 | Creation of conjunctival flap (procedure) |
1287894009,1287894009 | Repair of retinal defect by diathermy (procedure) |
1287893003,1287893003 | Repair of retinal tear by diathermy (procedure) |
1287892008,1287892008 | Repair of retinal defect (procedure) |
1287891001,1287891001 | Repair of retinal tear (procedure) |
1286918004,1286918004 | Portable electronic applanation tonometry (procedure) |
1286913008,1286913008 | Goldmann correlated tonometry using ocular response analyzer (procedure) |
1286906008,1286906008 | Corneal compensated tonometry using ocular response analyzer (procedure) |
1286902005,1286902005 | Dynamic contour tonometry (procedure) |
1286871003,1286871003 | Mackay-Marg tonometry (procedure) |
1286870002,1286870002 | Rebound tonometry (procedure) |
1279670007,1279670007 | Harvesting of cornea (procedure) |
1222582007,1222582007 | Phototherapeutic keratectomy using argon fluoride excimer laser (procedure) |
1187011002,1187011002 | Reformation of anterior chamber by injection (procedure) |
1186897008,1186897008 | Endoscopic laser cyclophotocoagulation of ciliary body (procedure) |
1156643002,1156643002 | Endolaser photocoagulation of retina (procedure) |
1004086006,1004086006 | Meibography (procedure) |
1004036000,1004036000 | Removal of filament of anterior surface of cornea (procedure) |
880071007,880071007 | Thermal pulsation treatment of meibomian gland (procedure) |
880069007,880069007 | Diamond burr superficial keratectomy (procedure) |
879785009,879785009 | Mechanical dilation of pupil (procedure) |
838278005,838278005 | Assessment using eye tracking technology (procedure) |
789687002,789687002 | Scleral depression (procedure) |
785831002,785831002 | Transplant of cornea of left eye (procedure) |
785830001,785830001 | Transplant of cornea of right eye (procedure) |
773335005,773335005 | Epiretinal brachytherapy with vitrectomy (procedure) |
763097008,763097008 | Repair of penetrating eye injury (procedure) |
736531000,736531000 | Repair of laceration of cornea (procedure) |
722161008,722161008 | Diabetic retinal eye exam (procedure) |
709088006,709088006 | Repair of retina for retinal detachment using indirect binocular laser ophthalmoscope (procedure) |
709085009,709085009 | Repair of retina for retinal detachment using diode laser (procedure) |
708857001,708857001 | Laser goniopuncture (procedure) |
700373001,700373001 | Repair of hole of macula lutea (procedure) |
700070005,700070005 | Optical coherence tomography of retina (procedure) |
450698009,450698009 | Repair of retina (procedure) |
447479006,447479006 | Excision of secondary anterior segment membrane by transcleral approach (procedure) |
447429008,447429008 | Excision of secondary membrane of anterior segment of eye by pars plana approach (procedure) |
447304001,447304001 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens (procedure) |
447219003,447219003 | Cryoablation of retina (procedure) |
447099007,447099007 | Scraping of conjunctiva (procedure) |
446938009,446938009 | Biopsy of eye proper (procedure) |
446862000,446862000 | One stage intracapsular extraction of lens with insertion of prosthetic intraocular lens (procedure) |
446590009,446590009 | One stage intracapsular extraction of lens by inferior temporal route and insertion of prosthetic intraocular lens (procedure) |
446565007,446565007 | Implantation of intravitreal drug delivery system and removal of vitreous (procedure) |
446548003,446548003 | Extraction of cataract and trabeculectomy (procedure) |
446507001,446507001 | Excision of secondary membrane of anterior segment of eye (procedure) |
446490007,446490007 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens by inferior temporal route (procedure) |
446279000,446279000 | Destruction of pterygium using laser (procedure) |
446099001,446099001 | Incision and drainage of retina (procedure) |
445944001,445944001 | Endodiathermy of vitreous body (procedure) |
445023004,445023004 | Removal of penetrating foreign body from eye by incision (procedure) |
444247007,444247007 | Photodynamic therapy of neovascular membrane of choroid (procedure) |
440578004,440578004 | Photocoagulation of macular drusen (procedure) |
439751005,439751005 | Transluminal dilation of aqueous outflow canal using stent (procedure) |
439490005,439490005 | Insertion of subconjunctival retinal prosthesis receiver and pulse generator with vitrectomy (procedure) |
439269000,439269000 | Harvesting of conjunctiva for allograft (procedure) |
438490000,438490000 | Transluminal dilation of aqueous outflow canal (procedure) |
430110008,430110008 | Fine needle aspiration biopsy of eye (procedure) |
429546007,429546007 | Retinal vascular sheathotomy (procedure) |
428917000,428917000 | Translocation of pigment epithelium of retina (procedure) |
428822001,428822001 | Photodynamic therapy of subretinal lesion (procedure) |
428560004,428560004 | Fixation of retina using tissue adhesive (procedure) |
428494000,428494000 | Injection of filtering bleb following glaucoma surgery (procedure) |
428435002,428435002 | Fixation of retina using cryotherapy (procedure) |
428201003,428201003 | Fixation of retina using mechanical tacks (procedure) |
427952005,427952005 | Destruction of lesion of retina by panretinal laser photocoagulation (procedure) |
427478009,427478009 | Evaluation of retina (procedure) |
427402009,427402009 | Internal tamponade of retina using liquid (procedure) |
427387001,427387001 | Internal tamponade of retina using oil (procedure) |
427326007,427326007 | Fixation of retina (procedure) |
427023009,427023009 | Limited translocation of macula (procedure) |
426966006,426966006 | Deep sclerectomy with spacer (procedure) |
426926007,426926007 | Transplantation of conjunctiva (procedure) |
426580006,426580006 | Internal tamponade of retina (procedure) |
426332009,426332009 | External beam radiation therapy to lesion of retina (procedure) |
426158003,426158003 | Internal tamponade of retina using gas (procedure) |
426056001,426056001 | Deep sclerectomy without spacer (procedure) |
425942005,425942005 | Gluing of cornea (procedure) |
425816006,425816006 | Ultrasonic evaluation of retina (procedure) |
425806003,425806003 | Translocation of retina (procedure) |
425797007,425797007 | Destruction of subretinal lesion (procedure) |
425626001,425626001 | Internal tamponade of retina using air (procedure) |
423308005,423308005 | Neutralization of retinoscopic reflex (procedure) |
422246005,422246005 | Resection of conjunctiva (procedure) |
422103004,422103004 | Can opener anterior capsulotomy (procedure) |
421865005,421865005 | Interferometric corneal topography (procedure) |
421483006,421483006 | Raster photogrammetry corneal topography (procedure) |
