snomed,opcs,opcs_term
46412002,E544,E54.4 Excision of segment of lung
232646009,E441,E44.1 Excision of carina
169003001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
442303003,E578,E57.8 Other specified other open operations on lung
173178001,E552,E55.2 Open excision of lesion of lung
287465001,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
450608000,E502,E50.2 Endoscopic laser destruction of lesion of lower respiratory tract using rigid bronchoscope
241293008,Y938,Y93.8 Other specified gallium-67 imaging
169021003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
241540006,Y973,Y97.3 Radiology with post contrast
169115000,U215,U21.5 Contrast fluoroscopy NEC
57113004,Y931,Y93.1 Gallium-67 imaging scan
431430006,Y931,Y93.1 Gallium-67 imaging scan
287465001,E591,E59.1 Needle biopsy of lesion of lung
43831007,E593,E59.3 Biopsy of lesion of lung NEC
241540006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169021003,Y973,Y97.3 Radiology with post contrast
88039007,K019,K01.9 Unspecified transplantation of heart and lung
169021003,U215,U21.5 Contrast fluoroscopy NEC
441624004,Y949,Y94.9 Unspecified radiopharmaceutical imaging
736974006,Z942,Z94.2 Right sided operation
287465001,Y535,Y53.5 Approach to organ under image intensifier
708884000,E552,E55.2 Open excision of lesion of lung
241616006,Y971,Y97.1 Radiology with pre and post contrast
169057008,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
49528005,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
20142006,E546,E54.6 Reduction of lung volume
82651004,Y253,Y25.3 Removal of retained suture from organ NOC
35295005,Y539,Y53.9 Unspecified approach to organ under image control
119755005,E578,E57.8 Other specified other open operations on lung
764864002,U152,U15.2 Lung ventilation scanning NEC
232660006,Z941,Z94.1 Bilateral operation
169003001,Y973,Y97.3 Radiology with post contrast
88039007,K012,K01.2 Revision of transplantation of heart and lung
169021003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
90249002,E598,E59.8 Other specified other operations on lung
232632009,E548,E54.8 Other specified excision of lung
450608000,E482,E48.2 Fibreoptic endoscopic laser destruction of lesion of lower respiratory tract
82651004,Y258,Y25.8 Other specified suture of organ NOC
441624004,Y941,Y94.1 Dopamine transporter scan
702544007,X453,X45.3 Donation of lobe of lung
765042000,Y536,Y53.6 Approach to organ under video control
708861007,E598,E59.8 Other specified other operations on lung
429609002,E546,E54.6 Reduction of lung volume
169115000,Z246,Z24.6 Lung
169003001,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
431430006,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
241304008,Y938,Y93.8 Other specified gallium-67 imaging
736974006,E543,E54.3 Lobectomy of lung
241304008,Y931,Y93.1 Gallium-67 imaging scan
261566003,L128,L12.8 Other specified other open operations on pulmonary artery
241297009,U152,U15.2 Lung ventilation scanning NEC
726426008,E543,E54.3 Lobectomy of lung
169057008,Z246,Z24.6 Lung
232633004,E548,E54.8 Other specified excision of lung
441624004,Y942,Y94.2 Octreotide imaging
62843007,E598,E59.8 Other specified other operations on lung
765042000,Y535,Y53.5 Approach to organ under image intensifier
241304008,Y939,Y93.9 Unspecified gallium-67 imaging
287465001,Y534,Y53.4 Approach to organ under fluoroscopic control
232657004,K012,K01.2 Revision of transplantation of heart and lung
765041007,Y532,Y53.2 Approach to organ under ultrasonic control
43831007,Y538,Y53.8 Other specified approach to organ under image control
169142004,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
431430006,Y948,Y94.8 Other specified radiopharmaceutical imaging
49795001,E541,E54.1 Total pneumonectomy
726425007,E543,E54.3 Lobectomy of lung
232642006,E541,E54.1 Total pneumonectomy
287465001,Y538,Y53.8 Other specified approach to organ under image control
20142006,E541,E54.1 Total pneumonectomy
169142004,U158,U15.8 Other specified diagnostic imaging of respiratory system
77648009,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
119746007,E549,E54.9 Unspecified excision of lung
241616006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
119746007,E548,E54.8 Other specified excision of lung
241298004,U152,U15.2 Lung ventilation scanning NEC
829831000000100,Y361,Y36.1 Introduction of gold seeds into organ NOC
49528005,E481,E48.1 Fibreoptic endoscopic snare resection of lesion of lower respiratory tract
713162006,Y991,Y99.1 Cadaveric donor
119755005,E571,E57.1 Repair of lung
287310004,E552,E55.2 Open excision of lesion of lung
337877003,Y493,Y49.3 Thoracotomy approach NEC
49795001,E441,E44.1 Excision of carina
441624004,U214,U21.4 Single photon emission computed tomography NEC
116030005,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
241542003,U212,U21.2 Computed tomography NEC
88039007,E539,E53.9 Unspecified transplantation of lung
735016006,Z942,Z94.2 Right sided operation
119746007,E552,E55.2 Open excision of lesion of lung
173176002,E551,E55.1 Open decortication of lesion of lung
241053004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169021003,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
169057008,Y971,Y97.1 Radiology with pre and post contrast
169003001,U215,U21.5 Contrast fluoroscopy NEC
427800005,Y291,Y29.1 Surgical removal of foreign body from organ NOC
431430006,Y943,Y94.3 Metaiodobenzylguanidine imaging
169003001,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
241293008,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
359623004,E543,E54.3 Lobectomy of lung
90249002,E593,E59.3 Biopsy of lesion of lung NEC
49528005,E553,E55.3 Open cauterisation of lesion of lung
431430006,Y941,Y94.1 Dopamine transporter scan
43831007,Y531,Y53.1 Approach to organ under radiological control
119746007,E546,E54.6 Reduction of lung volume
241540006,Z246,Z24.6 Lung
232647000,E473,E47.3 Repair of bronchus NEC
765041007,Y531,Y53.1 Approach to organ under radiological control
870380006,Y971,Y97.1 Radiology with pre and post contrast
431430006,Y939,Y93.9 Unspecified gallium-67 imaging
49528005,E559,E55.9 Unspecified open extirpation of lesion of lung
35295005,Y535,Y53.5 Approach to organ under image intensifier
429609002,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
431430006,Y938,Y93.8 Other specified gallium-67 imaging
241616006,U211,U21.1 Magnetic resonance imaging NEC
