conceptId,idAndFsnTerm
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
16561811000119107,16561811000119107 | Magnetic resonance imaging of internal auditory meatus without contrast (procedure) |
16559741000119107,16559741000119107 | Percutaneous needle biopsy of cyst of spinal cord using computed tomography guidance (procedure) |
16559261000119101,16559261000119101 | Percutaneous fine needle aspiration biopsy of pseudocyst of pancreas using computed tomography guidance (procedure) |
16559081000119104,16559081000119104 | Cryoablation of lesion of lung using computed tomography guidance (procedure) |
16559021000119103,16559021000119103 | Fine needle aspiration biopsy of spleen using computed tomography guidance (procedure) |
16558961000119100,16558961000119100 | Needle aspiration of bursa of right knee using computed tomography guidance (procedure) |
16558781000119107,16558781000119107 | Needle aspiration of bursa of left hip using computed tomography guidance (procedure) |
16558721000119108,16558721000119108 | Needle aspiration of bursa of right hip using computed tomography guidance (procedure) |
16558661000119106,16558661000119106 | Needle puncture and aspiration of bursa of left knee using computed tomography guidance (procedure) |
16558601000119105,16558601000119105 | Needle aspiration of bursa of right ankle using computed tomography guidance (procedure) |
16558541000119106,16558541000119106 | Needle puncture and aspiration of bursa of left ankle using computed tomography guidance (procedure) |
16558481000119100,16558481000119100 | Percutaneous cryoablation of lesion of liver using computed tomography guidance (procedure) |
16555451000119104,16555451000119104 | Therapeutic injection of left knee using fluoroscopic guidance (procedure) |
16555401000119103,16555401000119103 | Therapeutic injection of left hip using fluoroscopic guidance (procedure) |
16554411000119104,16554411000119104 | Positron emission tomography with computed tomography of heart (procedure) |
16554361000119106,16554361000119106 | Positron emission tomography with computed tomography of brain (procedure) |
16551241000119104,16551241000119104 | Needle puncture and aspiration of lesion of left lower leg using computed tomography guidance (procedure) |
16551141000119107,16551141000119107 | Percutaneous fine needle aspiration biopsy of joint of right hip using computed tomography guidance (procedure) |
16551091000119100,16551091000119100 | Percutaneous fine needle aspiration biopsy of joint of left hip using computed tomography guidance (procedure) |
16551041000119108,16551041000119108 | Needle puncture and aspiration of lesion of right lower leg using computed tomography guidance (procedure) |
16550201000119105,16550201000119105 | Percutaneous cryoablation of neoplasm of left kidney using computed tomography guidance (procedure) |
16550151000119102,16550151000119102 | Percutaneous cryoablation of neoplasm of right kidney using computed tomography guidance (procedure) |
16550101000119101,16550101000119101 | Radiofrequency ablation of lesion of right kidney using computed tomography guidance (procedure) |
16550051000119101,16550051000119101 | Radiofrequency ablation of lesion of left kidney using computed tomography guidance (procedure) |
16549891000119107,16549891000119107 | Percutaneous needle biopsy of adrenal gland using computed tomography guidance (procedure) |
16549841000119104,16549841000119104 | Needle biopsy of right kidney using computed tomography guidance (procedure) |
16549791000119102,16549791000119102 | Needle biopsy of left kidney using computed tomography guidance (procedure) |
16549641000119100,16549641000119100 | Percutaneous biopsy of left lung using computed tomography guidance (procedure) |
16549591000119109,16549591000119109 | Percutaneous biopsy of right lung using computed tomography guidance (procedure) |
16549441000119102,16549441000119102 | Radionuclide scan of cerebrospinal fluid flow of brain using indium 111 (procedure) |
16549151000119108,16549151000119108 | Therapeutic injection of right knee using fluoroscopic guidance (procedure) |
16549001000119105,16549001000119105 | Therapeutic injection of right hip using fluoroscopic guidance (procedure) |
16548951000119100,16548951000119100 | Single photon emission computed tomography of brain (procedure) |
16548901000119104,16548901000119104 | Single photon emission computed tomography of kidney (procedure) |
16547921000119107,16547921000119107 | Needle aspiration of cyst of right kidney using computed tomography guidance (procedure) |
16547871000119103,16547871000119103 | Needle aspiration of cyst of left kidney using computed tomography guidance (procedure) |
16547731000119108,16547731000119108 | Diagnostic lumbar puncture using fluoroscopic guidance (procedure) |
16545811000119100,16545811000119100 | Positron emission tomography myocardial metabolism study (procedure) |
16545381000119101,16545381000119101 | Single photon emission computed tomography of myocardial perfusion with computed tomography (procedure) |
16545191000119100,16545191000119100 | Radionuclide myocardial perfusion stress study (procedure) |
16534201000119102,16534201000119102 | Radionuclide esophageal motility study (procedure) |
