snomed,opcs,opcs_term
231750006,C743,C74.3 Mechanical lensectomy
9137006,C742,C74.2 Discission of cataract
9137006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
18137003,C713,C71.3 Aspiration of lens
35717002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
336651000,C743,C74.3 Mechanical lensectomy
50538003,C647,C64.7 Insertion of iris hooks
172538005,C647,C64.7 Insertion of iris hooks
75170007,C743,C74.3 Mechanical lensectomy
46562009,C751,C75.1 Insertion of prosthetic replacement for lens NEC
401306006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
446490007,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
35717002,C742,C74.2 Discission of cataract
265295001,C776,C77.6 Insertion of capsule tension ring
401306006,C647,C64.7 Insertion of iris hooks
75227000,C718,C71.8 Other specified extracapsular extraction of lens
446490007,C751,C75.1 Insertion of prosthetic replacement for lens NEC
265295001,C751,C75.1 Insertion of prosthetic replacement for lens NEC
172538005,C743,C74.3 Mechanical lensectomy
75227000,C741,C74.1 Curettage of lens
120122001,Y261,Y26.1 Reconstruction of organ NOC
67991000,C711,C71.1 Simple linear extraction of lens
446490007,C713,C71.3 Aspiration of lens
19740002,C713,C71.3 Aspiration of lens
231751005,C752,C75.2 Revision of prosthetic replacement for lens
46562009,C742,C74.2 Discission of cataract
19740002,C718,C71.8 Other specified extracapsular extraction of lens
67991000,C776,C77.6 Insertion of capsule tension ring
44269004,C647,C64.7 Insertion of iris hooks
13793006,C713,C71.3 Aspiration of lens
64854001,C751,C75.1 Insertion of prosthetic replacement for lens NEC
335636001,C712,C71.2 Phacoemulsification of lens
172538005,C776,C77.6 Insertion of capsule tension ring
44269004,C741,C74.1 Curettage of lens
75227000,C743,C74.3 Mechanical lensectomy
13793006,C712,C71.2 Phacoemulsification of lens
120121008,C778,C77.8 Other specified other operations on lens
19740002,C719,C71.9 Unspecified extracapsular extraction of lens
4877004,C719,C71.9 Unspecified extracapsular extraction of lens
75227000,C732,C73.2 Capsulotomy of anterior lens capsule
265295001,C711,C71.1 Simple linear extraction of lens
75227000,C749,C74.9 Unspecified other extraction of lens
44269004,C751,C75.1 Insertion of prosthetic replacement for lens NEC
50538003,C776,C77.6 Insertion of capsule tension ring
18137003,C647,C64.7 Insertion of iris hooks
64854001,C713,C71.3 Aspiration of lens
75227000,C719,C71.9 Unspecified extracapsular extraction of lens
70107009,Y269,Y26.9 Unspecified other repair of organ NOC
75227000,C742,C74.2 Discission of cataract
19740002,C711,C71.1 Simple linear extraction of lens
35717002,C647,C64.7 Insertion of iris hooks
75227000,C713,C71.3 Aspiration of lens
172542008,C752,C75.2 Revision of prosthetic replacement for lens
120122001,C778,C77.8 Other specified other operations on lens
4877004,C712,C71.2 Phacoemulsification of lens
50538003,C742,C74.2 Discission of cataract
18137003,C776,C77.6 Insertion of capsule tension ring
46309001,C742,C74.2 Discission of cataract
231750006,C776,C77.6 Insertion of capsule tension ring
418121005,C751,C75.1 Insertion of prosthetic replacement for lens NEC
9137006,C776,C77.6 Insertion of capsule tension ring
75227000,C729,C72.9 Unspecified intracapsular extraction of lens
172538005,C751,C75.1 Insertion of prosthetic replacement for lens NEC
88096002,C742,C74.2 Discission of cataract
172547002,C773,C77.3 Biopsy of lesion of lens
312714009,C752,C75.2 Revision of prosthetic replacement for lens
88096002,C741,C74.1 Curettage of lens
75170007,C748,C74.8 Other specified other extraction of lens
410702009,C743,C74.3 Mechanical lensectomy
13793006,C719,C71.9 Unspecified extracapsular extraction of lens
401306006,C776,C77.6 Insertion of capsule tension ring
4877004,C711,C71.1 Simple linear extraction of lens
4877004,C713,C71.3 Aspiration of lens
19740002,C712,C71.2 Phacoemulsification of lens
75227000,C712,C71.2 Phacoemulsification of lens
79259004,C711,C71.1 Simple linear extraction of lens
401306006,C712,C71.2 Phacoemulsification of lens
88096002,C743,C74.3 Mechanical lensectomy
39243005,C743,C74.3 Mechanical lensectomy
75170007,C741,C74.1 Curettage of lens
70107009,Y263,Y26.3 Stapling of organ NOC
9137006,C647,C64.7 Insertion of iris hooks
67991000,C751,C75.1 Insertion of prosthetic replacement for lens NEC
67991000,C647,C64.7 Insertion of iris hooks
35717002,C776,C77.6 Insertion of capsule tension ring
75170007,C749,C74.9 Unspecified other extraction of lens
418121005,C515,C51.5 Placement of therapeutic contact lens on to cornea
446490007,C718,C71.8 Other specified extracapsular extraction of lens
44269004,C776,C77.6 Insertion of capsule tension ring
446490007,C712,C71.2 Phacoemulsification of lens
75170007,C742,C74.2 Discission of cataract
447304001,C751,C75.1 Insertion of prosthetic replacement for lens NEC
231750006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
13793006,C711,C71.1 Simple linear extraction of lens
33481008,C743,C74.3 Mechanical lensectomy
70107009,Y264,Y26.4 Removal of other repair material from organ NOC
75227000,C728,C72.8 Other specified intracapsular extraction of lens
70107009,C778,C77.8 Other specified other operations on lens
75227000,C723,C72.3 Cryoextraction of lens
447304001,C712,C71.2 Phacoemulsification of lens
70107009,Y265,Y26.5 Other attention to repair of organ NOC
75227000,C748,C74.8 Other specified other extraction of lens
446490007,C719,C71.9 Unspecified extracapsular extraction of lens
447304001,C711,C71.1 Simple linear extraction of lens
70107009,Y261,Y26.1 Reconstruction of organ NOC
447304001,C719,C71.9 Unspecified extracapsular extraction of lens
75227000,C731,C73.1 Membranectomy of lens
75227000,C711,C71.1 Simple linear extraction of lens
231752003,C752,C75.2 Revision of prosthetic replacement for lens
19740002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
88096002,C748,C74.8 Other specified other extraction of lens
18137003,C751,C75.1 Insertion of prosthetic replacement for lens NEC
418121005,C712,C71.2 Phacoemulsification of lens
172549004,C778,C77.8 Other specified other operations on lens
75227000,C734,C73.4 Capsulotomy of lens NEC
51839008,C711,C71.1 Simple linear extraction of lens
447304001,C713,C71.3 Aspiration of lens
4877004,C718,C71.8 Other specified extracapsular extraction of lens
231750006,C647,C64.7 Insertion of iris hooks
70107009,Y268,Y26.8 Other specified other repair of organ NOC
64854001,C647,C64.7 Insertion of iris hooks
22127001,C743,C74.3 Mechanical lensectomy
172542008,C515,C51.5 Placement of therapeutic contact lens on to cornea
75227000,C733,C73.3 Capsulotomy of posterior lens capsule
50538003,C751,C75.1 Insertion of prosthetic replacement for lens NEC
75227000,C738,C73.8 Other specified incision of capsule of lens
88096002,C771,C77.1 Capsulectomy
75227000,C739,C73.9 Unspecified incision of capsule of lens
88096002,C749,C74.9 Unspecified other extraction of lens
75227000,C751,C75.1 Insertion of prosthetic replacement for lens NEC
447304001,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
70107009,Y262,Y26.2 Plastic repair of organ NOC
447304001,C718,C71.8 Other specified extracapsular extraction of lens
4877004,C592,C59.2 Surgical iridectomy
19208002,C742,C74.2 Discission of cataract
265295001,C647,C64.7 Insertion of iris hooks
64854001,C776,C77.6 Insertion of capsule tension ring
75227000,C721,C72.1 Forceps extraction of lens
446490007,C711,C71.1 Simple linear extraction of lens
75227000,C722,C72.2 Suction extraction of lens
13793006,C718,C71.8 Other specified extracapsular extraction of lens
