conceptId,idAndFsnTerm
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
50080191000188103,50080191000188103 | External beam radiation therapy of bone (procedure) |
50080181000188101,50080181000188101 | Brachytherapy of bone (procedure) |
16559081000119104,16559081000119104 | Cryoablation of lesion of lung using computed tomography guidance (procedure) |
16554931000119102,16554931000119102 | Intravenous radionuclide therapy using radium 223 dichloride (procedure) |
16554781000119103,16554781000119103 | Intravenous radionuclide therapy using strontium 89 (procedure) |
16549641000119100,16549641000119100 | Percutaneous biopsy of left lung using computed tomography guidance (procedure) |
16549591000119109,16549591000119109 | Percutaneous biopsy of right lung using computed tomography guidance (procedure) |
16332841000119106,16332841000119106 | Computed tomography angiography of pulmonary artery with contrast (procedure) |
1103661000000108,1103661000000108 | Radioligand therapy using lutetium (177-Lu) labeled somatostatin analog (procedure) |
829831000000100,829831000000100 | Insertion of fiducial marker into lung using computed tomography guidance (procedure) |
721081000124101,721081000124101 | External beam radiotherapy with abdominal compression (procedure) |
721071000124104,721071000124104 | External beam radiotherapy with free breathing (procedure) |
721061000124106,721061000124106 | External beam radiotherapy with respiratory gating (procedure) |
721051000124109,721051000124109 | External beam radiotherapy with breath hold (procedure) |
721031000124102,721031000124102 | External beam radiotherapy without respiratory motion management (procedure) |
589631000119102,589631000119102 | Intravenous radioimmunotherapy using monoclonal antibodies (procedure) |
427561000119104,427561000119104 | Intravenous radionuclide therapy using samarium Sm 153 lexidronam (procedure) |
427541000119103,427541000119103 | Intravenous radionuclide therapy (procedure) |
21731000087107,21731000087107 | Biopsy of bilateral lungs using fluoroscopic guidance (procedure) |
11331000224100,11331000224100 | Tomotherapy (procedure) |
6611000179105,6611000179105 | Fiberoptic bronchoscopy with brush biopsy of bronchus (procedure) |
6531000087100,6531000087100 | Biopsy of right lung using fluoroscopic guidance (procedure) |
6521000087102,6521000087102 | Biopsy of left lung using fluoroscopic guidance (procedure) |
6491000087100,6491000087100 | Biopsy of right lung using computed tomography guidance (procedure) |
6481000087102,6481000087102 | Biopsy of left lung using computed tomography guidance (procedure) |
531000087106,531000087106 | Fluoroscopic bronchography of bilateral bronchi (procedure) |
61000087103,61000087103 | Fluoroscopic bronchography of right bronchus (procedure) |
51000087101,51000087101 | Fluoroscopic bronchography of left bronchus (procedure) |
1297350006,1297350006 | Surface guided radiation therapy (procedure) |
1297069006,1297069006 | Fractionated dose radiotherapy (procedure) |
1290228009,1290228009 | Administration of antineoplastic agent via subcutaneous route (procedure) |
1290226008,1290226008 | Administration of antineoplastic agent via intravenous route (procedure) |
1287742003,1287742003 | Radiotherapy (procedure) |
1287682002,1287682002 | Intraoperative external beam radiation therapy using electrons for malignant neoplasm of cecum and/or colon and/or rectum (procedure) |
1286802009,1286802009 | External beam radiotherapy using internal target volume approach (procedure) |
1286801002,1286801002 | Real time tumor tracking external beam radiotherapy (procedure) |
1269317006,1269317006 | Radiotherapy to urinary bladder (procedure) |
1264389002,1264389002 | Radiation therapy to oral cavity (procedure) |
1263784000,1263784000 | Radioligand therapy using lutetium (177-Lu) vipivotide tetraxetan (procedure) |
1263392007,1263392007 | Extracorporeal irradiation of tumor bearing bone and reimplantation (procedure) |
1259200004,1259200004 | Neoadjuvant antineoplastic chemotherapy (procedure) |
1255904006,1255904006 | Administration of palliative antineoplastic agent (procedure) |
1255834000,1255834000 | Administration of antineoplastic chemotherapy into peritoneal cavity (procedure) |
1255831008,1255831008 | Chemotherapy for malignant neoplastic disease using targeted agent (procedure) |
1255359001,1255359001 | Fractionated dose stereotactic radiation therapy (procedure) |
1254742000,1254742000 | Delayed intensification antineoplastic therapy regimen (regime/therapy) |
1254741007,1254741007 | Intensification antineoplastic therapy regimen (regime/therapy) |
1237140001,1237140001 | Bronchoscopic argon plasma coagulation of bronchus (procedure) |
1222634007,1222634007 | Bronchoscopy with biopsy of bronchus using electromagnetic navigation guidance (procedure) |
1220608006,1220608006 | Rigid bronchoscopy and biopsy of lesion of lung (procedure) |
1217475002,1217475002 | Biopsy of lung using endoscopic ultrasonography guidance (procedure) |
1217433003,1217433003 | Biopsy of bronchus using endoscopic ultrasonography guidance (procedure) |
1204242009,1204242009 | External beam radiation therapy using particle scanning technique (procedure) |
1172516002,1172516002 | High-dose chemotherapy with stem cell transplant (procedure) |
1163157007,1163157007 | Ultra high dose rate radiotherapy (procedure) |
1162782007,1162782007 | Three dimensional external beam radiation therapy (procedure) |
1156530009,1156530009 | Volumetric modulated arc therapy (procedure) |
1156529004,1156529004 | External beam radiation therapy using particle passive scattering technique (procedure) |
1156528007,1156528007 | External beam radiation therapy using particle spot scanning technique (procedure) |
1156526006,1156526006 | Two dimensional external beam radiation therapy (procedure) |
1156525005,1156525005 | Mixed beam external beam radiation therapy (procedure) |
1156524009,1156524009 | Intensity modulated external beam neutron radiation therapy (procedure) |
1156506007,1156506007 | External beam radiation therapy using photons (procedure) |
1156505006,1156505006 | External beam radiation therapy using carbon ions (procedure) |
1156264009,1156264009 | Percutaneous fine needle aspiration biopsy of lung using computed tomography guidance (procedure) |
1148692008,1148692008 | Radiation therapy following chemotherapy (procedure) |
1141994004,"1141994004 | Rituximab, cyclophosphamide, etoposide, vincristine, prednisone antineoplastic chemotherapy regimen (regime/therapy) |"
1137699004,1137699004 | Transbronchial needle aspiration of mediastinal lymph node using endoscopic endobronchial ultrasonography guidance (procedure) |
1119345001,1119345001 | Radiography of right bronchus with contrast (procedure) |
1119344002,1119344002 | Radiography of left bronchus with contrast (procedure) |
897713009,897713009 | Antineoplastic chemoimmunotherapy (regime/therapy) |
890093004,890093004 | Administration of multiple antineoplastic agents (procedure) |
879915007,879915007 | Radiotherapy to bone (procedure) |
870385001,870385001 | Hypofractionated radiation therapy (procedure) |
870380006,870380006 | Lung ultrasound surface wave elastography (procedure) |
870250004,"870250004 | Fluorouracil, leucovorin, irinotecan and oxaliplatin antineoplastic chemotherapy regimen (regime/therapy) |"
870249004,"870249004 | Folinic acid, fluorouracil and irinotecan antineoplastic chemotherapy regimen (regime/therapy) |"
865938001,865938001 | Tomography of both lungs (procedure) |
865937006,865937006 | Tomography of both entire lungs (procedure) |
830156009,830156009 | Administration of hyperthermic antineoplastic agent into thoracic cavity (procedure) |
830155008,830155008 | Administration of hyperthermic antineoplastic agent into peritoneal cavity (procedure) |
816151001,816151001 | Administration of consolidation antineoplastic agent (procedure) |
788820009,788820009 | Bronchoscopic microwave ablation of lesion of lung (procedure) |
785707001,785707001 | Hypofractionated radiation therapy of entire breast (procedure) |
785706005,785706005 | Hypofractionated radiation therapy of prostate (procedure) |
782762003,782762003 | Blind bronchoalveolar lavage (procedure) |
782204001,782204001 | Superficial radiation therapy (procedure) |
770700009,770700009 | Insertion of stent into bronchus using fluoroscopic guidance (procedure) |
765042000,765042000 | Angiography of right pulmonary artery (procedure) |
765041007,765041007 | Angiography of left pulmonary artery (procedure) |
764864002,764864002 | Radionuclide imaging of lung ventilation using technetium (99m-Tc) technegas (procedure) |
739141006,739141006 | Excision of middle and upper lobe of right lung (procedure) |
739139005,739139005 | Excision of middle and lower lobe of right lung (procedure) |
736974006,736974006 | Excision of middle lobe of right lung (procedure) |
736671000,736671000 | Bronchoscopic insertion of endobronchial nitinol coil using fluoroscopic guidance (procedure) |
735016006,735016006 | Complete excision of right lung (procedure) |
735015005,735015005 | Complete excision of left lung (procedure) |
726549007,726549007 | Radioimmunoguided surgery (procedure) |
726428009,726428009 | Lobectomy of upper lobe of right lung (procedure) |
726427004,726427004 | Lobectomy of upper lobe of left lung (procedure) |
726426008,726426008 | Lobectomy of lower lobe of left lung (procedure) |
726425007,726425007 | Lobectomy of lower lobe of right lung (procedure) |
722491009,"722491009 | Rituximab, cyclophosphamide, doxorubicin, vincristine and prednisone chemotherapy regimen (regime/therapy) |"
722482005,"722482005 | Doxorubicin, bleomycin, vinblastine and dacarbazine chemotherapy regimen (regime/therapy) |"
722472009,"722472009 | Rituximab, ifosfamide, carboplatin and etoposide chemotherapy regimen (regime/therapy) |"
721044005,721044005 | Dual energy computed tomography angiography of pulmonary artery with contrast (procedure) |
720379009,720379009 | Hepatic arterial infusion chemotherapy (procedure) |
718683004,718683004 | Percutaneous transluminal angioplasty of banding of pulmonary artery using fluoroscopic guidance with contrast (procedure) |
718289006,718289006 | Percutaneous transluminal angioplasty of banding of trunk of pulmonary artery using fluoroscopic guidance with contrast (procedure) |
718288003,718288003 | Percutaneous transluminal angioplasty of trunk of pulmonary artery using fluoroscopic guidance with contrast (procedure) |
716872004,716872004 | Antineoplastic chemotherapy regimen (regime/therapy) |
716755000,716755000 | Percutaneous irreversible electroporation ablation of neoplasm of lung using computed tomography guidance (procedure) |
714029009,714029009 | Preoperative high dose brachytherapy (procedure) |
713348007,713348007 | Thermoplasty of bronchus (procedure) |
713162006,713162006 | Removal of lung from cadaver donor (procedure) |
712746000,712746000 | Total body electron beam therapy (procedure) |
711415002,711415002 | Video assisted thoracoscopy for major lung resection (procedure) |
711299007,711299007 | Radiotherapy to thorax (procedure) |
708884000,708884000 | Excision of emphysematous bleb of lung (procedure) |
708861007,708861007 | Percutaneous cryoablation of lung (procedure) |
708813000,708813000 | Percutaneous fine needle aspiration biopsy of lung using imaging guidance (procedure) |
708812005,708812005 | Percutaneous drainage of lung using imaging guidance (procedure) |
703519007,703519007 | Repair of double outlet right ventricle with anastomosis of left ventricle to aorta via ventricular septal defect and right ventricle to pulmonary trunk conduit (procedure) |
703518004,703518004 | Rastelli creation of conduit between right ventricle and pulmonary artery (procedure) |
703423002,703423002 | Combined chemotherapy and radiation therapy (procedure) |
702544007,702544007 | Harvesting of lobe of lung from living donor (procedure) |
700496000,700496000 | Postoperative administration of antineoplastic agent into peritoneal cavity (procedure) |
698009006,698009006 | Bronchoscopic lung volume reduction (procedure) |
609171001,609171001 | Percutaneous cryoablation of neoplasm of lung using computed tomography guidance (procedure) |
