snomed,opcs,opcs_term
72227005,Q288,Q28.8 Other specified other open occlusion of fallopian tube
14935000,Z391,Z39.1 Superior vena cava
15617002,L843,L84.3 Combined operations on primary long and short saphenous vein
429862006,Y973,Y97.3 Radiology with post contrast
5105000,M119,M11.9 Unspecified diagnostic endoscopic examination of kidney
773131009,Z719,Z71.9 Ulna NEC
429617005,V552,V55.2 Two levels of spine
172286002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
19688005,V559,V55.9 Unspecified levels of spine
310832007,Y263,Y26.3 Stapling of organ NOC
287251000,A627,A62.7 Microsurgical repair of multiple peripheral nerves NEC
418982001,K754,K75.4 Percutaneous transluminal balloon angioplasty and insertion of 3 or more stents into coronary artery NEC
82287001,V432,V43.2 Excision of lesion of thoracic vertebra
284023006,Z563,Z56.3 Flexor digitorum superficialis
241372008,Y938,Y93.8 Other specified gallium-67 imaging
287458009,F201,F20.1 Excision of gingiva
32661007,W777,W77.7 Transposition of ligament for stabilisation of joint
63293007,Y204,Y20.4 Fine needle aspiration NOC
11611000087101,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
433844000,K596,K59.6 Implantation of cardioverter defibrillator using three electrode leads
276223009,S013,S01.3 Submental lipectomy
241607007,Z633,Z63.3 Temporal bone
30195003,A029,A02.9 Unspecified excision of lesion of tissue of brain
25316003,C456,C45.6 Destruction of lesion of cornea NEC
312641007,Z388,Z38.8 Specified terminal branch of aorta NEC
724089005,Y971,Y97.1 Radiology with pre and post contrast
37596006,Z719,Z71.9 Ulna NEC
169015002,Y971,Y97.1 Radiology with pre and post contrast
56810007,W672,W67.2 Secondary open reduction of traumatic dislocation of joint and skeletal traction NEC
426580006,C799,C79.9 Unspecified operations on vitreous body
239543007,V559,V55.9 Unspecified levels of spine
274069003,S061,S06.1 Marsupialisation of lesion of skin of head or neck
234737009,F172,F17.2 Creation of impression of tooth for dental crown
265545001,L874,L87.4 Avulsion of varicose vein of leg
232157000,D032,D03.2 Reconstruction of external ear NEC
6201000087105,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
609193006,M728,M72.8 Other specified excision of urethra
171656001,A323,A32.3 Decompression of trigeminal nerve (v)
10610003,Y055,Y05.5 Debridement of organ NOC
20287004,V073,V07.3 Excision of lesion of bone of face
73380001,Y255,Y25.5 Other attention to suture of organ NOC
698979008,Z478,Z47.8 Specified skin of face NEC
443916000,Y533,Y53.3 Approach to organ under computed tomography scan control
764728005,Z986,Z98.6 Short saphenous vein
303437003,T771,T77.1 Excision of whole muscle group
72432009,S054,S05.4 Microscopically controlled excision of lesion of skin using chemosurgical technique NEC
46895005,A391,A39.1 Repair of meningoencephalocele
252903003,Y442,Y44.2 Monitoring of pressure in organ NOC
46412002,E544,E54.4 Excision of segment of lung
419946000,Z388,Z38.8 Specified terminal branch of aorta NEC
54872009,A384,A38.4 Extirpation of lesion of meninges of parasagittal region of brain
442971005,W134,W13.4 Relocation and derotation osteotomy
16299004,E252,E25.2 Diagnostic endoscopic examination of pharynx and biopsy of lesion of pharynx NEC
25353009,Y465,Y46.5 Supratentorial open approach to contents of cranium
236183008,Y188,Y18.8 Other specified release of organ NOC
450782005,V552,V55.2 Two levels of spine
449877009,U103,U10.3 Cardiac magnetic resonance imaging
142007,Z542,Z54.2 Rotator cuff of shoulder
447976005,K614,K61.4 Removal of cardiac pacemaker system NEC
62409009,V223,V22.3 Primary foraminotomy of cervical spine
168665001,Y973,Y97.3 Radiology with post contrast
359593004,W642,W64.2 Conversion to arthrodesis and external fixation NEC
4531000087105,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
67542001,Z734,Z73.4 Phalanx of finger
172198004,C112,C11.2 Destruction of lesion of canthus
241653000,Z843,Z84.3 Hip joint
26792008,Y122,Y12.2 Injection of other destructive substance into lesion of organ NOC
401226007,V553,V55.3 Greater than two levels of spine
571921000119104,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
397112000,C452,C45.2 Excision of lesion of cornea NEC
236883005,R281,R28.1 Curettage of delivered uterus
88930008,M026,M02.6 Excision of rejected transplanted kidney
27959000,Z721,Z72.1 Shafts of radius and ulna in combination
277520001,Z358,Z35.8 Specified cerebral artery NEC
439988004,O174,O17.4 Remanipulation of fracture of small bone and fixation using screw
178647001,V553,V55.3 Greater than two levels of spine
405374004,Z388,Z38.8 Specified terminal branch of aorta NEC
10420000,V386,V38.6 Primary transforaminal interbody fusion of joint of lumbar spine
6712008,S681,S68.1 Total excision of nail
3026000,W613,W61.3 Conversion to arthrodesis and articular bone graft NEC
69685005,K272,K27.2 Xenograft replacement of tricuspid valve
192248003,C292,C29.2 Enlargement of lacrimal punctum
699166007,W215,W21.5 Primary extra-articular reduction of intra-articular fracture of bone
447795007,Y068,Y06.8 Other specified excision of lesion of organ NOC
66706000,Y253,Y25.3 Removal of retained suture from organ NOC
172318005,C311,C31.1 Recession of medial rectus muscle and resection of lateral rectus muscle of eye
78121007,E369,E36.9 Unspecified diagnostic endoscopic examination of larynx
447363009,Y466,Y46.6 Infratentorial open approach to contents of cranium
239422009,W602,W60.2 Revision of arthrodesis and extra-articular bone graft NEC
708922003,Z775,Z77.5 Lower end of tibia NEC
241519005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
236216002,Y703,Y70.3 First stage of staged operations NOC
448853008,W309,W30.9 Unspecified other external fixation of bone
59902006,W109,W10.9 Unspecified open surgical fracture of bone
64261005,Z779,Z77.9 Tibia NEC
70177008,S552,S55.2 Removal of slough from burnt skin NEC
1870001,V058,V05.8 Other specified other operations on cranium
444083005,M027,M02.7 Excision of transplanted kidney NEC
178534000,V552,V55.2 Two levels of spine
446693001,Y069,Y06.9 Unspecified excision of lesion of organ NOC
384521000119100,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
16174006,W581,W58.1 Primary resurfacing arthroplasty of joint
178858008,S263,S26.3 Random pattern local subcutaneous pedicle flap of skin to head or neck
89562006,K719,K71.9 Unspecified other operations on pericardium
447865005,Z701,Z70.1 Head of radius
449049001,Z792,Z79.2 Os calcis
265636007,R121,R12.1 Cerclage of cervix of gravid uterus
241547009,U102,U10.2 Cardiac computed tomography angiography
16531004,T702,T70.2 Tenotomy NEC
447716009,Z593,Z59.3 Short hallux muscle
397926008,D152,D15.2 Suction clearance of middle ear
441478009,W326,W32.6 Bulk allograft of bone
451027000,K353,K35.3 Percutaneous transluminal tricuspid valvotomy
55162003,F102,F10.2 Upper dental clearance
221270009,S551,S55.1 Debridement of burnt skin NEC
11922008,W173,W17.3 Traction lengthening of epiphyseal plate of bone
231748003,C738,C73.8 Other specified incision of capsule of lens
18590009,K617,K61.7 Implantation of biventricular cardiac pacemaker system
446248004,S138,S13.8 Other specified punch biopsy of skin
432112007,U133,U13.3 Magnetic resonance imaging of bone
232646009,E441,E44.1 Excision of carina
231110003,A707,A70.7 Application of transcutaneous electrical nerve stimulator
216082006,Z862,Z86.2 Intertarsal joint
787213005,X118,X11.8 Other specified amputation of toe
446811003,Y971,Y97.1 Radiology with pre and post contrast
49375009,W676,W67.6 Remanipulation of traumatic dislocation of joint
703698008,Q369,Q36.9 Unspecified other endoscopic occlusion of fallopian tube
61676007,W679,W67.9 Unspecified secondary reduction of traumatic dislocation of joint
782656003,A338,A33.8 Other specified neurostimulation of cranial nerve
439365009,W249,W24.9 Unspecified closed reduction of fracture of bone and internal fixation
180040009,X112,X11.2 Amputation of phalanx of toe
447156000,Y473,Y47.3 Transoral burrhole approach to contents of cranium
7556002,Y075,Y07.5 Occlusion of organ NOC
438888005,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
8271002,W383,W38.3 Revision of total prosthetic replacement of hip joint not using cement
24742009,D208,D20.8 Other specified other operations on middle ear
47329006,V543,V54.3 Osteotomy of spine NEC
426945003,U135,U13.5 Plain x-ray of bone
119725003,Y016,Y01.6 Alloreplacement of organ from cadaver NOC
448338006,V552,V55.2 Two levels of spine
250073009,Y252,Y25.2 Resuture of organ NOC
449062002,W081,W08.1 Excision of natural protuberance of bone
709286001,W278,W27.8 Other specified fixation of epiphysis
32492002,W087,W08.7 Excision of accessory ossicle
449685002,Z788,Z78.8 Specified bone of lower leg NEC
57152006,W155,W15.5 Osteotomy of midfoot tarsal bone
179162008,W268,W26.8 Other specified other closed reduction of fracture of bone
367477001,V148,V14.8 Other specified excision of mandible
447652004,E301,E30.1 Excision of lesion of larynx using thyrotomy as approach
431839003,Z301,Z30.1 Liver
50887005,K151,K15.1 Closed enlargement of defect of atrial septum
180329009,X501,X50.1 Direct current cardioversion
443681002,W400,W40.0 Conversion from previous cemented total prosthetic replacement of knee joint
74193008,U203,U20.3 Intravascular echocardiography
713687000,W419,W41.9 Unspecified total prosthetic replacement of knee joint not using cement
866230009,Y534,Y53.4 Approach to organ under fluoroscopic control
433171002,Y941,Y94.1 Dopamine transporter scan
70061005,Z502,Z50.2 Skin of hand
307998000,S055,S05.5 Microscopically controlled excision of lesion of skin of head or neck NEC
83607001,Q398,Q39.8 Other specified diagnostic endoscopic examination of fallopian tube
85947008,A312,A31.2 Intracranial stereotactic neurolysis of oculomotor nerve (iii)
172815003,E051,E05.1 Cauterisation of internal nose
450698009,C832,C83.2 Macular translocation three hundred and sixty degrees
4161000087105,Y973,Y97.3 Radiology with post contrast
252420009,U203,U20.3 Intravascular echocardiography
61301009,S475,S47.5 Incision of skin of head or neck
432665004,Y973,Y97.3 Radiology with post contrast
432671005,V551,V55.1 One level of spine
439989007,W268,W26.8 Other specified other closed reduction of fracture of bone
