conceptId,idAndFsnTerm
829831000000100,829831000000100 | Insertion of fiducial marker into lung using computed tomography guidance (procedure) |
870380006,870380006 | Lung ultrasound surface wave elastography (procedure) |
765042000,765042000 | Angiography of right pulmonary artery (procedure) |
765041007,765041007 | Angiography of left pulmonary artery (procedure) |
764864002,764864002 | Radionuclide imaging of lung ventilation using technetium (99m-Tc) technegas (procedure) |
736974006,736974006 | Excision of middle lobe of right lung (procedure) |
735016006,735016006 | Complete excision of right lung (procedure) |
735015005,735015005 | Complete excision of left lung (procedure) |
726428009,726428009 | Lobectomy of upper lobe of right lung (procedure) |
726427004,726427004 | Lobectomy of upper lobe of left lung (procedure) |
726426008,726426008 | Lobectomy of lower lobe of left lung (procedure) |
726425007,726425007 | Lobectomy of lower lobe of right lung (procedure) |
713162006,713162006 | Removal of lung from cadaver donor (procedure) |
708884000,708884000 | Excision of emphysematous bleb of lung (procedure) |
708861007,708861007 | Percutaneous cryoablation of lung (procedure) |
708812005,708812005 | Percutaneous drainage of lung using imaging guidance (procedure) |
702544007,702544007 | Harvesting of lobe of lung from living donor (procedure) |
450873006,450873006 | Plication of emphysematous bleb of lung (procedure) |
450608000,450608000 | Destruction of lesion of lung (procedure) |
450348001,450348001 | Biopsy of lesion of lung (procedure) |
448538005,448538005 | Harvesting of lobe of lung from donor (procedure) |
448523009,448523009 | Endoscopic ultrasonography of lung (procedure) |
448134000,448134000 | Continuous positive airway pressure to nonventilated lung (regime/therapy) |
443396005,443396005 | Pneumonostomy with open drainage of abscess of lung using computed tomography guidance (procedure) |
442303003,442303003 | Deflation of lung (procedure) |
442226007,442226007 | Partial reinflation of lung (procedure) |
441677009,441677009 | Imaging of lung (procedure) |
441624004,441624004 | Single photon emission computed tomography of ventilation of lung (procedure) |
440466000,440466000 | Single photon emission computed tomography of lung (procedure) |
432231006,432231006 | Fine needle aspiration biopsy of lung (procedure) |
431430006,431430006 | Radionuclide imaging of lung for pulmonary aspiration (procedure) |
429609002,429609002 | Lung volume reduction surgery (procedure) |
427800005,427800005 | Removal of foreign body of lung by incision (procedure) |
426987001,426987001 | Percutaneous radiofrequency ablation of lesion of lung (procedure) |
387748005,387748005 | Cauterization of lung lesion (procedure) |
387747000,387747000 | Cauterization of lung (procedure) |
359623004,359623004 | Total lobectomy of lung (procedure) |
359618004,359618004 | Segmental lobectomy (procedure) |
359615001,359615001 | Partial lobectomy of lung (procedure) |
337877003,337877003 | Thoracotomy for excision of emphysematous bleb of lung (procedure) |
336863008,336863008 | Excision of cyst of lung (procedure) |
310394000,310394000 | Stapling of lung laceration (procedure) |
310393006,310393006 | Suture of lung laceration (procedure) |
303931008,303931008 | Lung X-ray (procedure) |
287465001,287465001 | Percutaneous needle biopsy lung (procedure) |
287310004,287310004 | Lung tumor excision (procedure) |
287309009,287309009 | Lung cyst removal (procedure) |
287298008,287298008 | Lung plastic operation (procedure) |
274319000,274319000 | Needle biopsy of lung (procedure) |
266701008,266701008 | Lung collapse prevention (procedure) |
261566003,261566003 | Tangential pulmonary artery resection (procedure) |
261563006,261563006 | Sleeve pulmonary artery resection (procedure) |
241616006,241616006 | Magnetic resonance imaging of lungs (procedure) |
241542003,241542003 | Computed tomography of lungs with diagnostic pneumothorax (procedure) |
241541005,241541005 | High resolution computed tomography of lungs (procedure) |
241540006,241540006 | Computed tomography of lungs (procedure) |
241304008,241304008 | Radionuclide lung permeability study (procedure) |
241303002,241303002 | Radionuclide mucociliary clearance study (procedure) |
241302007,241302007 | Diethylenetriaminepentaacetate aerosol ventilation study (procedure) |
241299007,241299007 | Xenon-127 ventilation study (procedure) |
241298004,241298004 | Xenon-133 ventilation study (procedure) |
241297009,241297009 | Xenon ventilation study (procedure) |
241293008,241293008 | Radionuclide study of lung (procedure) |
241053004,241053004 | Radiographic measurement of lung volume (procedure) |
232697001,232697001 | Lung reinflation (procedure) |
232661005,232661005 | Removal of lung from donor (procedure) |
232660006,232660006 | Bilateral sequential single lung transplant (procedure) |
232657004,232657004 | Single lung transplant (procedure) |
232656008,232656008 | Intercostal puncture of lung bulla (procedure) |
232655007,232655007 | Aspiration of lung lesion (procedure) |
232653000,232653000 | Repair of lung laceration (procedure) |
232652005,232652005 | Cavernostomizing of bulla of lung (procedure) |
232651003,232651003 | Excision of bulla of lung (procedure) |
232650002,232650002 | Oversewing of bulla of lung (procedure) |
232649002,232649002 | Repair of bulla of lung (procedure) |
232648005,232648005 | Excision of lung sequestration (procedure) |
232647000,232647000 | Pneumonectomy with tracheobronchoplasty (procedure) |
232646009,232646009 | Completion pneumonectomy (procedure) |
232644007,232644007 | Extrapleural pneumonectomy (procedure) |
232643001,232643001 | Intrapericardial pneumonectomy (procedure) |
232642006,232642006 | Extrapericardial pneumonectomy (procedure) |
232641004,232641004 | Lobectomy of lung with excision of part of adjacent lobe (procedure) |
232640003,232640003 | Lobectomy with bronchoplastic procedure (procedure) |
232639000,232639000 | Excision of segment of left lower lobe (procedure) |
232638008,232638008 | Excision of segment of left upper lobe (procedure) |
232637003,232637003 | Excision of segment of right lower lobe (procedure) |
232636007,232636007 | Excision of segment of middle lobe of right lung (procedure) |
232635006,232635006 | Excision of segment of right upper lobe (procedure) |
232634005,232634005 | Multiple wedge excisions of lung (procedure) |
232633004,232633004 | Single wedge excision of lung (procedure) |
232632009,232632009 | Wedge excision of lung (procedure) |
232631002,232631002 | Enucleation of lung lesion (procedure) |
232628003,232628003 | Open biopsy of lung (procedure) |
177784006,177784006 | Decortication of lung (procedure) |
173191000,173191000 | Aspiration biopsy of lesion of lung (procedure) |
173190004,173190004 | Needle biopsy of lesion of lung (procedure) |
173185002,173185002 | Deflation of bulla of lung (procedure) |
173184003,173184003 | Ligation of bulla of lung (procedure) |
173179009,173179009 | Open cauterization of lesion of lung (procedure) |
173178001,173178001 | Open excision of lesion of lung (procedure) |
173177006,173177006 | Open decortication of lesion of lung (procedure) |
173176002,173176002 | Open extirpation of lesion of lung (procedure) |
173172000,173172000 | Excision of segment of lung (procedure) |
173171007,173171007 | Lobectomy of lung (procedure) |
173170008,173170008 | Bilobectomy of lung (procedure) |
169142004,169142004 | Isotope static scan lung (procedure) |
169115000,169115000 | Photofluorography of lungs (procedure) |
169091007,169091007 | Stereotactic/stereoscopic test - lungs (procedure) |
169061002,169061002 | Serial radiography of lungs (procedure) |
169057008,169057008 | Kymography - lungs (procedure) |
169021003,169021003 | Fluoroscopy and radiography - lungs (procedure) |
169003001,169003001 | Fluoroscopy - lungs (procedure) |
119756006,119756006 | Lung destructive procedure (procedure) |
119755005,119755005 | Lung reconstruction (procedure) |
119753003,119753003 | Lung closure (procedure) |
119746007,119746007 | Lung excision (procedure) |
116030005,116030005 | Wedge biopsy of lung (procedure) |
