conceptId,idAndFsnTerm
447304001,447304001 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens (procedure) |
446490007,446490007 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens by inferior temporal route (procedure) |
418121005,418121005 | Bimanual phacoemulsification of lens with intraocular lens implantation (procedure) |
410702009,410702009 | Pars plana lensectomy of cataract (procedure) |
401306006,401306006 | Phacoemulsification of lens and insertion of prosthetic replacement (procedure) |
397544007,397544007 | Complicated cataract surgery (procedure) |
336651000,336651000 | Extraction of primary membranous cataract by mechanical fragmentation (procedure) |
335636001,335636001 | Extraction of primary membranous cataract by phacofragmentation (procedure) |
312714009,312714009 | Relocation of intraocular lens from vitreous cavity (procedure) |
265295001,265295001 | Simple linear extraction of lens (procedure) |
231752003,231752003 | Repositioning of intraocular lens (procedure) |
231751005,231751005 | Exchange of intraocular lens (procedure) |
231750006,231750006 | Pars plana lensectomy (procedure) |
172549004,172549004 | Reposition of lens of eye (procedure) |
172547002,172547002 | Biopsy of lesion of lens (procedure) |
172542008,172542008 | Revision of intraocular lens (procedure) |
172538005,172538005 | Mechanical lensectomy (procedure) |
120122001,120122001 | Lens reconstruction (procedure) |
120121008,120121008 | Lens closure (procedure) |
88096002,88096002 | Capsulectomy with extraction of lens (procedure) |
79259004,79259004 | Extraction of secondary membrane by needling (procedure) |
75227000,75227000 | Excision and prosthetic replacement of lens (procedure) |
75170007,75170007 | Extraction of lens of eye (procedure) |
70107009,70107009 | Repair of ocular lens (procedure) |
67991000,67991000 | Extracapsular extraction of lens by linear extraction technique (procedure) |
64854001,64854001 | Aspiration of lens (procedure) |
51839008,51839008 | Extraction of primary membranous cataract by needling (procedure) |
50538003,"50538003 | Discission of membranous cataract, primary (procedure) |"
46562009,46562009 | Incisional discission of secondary membranous cataract and anterior hyaloid (procedure) |
46309001,46309001 | Extraction of primary membranous cataract by excision (procedure) |
44819003,44819003 | Destructive procedure of lens (procedure) |
44269004,44269004 | Curette evacuation of lens (procedure) |
39243005,39243005 | Mechanical fragmentation of cataract with extraction by posterior route (procedure) |
35717002,35717002 | Discission of congenital cataract (procedure) |
33481008,33481008 | Mechanical fragmentation of secondary membrane (procedure) |
22127001,22127001 | Extraction of secondary membrane by mechanical fragmentation (procedure) |
19740002,19740002 | Extracapsular extraction of lens by inferior temporal route (procedure) |
19208002,19208002 | Extraction of secondary membrane by discission (procedure) |
18137003,18137003 | Extracapsular extraction of lens by aspiration and irrigation technique (procedure) |
13793006,13793006 | Extracapsular extraction of lens (procedure) |
9137006,"9137006 | Discission of membranous cataract, secondary (procedure) |"
4877004,4877004 | Extracapsular extraction of lens with iridectomy (procedure) |
