snomed,opcs,opcs_term
172286002,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
395096001,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
228689006,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
169309008,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
169318005,X692,X69.2 Delivery of a fraction of total skin radiotherapy
115960007,X692,X69.2 Delivery of a fraction of total skin radiotherapy
47479005,Y912,Y91.2 Megavoltage treatment for simple radiotherapy
228676000,Y918,Y91.8 Other specified external beam radiotherapy
172286002,X659,X65.9 Unspecified radiotherapy delivery
169353003,Z534,Z53.4 Peritoneal cavity
445232009,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
429774000,X657,X65.7 Delivery of radionuclide therapy NEC
428412000,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
428923005,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
230911008,Y134,Y13.4 Radiofrequency controlled thermal destruction of lesion of organ NOC
394918006,X652,X65.2 Delivery of a fraction of intracavitary radiotherapy
16560241000119104,X657,X65.7 Delivery of radionuclide therapy NEC
720379009,Z376,Z37.6 Hepatic artery
720379009,X723,X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance
12149006,Y823,Y82.3 Application of local anaesthetic NEC
31652009,X728,X72.8 Other specified delivery of chemotherapy for neoplasm
428829005,X657,X65.7 Delivery of radionuclide therapy NEC
50632006,X651,X65.1 Delivery of a fraction of total body irradiation
169292008,X692,X69.2 Delivery of a fraction of total skin radiotherapy
441783000,Y918,Y91.8 Other specified external beam radiotherapy
428624002,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
1156708005,Y898,Y89.8 Other specified
1156525005,X654,X65.4 Delivery of a fraction of external beam radiotherapy NEC
231764006,C823,C82.3 External beam radiotherapy to lesion of retina
879915007,X659,X65.9 Unspecified radiotherapy delivery
700357007,X657,X65.7 Delivery of radionuclide therapy NEC
836429007,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
169366003,Y351,Y35.1 Introduction of radioactive caesium into organ NOC
169296006,X692,X69.2 Delivery of a fraction of total skin radiotherapy
